,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
13,고성동 서재를탐하다,서재를 탐하다,4.83,21,72,대구 서구 고성로 132-2,NO INFO,0507-1394-0912,https://blog.naver.com/kuki00,"***내서재 이용안내***
1) 주인장 없는 독립공간
2) 서재의 모든책 열람 및 구매 가능
3) 핸드드립백 블랜딩 커피&티 제공
4) 태블릿PC 비치 (뮤직플레이용)
5) 간식류 반입 가능합니다. (조리음식이나 배달음식 NO)

[1인 공간이용요금] - 20,000원 / 1~3시간 이용
[추가인원] 1인당 - 5,000원
예) 2인 예약시 : 공간료 20,000 + 추가 1인 5,000
예) 5인 예약시 : 공간료 20,000 + 추가 4인 20,000

※ 1시간 단위로 예약 가능하므로 추가예약해주세요

이용문의:010-5005-0912 카톡아이디: seotambooks",공사중,리뷰 수 부족
14,평리5동 예그리나,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
15,대명1동 이디야커피 대구드림병원점,이디야커피 대구드림병원점,초기값,76,2,"대구 남구 대명로 153 , 1층 이디야커피",08:30 - 20:00,053-622-8420,http://www.ediya.com/,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.",공사중,"{'친절해요': '42', '커피가 맛있어요': '31', '음료가 맛있어요': '22', '매장이 청결해요': '20', '가성비가 좋아요': '11', '디저트가 맛있어요': '5', '인테리어가 멋져요': '4', '대화하기 좋아요': '4', '주차하기 편해요': '3', '사진이 잘 나와요': '3', '좌석이 편해요': '2', '집중하기 좋아요': '2', '화장실이 깨끗해요': '2', '뷰가 좋아요': '2', '주문제작을 잘해줘요': '1'}"
16,대명9동 Ur턴,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
17,상중이동 신신다방,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
18,대명10동 카페잇 대구가톨릭대학교병원점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
19,비산6동 커피주,커피주,초기값,12,1,대구 서구 국채보상로60길 5 롯데캐슬502동상가104호,11:00 - 17:00,010-8676-4880,NO INFO,NO INFO,공사중,리뷰 수 부족
20,평리1동 카페루앤비 대구평리점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
21,내당1동 FRICE COFFEE,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
22,비산2·3동 힉스커피 비산점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
23,대명6동 만남라이브카페,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
24,비산2·3동 브릿지커피,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
25,봉덕2동 커피눔,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
26,안심4동 반야월에반하다,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
27,내당4동 까치다방,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
28,대명6동 개들래미,주말카페 개들래미,초기값,28,45,대구 남구 안지랑로 5-9 네비검색 안지랑로5-1,NO INFO,0507-1468-8507,https://www.instagram.com/cafe_gdrm,개들래미 들어오는 골목 주차가능합니다. 네비검색 시 안지랑로 5-1을 검색해주세요. 2층 실내공간과 인조잔디가 깔린 3층 루프탑을 이용하시면 됩니다. 주말에만 카페를 운영합니다.,공사중,리뷰 수 부족
29,평리3동 카페이랑,카페이랑,4.57,255,56,대구 서구 국채보상로48길 6-7,10:30 - 23:00,0507-1312-2099,https://blog.naver.com/erang555,"장소명 : 카페이랑

주소 : 대구 서구 국채보상로48길 6-7

전화번호 : 053-283-2009(대표번호),010-4691-5019

업종 : 수제초콜릿,로스팅 커피전문점, 브런치 카페, 갤러리

주차 8~10대 

연중무휴 

영업시간 09:00~24:00 

지하 소규모 세미나실

빔프로젝트 영화감상 가능(회원제) 

옥상 테라스 운영

카페이랑은 ‘커피에 문화를 타서 마시자’ 라는 슬로건을 걸고 운영하는 스페셜티 핸드드립 카페입니다.
서구청 부근 카페이랑 본점에서는 브런치와 수제초콜릿, 조각케이크, 빙수 등 다양한 메뉴를 접하실 수 있고 옥상테라스와 지하에 소규모 세미나실도 이용 할 수 있습니다. 
중구 남산동 청라언덕역 부근에 위치한 카페이랑 남산점에서는 세계3대 커피와 마이크로랏, 
스페셜티 생두 로스팅을 전문으로 하여 신선한 원두와 핸드드립을 제공하며 커피관련(로스팅,핸드드립,커핑)취미반, 캘리그라피 수업 등 다양한 문화강좌들을 열어 복합문화공간을 만들고자 노력하고 있습니다.

2017년 대구광역시 스타가게로 선정되었고 국제 로스팅 프로페셔널, 국제커피감별사(Q ARABICA GRADER)가 직접 로스팅하여 공급하고 꼼꼼한 핸드픽을 통해 무결점 원두를 고객들에게 대접하고자 항상 노력하고 있습니다. 
또한 자립형 카페 만들기 프로젝트를 운영하여 특색 있는 나만의 카페를 만들고 싶은 분들을 위한 창업컨설팅/인테리어/실무교육/원두공급을 하고 있습니다. 

18세기 영국에서의 초기 카페는 커피 한 잔을 마시며 정치, 경제, 문화, 철학을 논하는 소수들만의 장소였습니다. 프랑스 혁명이 카페라는 공간에서 시작되어 남녀노소 모두 즐길 수 있는 장소가 되었고 현대에는 그저 커피와 음료를 마시며 수다를 떠는 정도의 사랑방 같은 공간으로 바뀌었습니다.
카페이랑이 추구하는 공간은 커피가 중심이 되어 다양한 문화 공간으로서의 역할을 하며
오고가는 사람들이 머물다 가는 터미널이나 역과 같이 삶의 희노애락이 스며들게하며 고단한 자들에겐 휴식과 같은 공간, 행복한 사람들에게는 그 행복이 두 배가 될 수 있도록 노력할 것입니다.

카페이랑은 밭이랑과 당신이랑 나랑, 함께한다는 의미가 담겨있습니다.
밭이랑에 문화의 씨를 뿌려 당신이랑 함께 열매를 거두자는 의미입니다.
이랑과 함께 해보고 싶지 않으세요? 

카페이랑 본점
대구광역시 서구 국채보상로 48길 6-7
서구청 건너편 평리 푸르지오 아파트 301동 앞
053 283 2009
영업시간 09:00~24:00 연중무휴


카페이랑 남산점
대구광역시 중구 달구벌대로 2000-3
지하철 2호선 신남역 8번 출구 옆 골목 10미터
053 256 5019
영업시간 12:00~21:30 일요일,월요일은 19:00까지",공사중,"{'커피가 맛있어요': '66', '친절해요': '48', '대화하기 좋아요': '37', '음료가 맛있어요': '32', '디저트가 맛있어요': '22', '매장이 청결해요': '22', '인테리어가 멋져요': '19', '좌석이 편해요': '17', '특별한 메뉴가 있어요': '17', '집중하기 좋아요': '16', '사진이 잘 나와요': '13', '주차하기 편해요': '9', '화장실이 깨끗해요': '9', '가성비가 좋아요': '8', '뷰가 좋아요': '6'}"
30,평리5동 광명커피숍,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
31,봉덕2동 오 그레이,오그레이,초기값,6,1,대구 남구 효동1길 10,NO INFO,0507-1357-8053,https://www.instagram.com/oh.gray_,NO INFO,공사중,리뷰 수 부족
32,혁신동 테라1053,테라1053,4.55,122,28,대구 동구 과학로 84,11:00 - 18:00,0507-1380-7708,http://instagram.com/_terra1053,NO INFO,공사중,"{'커피가 맛있어요': '12', '인테리어가 멋져요': '11', '좌석이 편해요': '8', '대화하기 좋아요': '8', '디저트가 맛있어요': '6', '음료가 맛있어요': '5', '친절해요': '4', '집중하기 좋아요': '4', '뷰가 좋아요': '4', '매장이 청결해요': '3', '사진이 잘 나와요': '2', '가성비가 좋아요': '1', '특별한 메뉴가 있어요': '1'}"
33,비산2·3동 원대로북카페,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
34,내당2·3동 매스커피 서문점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
35,대명9동 책상,책상,초기값,86,108,대구 남구 안지랑로 26 1층,NO INFO,010-2765-7692,https://www.instagram.com/cafe_chaeksang,사색하고 소통하는 일상적 공간.,공사중,"{'친절해요': '55', '커피가 맛있어요': '54', '집중하기 좋아요': '42', '대화하기 좋아요': '28', '인테리어가 멋져요': '25', '음료가 맛있어요': '21', '특별한 메뉴가 있어요': '18', '매장이 청결해요': '16', '좌석이 편해요': '15', '디저트가 맛있어요': '12', '사진이 잘 나와요': '10', '차분한 분위기에요': '2', '주차하기 편해요': '2', '가성비가 좋아요': '2', '음악이 좋아요': '1'}"
36,원대동 청자다방,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
37,비산1동 행복,검색결과 없음,,,,,,,,,,
38,대명10동 뜰,뜰,초기값,22,13,대구 남구 대명복개로4길 65-6 카페 : 뜰,NO INFO,0507-1312-8319,https://www.instagram.com/cafe.tt.eul,대구 도심 속 아늑한 정원 카페입니다 :-),공사중,"{'음료가 맛있어요': '11', '커피가 맛있어요': '10', '친절해요': '8', '매장이 청결해요': '5', '대화하기 좋아요': '4', '디저트가 맛있어요': '3', '인테리어가 멋져요': '3', '화장실이 깨끗해요': '3', '뷰가 좋아요': '3', '가성비가 좋아요': '2', '좌석이 편해요': '1'}"
39,대명10동 까페소울,카페소울,4.24,30,초기값,대구 남구 대명로25길 23-2 까페소울,10:00 - 20:00,0507-1311-9058,NO INFO,"까페소울은 제철커피로 신선한 커피를 제공합니다. 매장에서 직접 로스팅한 원두로 
더치커피(콜드브루), 싱글오리진 원두를 판매합니다. 로스팅 포인트는 약배전, 미디엄 중약배전으로 미디엄 로스팅이 주포인트입니다!
여름한시적으로 우유눈꽃빙수를 판매하는 로스터리 까페입니다^^",공사중,리뷰 수 부족
40,비산5동 뜻대로카페,뜻대로카페,3.79,74,초기값,대구 서구 달서천로 347 2층,11:00 - 22:00,0507-1304-3483,NO INFO,"안녕하세요 뜻대로 카페입니다. 1층 쌈밥집에서 식사하고 오시면 한 잔당 1000원씩 할인됩니다 단체 손님, 계모임 손님 환영합니다 감사합니다.",공사중,"{'커피가 맛있어요': '29', '음료가 맛있어요': '5', '대화하기 좋아요': '5', '디저트가 맛있어요': '3', '가성비가 좋아요': '3', '특별한 메뉴가 있어요': '2', '화장실이 깨끗해요': '2', '좌석이 편해요': '1', '인테리어가 멋져요': '1', '친절해요': '1', '사진이 잘 나와요': '1', '매장이 청결해요': '1', '집중하기 좋아요': '1', '뷰가 좋아요': '1'}"
41,봉덕1동 카페시드,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
42,비산7동 정찻집,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
43,내당4동 블루나인,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
44,평리3동 희동이네,희동이네,초기값,39,7,대구 서구 통학로 106 1층 희동이네,13:00 - 20:00,010-5625-2030,https://www.instagram.com/cafe_heedong,"희동이네 유치원 운영 중입니다.
카페 영업 시간과 무관하게 언제든지
상담 문의 주세요 :) / (픽업 상담 가능)

월, 수, 금, 토 / AM 11:00 - PM 20:00
목 / PM 13:00 - PM 20:00

마감 시간은 변동이 있을 수 있으니
방문 전 꼭 연락 부탁 드립니다.

매주 화, 일은 휴무 입니다. 감사합니다.",공사중,리뷰 수 부족
45,대명11동 하늘아래,하늘아래사진관,초기값,1,1,대구 남구 계명중앙1길 19,11:00 - 22:00,NO INFO,https://www.facebook.com/photoskyarae/,NO INFO,공사중,리뷰 수 부족
46,평리6동 카페인창고,카페인창고,초기값,68,3,대구 서구 국채보상로49길 9 1층,NO INFO,0507-1316-2977,https://www.instagram.com/caffein_warehouse,NO INFO,공사중,"{'커피가 맛있어요': '38', '음료가 맛있어요': '28', '친절해요': '28', '가성비가 좋아요': '23', '인테리어가 멋져요': '15', '디저트가 맛있어요': '14', '대화하기 좋아요': '12', '사진이 잘 나와요': '7', '매장이 청결해요': '6', '뷰가 좋아요': '6', '특별한 메뉴가 있어요': '4', '집중하기 좋아요': '3', '좌석이 편해요': '2'}"
47,봉덕1동 하녹,하녹,초기값,102,37,대구 남구 중앙대로22길 43,"10:00 - 21:00
20:30 라스트오더",053-474-2200,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '24', '친절해요': '13', '인테리어가 멋져요': '11', '매장이 청결해요': '10', '음료가 맛있어요': '9', '사진이 잘 나와요': '6', '가성비가 좋아요': '6', '대화하기 좋아요': '4', '뷰가 좋아요': '4', '좌석이 편해요': '3', '디저트가 맛있어요': '3', '화장실이 깨끗해요': '3', '집중하기 좋아요': '2'}"
48,대명3동 브루키,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
49,대명10동 카페보스 대명1호점,카페보스 대명1호점,4.17,17,초기값,대구 남구 안지랑로 47 1층,NO INFO,0507-1445-2591,NO INFO,"카페보스 대명1호점 오픈!
응원과 많은 관심 부탁드립니다.

대표 메뉴인 '보스캔'은 주문 즉시 에스프레소를 추출하여, 캔에 얼음을 넣어 바로 만들어드립니다.
디저트 또한 주문과 동시에 조리되어 나가고 있으니, 안심하시고 드셔도 됩니다!!

항상 한결 같은 맛과 서비스로 고객님께 다가가도록 노력하겠습니다.",공사중,"{'커피가 맛있어요': '7', '디저트가 맛있어요': '7', '음료가 맛있어요': '3', '친절해요': '2', '특별한 메뉴가 있어요': '2', '좌석이 편해요': '1', '인테리어가 멋져요': '1', '매장이 청결해요': '1', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}"
50,대명4동 파가니니,파가나악기,4.79,66,10,대구 남구 중앙대로49길 14 1층,10:00 - 19:30,053-628-0513,#파가니니,현악기및 관악기 전문업체...현악기수리.고나악기수리,공사중,"{'친절해요': '10', '품질이 좋아요': '10', '종류가 다양해요': '6', '시설이 깔끔해요': '4', '분위기가 편안해요': '4', '가성비가 좋아요': '3', '비싼 만큼 가치있어요': '2', '특색 있는 제품이 많아요': '2', '주차하기 편해요': '1'}"
51,대명3동 펠리즈커피,펠리즈커피,4.46,60,10,대구 남구 성당로60길 39,NO INFO,070-7547-9641,https://blog.naver.com/tidlsld2432,NO INFO,공사중,"{'커피가 맛있어요': '13', '음료가 맛있어요': '9', '친절해요': '9', '디저트가 맛있어요': '8', '가성비가 좋아요': '8', '주차하기 편해요': '2', '특별한 메뉴가 있어요': '2', '매장이 청결해요': '2'}"
52,대명2동 캔버스 교대점,캔버스교대점,4.58,351,초기값,대구 남구 중앙대로42길 1,08:00 - 21:00,053-243-2173,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '222', '친절해요': '159', '가성비가 좋아요': '47', '음료가 맛있어요': '41', '매장이 청결해요': '16', '디저트가 맛있어요': '12', '특별한 메뉴가 있어요': '7', '인테리어가 멋져요': '4', '주차하기 편해요': '2', '사진이 잘 나와요': '2', '뷰가 좋아요': '2', '좌석이 편해요': '1', '집중하기 좋아요': '1', '대화하기 좋아요': '1', '화장실이 깨끗해요': '1'}"
53,대명1동 카페빙수야 남구점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
54,대명2동 꾸덕꾸,꾸덕꾸,초기값,19,7,대구 남구 중앙대로51길 91-2,10:00 - 22:00,0507-1432-4014,NO INFO,"*꾸덕꾸 그릭요거트는 1A등급 원유와 100%유산균을 발효시켜 매장에서 직접 만드는 수제 그릭 요거트입니다
*과일콩포트와 그래놀라는 시판용 제품이아닌 매장에서 '100%수제'로 만들고있으며 일부 과일을 제외한 여러 과일들은 매일 아침 새벽시장에서 공수해온 신선한 과일을 이용하여 만들고 있습니다 안심하고 맛있게 즐겨주세요
*단체주문 조율 가능하니 2일전 연락부탁드립니다 !",공사중,"{'친절해요': '15', '디저트가 맛있어요': '13', '매장이 청결해요': '11', '특별한 메뉴가 있어요': '9', '인테리어가 멋져요': '6', '사진이 잘 나와요': '6', '좌석이 편해요': '5', '가성비가 좋아요': '2', '대화하기 좋아요': '2', '커피가 맛있어요': '1', '음료가 맛있어요': '1'}"
55,평리2동 까페로더,까페로더,4.19,24,초기값,대구 서구 문화로61길 4,NO INFO,053-573-9988,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '5', '매장이 청결해요': '5', '대화하기 좋아요': '5', '가성비가 좋아요': '4', '음료가 맛있어요': '3', '친절해요': '3', '디저트가 맛있어요': '2', '좌석이 편해요': '1', '인테리어가 멋져요': '1', '주차하기 편해요': '1', '특별한 메뉴가 있어요': '1'}"
56,봉덕1동 테리카페,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
57,원대동 유림커피숍,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
58,원대동 진흥다방,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
59,내당1동 두류댕댕,검색결과 없음,,,,,,,,,,
60,평리4동 또또다방,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
61,봉덕3동 아이비,검색결과 없음,,,,,,,,,,
62,대명11동 현대다방,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
63,대명6동 투데이로스팅커피 대명1호점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
64,비산1동 카페봄봄 팔달점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
65,평리5동 로비로비,로비로비,초기값,11,12,대구 서구 와룡로90길 55 1층,NO INFO,0507-1315-1693,NO INFO,COFFEE & BAR,공사중,리뷰 수 부족
66,평리6동 순풍다방,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
67,평리6동 카페이랑,카페이랑,4.57,255,56,대구 서구 국채보상로48길 6-7,10:30 - 23:00,0507-1312-2099,https://blog.naver.com/erang555,"장소명 : 카페이랑

주소 : 대구 서구 국채보상로48길 6-7

전화번호 : 053-283-2009(대표번호),010-4691-5019

업종 : 수제초콜릿,로스팅 커피전문점, 브런치 카페, 갤러리

주차 8~10대 

연중무휴 

영업시간 09:00~24:00 

지하 소규모 세미나실

빔프로젝트 영화감상 가능(회원제) 

옥상 테라스 운영

카페이랑은 ‘커피에 문화를 타서 마시자’ 라는 슬로건을 걸고 운영하는 스페셜티 핸드드립 카페입니다.
서구청 부근 카페이랑 본점에서는 브런치와 수제초콜릿, 조각케이크, 빙수 등 다양한 메뉴를 접하실 수 있고 옥상테라스와 지하에 소규모 세미나실도 이용 할 수 있습니다. 
중구 남산동 청라언덕역 부근에 위치한 카페이랑 남산점에서는 세계3대 커피와 마이크로랏, 
스페셜티 생두 로스팅을 전문으로 하여 신선한 원두와 핸드드립을 제공하며 커피관련(로스팅,핸드드립,커핑)취미반, 캘리그라피 수업 등 다양한 문화강좌들을 열어 복합문화공간을 만들고자 노력하고 있습니다.

2017년 대구광역시 스타가게로 선정되었고 국제 로스팅 프로페셔널, 국제커피감별사(Q ARABICA GRADER)가 직접 로스팅하여 공급하고 꼼꼼한 핸드픽을 통해 무결점 원두를 고객들에게 대접하고자 항상 노력하고 있습니다. 
또한 자립형 카페 만들기 프로젝트를 운영하여 특색 있는 나만의 카페를 만들고 싶은 분들을 위한 창업컨설팅/인테리어/실무교육/원두공급을 하고 있습니다. 

18세기 영국에서의 초기 카페는 커피 한 잔을 마시며 정치, 경제, 문화, 철학을 논하는 소수들만의 장소였습니다. 프랑스 혁명이 카페라는 공간에서 시작되어 남녀노소 모두 즐길 수 있는 장소가 되었고 현대에는 그저 커피와 음료를 마시며 수다를 떠는 정도의 사랑방 같은 공간으로 바뀌었습니다.
카페이랑이 추구하는 공간은 커피가 중심이 되어 다양한 문화 공간으로서의 역할을 하며
오고가는 사람들이 머물다 가는 터미널이나 역과 같이 삶의 희노애락이 스며들게하며 고단한 자들에겐 휴식과 같은 공간, 행복한 사람들에게는 그 행복이 두 배가 될 수 있도록 노력할 것입니다.

카페이랑은 밭이랑과 당신이랑 나랑, 함께한다는 의미가 담겨있습니다.
밭이랑에 문화의 씨를 뿌려 당신이랑 함께 열매를 거두자는 의미입니다.
이랑과 함께 해보고 싶지 않으세요? 

카페이랑 본점
대구광역시 서구 국채보상로 48길 6-7
서구청 건너편 평리 푸르지오 아파트 301동 앞
053 283 2009
영업시간 09:00~24:00 연중무휴


카페이랑 남산점
대구광역시 중구 달구벌대로 2000-3
지하철 2호선 신남역 8번 출구 옆 골목 10미터
053 256 5019
영업시간 12:00~21:30 일요일,월요일은 19:00까지",공사중,"{'커피가 맛있어요': '66', '친절해요': '48', '대화하기 좋아요': '37', '음료가 맛있어요': '32', '디저트가 맛있어요': '22', '매장이 청결해요': '22', '인테리어가 멋져요': '19', '좌석이 편해요': '17', '특별한 메뉴가 있어요': '17', '집중하기 좋아요': '16', '사진이 잘 나와요': '13', '주차하기 편해요': '9', '화장실이 깨끗해요': '9', '가성비가 좋아요': '8', '뷰가 좋아요': '6'}"
68,대명4동 킹덤와플카페,킹덤와플카페,4.64,54,27,대구 남구 현충로29길 36-2 킹덤와플,10:30 - 21:00,053-655-8200,NO INFO,"안녕하세요 킹덤와플카페예요 
우리아이가 와플을 너무 좋아해 아이들 먹이느라 만들던 와플이예요 늘 청결과 건강을 생각해 항상 신선하고 깨끗하게 만들고 관리하고 있습니다. 내아이가 먹는다는 마음으로 언제나 한결같은 마음으로 정성을 다해 만들겠습니다.찾아주시는 발걸음 항상 감사한 마음 간직하며 맛과 영양으로 보답하겠습니다 매일 매시간 신선한 수제 생크림으로 여러분을 기다립니다. 오늘도 행복한 하루되세요~소중한 리뷰는 킹덤와플의 활력소예요~ 감사합니다^^",공사중,"{'친절해요': '15', '디저트가 맛있어요': '13', '가성비가 좋아요': '10', '커피가 맛있어요': '7', '음료가 맛있어요': '7', '특별한 메뉴가 있어요': '4', '매장이 청결해요': '4', '인테리어가 멋져요': '1', '대화하기 좋아요': '1', '뷰가 좋아요': '1'}"
69,봉덕3동 프렌네,카페 프렌네,초기값,25,21,대구 남구 대덕로30길 34-2 1층,11:00 - 22:00,010-6778-7270,https://www.instagram.com/cafe_perenne,coffee / tee / sandwich / cake / cookie 수제디저트카페 유기농설탕으로만든 청과 수제쨈을 사용합니다!,공사중,"{'친절해요': '13', '커피가 맛있어요': '12', '디저트가 맛있어요': '6', '음료가 맛있어요': '4', '가성비가 좋아요': '4', '매장이 청결해요': '4', '특별한 메뉴가 있어요': '3', '집중하기 좋아요': '3', '인테리어가 멋져요': '2', '화장실이 깨끗해요': '2', '좌석이 편해요': '1'}"
