,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
1419,복현2동 팔공티 영진전문대점,팔공티 영진전문대점,4.68,328,11,대구 북구 복현로 32-1 101호,"08:30 - 22:00
21:40 라스트오더",053-939-9919,http://www.palgongtea.co.kr/,"차 한잔 생각날 땐, 팔공티
오늘 하루 수고한 그대에게
가슴이 따뜻해지는 차 한잔을 선물합니다.

팔공티는 고품질의 차(茶)를 합리적인 가격에 제공하며,
남녀노소 모두에게 사랑받는 티(TEA) 전문 카페 프랜차이즈입니다.",공사중,"{'음료가 맛있어요': '109', '친절해요': '71', '가성비가 좋아요': '69', '차가 맛있어요': '68', '매장이 청결해요': '35', '디저트가 맛있어요': '17', '특별한 메뉴가 있어요': '15', '인테리어가 멋져요': '7', '집중하기 좋아요': '7', '대화하기 좋아요': '7', '뷰가 좋아요': '3', '좌석이 편해요': '2', '사진이 잘 나와요': '2', '주차하기 편해요': '1', '화장실이 깨끗해요': '1'}"
1420,신암5동 트리굿커피 영진전문대점,트리굿커피 영진전문대점,4.81,69,35,대구 북구 복현로 33,08:00 - 21:00,053-955-6454,http://www.threegoodcoffee.com,NO INFO,공사중,"{'커피가 맛있어요': '23', '음료가 맛있어요': '23', '가성비가 좋아요': '23', '친절해요': '18', '디저트가 맛있어요': '17', '매장이 청결해요': '16', '특별한 메뉴가 있어요': '12', '인테리어가 멋져요': '4', '사진이 잘 나와요': '4', '주차하기 편해요': '1', '화장실이 깨끗해요': '1'}"
1421,검단동 영진도서관카페,영진도서관카페,4.5,522,초기값,대구 북구 복현로 35,08:30 - 18:30,053-319-7684,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '225', '친절해요': '106', '가성비가 좋아요': '95', '음료가 맛있어요': '87', '디저트가 맛있어요': '38', '매장이 청결해요': '32', '집중하기 좋아요': '28', '대화하기 좋아요': '26', '좌석이 편해요': '18', '주차하기 편해요': '14', '특별한 메뉴가 있어요': '13', '뷰가 좋아요': '13', '인테리어가 멋져요': '12', '사진이 잘 나와요': '11', '화장실이 깨끗해요': '11'}"
1422,복현2동 모퉁이일곱번째이야기,모퉁이일곱번째이야기,4.55,39,초기값,대구 북구 복현로 50,NO INFO,053-941-0818,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '21', '친절해요': '17', '음료가 맛있어요': '9', '가성비가 좋아요': '7', '특별한 메뉴가 있어요': '4', '디저트가 맛있어요': '3', '주차하기 편해요': '2', '대화하기 좋아요': '2', '매장이 청결해요': '1'}"
1423,복현1동 베이크미요,베이크미요,초기값,12,8,대구 북구 복현로 6 1층 101호,11:00 - 20:00,0507-1378-1884,https://www.instagram.com/bakemiyo/,"늘 화가 난 상전 고양님을 모시며 맛있는 디저트를 만들어요.

단체 주문 / 답례품(결혼, 승진, 시보해제) / 디저트 도시락 / 기업다과,행사 / 선물 예약.주문 가능합니다.
카카오톡 Bake Miyo / 인스타그램 Bake Miyo / 매장문의 주세요~",공사중,"{'디저트가 맛있어요': '12', '친절해요': '9', '특별한 메뉴가 있어요': '6', '커피가 맛있어요': '5', '매장이 청결해요': '5', '음료가 맛있어요': '4', '인테리어가 멋져요': '3', '가성비가 좋아요': '3', '대화하기 좋아요': '3', '사진이 잘 나와요': '2'}"
1424,복현2동 라라카롱,라라카롱,4.77,95,초기값,대구 북구 복현로 72,NO INFO,0507-1351-6609,http://instagram.com/raracaro_on,안녕하세요. 대구광역시 북구 북현동에 위치한 라라카롱 입니다.,공사중,"{'디저트가 맛있어요': '35', '친절해요': '15', '매장이 청결해요': '10', '가성비가 좋아요': '8', '특별한 메뉴가 있어요': '4', '커피가 맛있어요': '3', '인테리어가 멋져요': '2', '대화하기 좋아요': '1'}"
1425,복현2동 루머팡 복현점,루머팡 복현점,4.42,108,초기값,대구 북구 복현로 80-1,10:00 - 22:00,053-939-9079,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '35', '음료가 맛있어요': '30', '가성비가 좋아요': '19', '친절해요': '18', '대화하기 좋아요': '15', '특별한 메뉴가 있어요': '11', '매장이 청결해요': '10', '디저트가 맛있어요': '8', '좌석이 편해요': '7', '집중하기 좋아요': '2', '뷰가 좋아요': '2', '차분한 분위기에요': '1', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1', '화장실이 깨끗해요': '1'}"
1426,복현2동 위치커피 대구복현행복점,위치커피 대구복현행복점,4.81,104,초기값,대구 북구 복현로36길 6,09:00 - 21:00,0507-1493-7835,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '40', '친절해요': '29', '음료가 맛있어요': '22', '매장이 청결해요': '19', '주차하기 편해요': '15'}"
1427,지저동 스테이블모먼트 반석점,스테이블모먼트 반석점,초기값,2157,607,대구 북구 복현로8길 19-36 스테이블 모먼트,10:00 - 22:30,0507-1498-8002,https://www.instagram.com/stable_moment01/,도심 속 힐링뷰를 자랑하는 스테이블 모먼트입니 다. 당일 생산하고 당일 폐기하는 신선하고 맛있 는 베이커리와 스페셜티 원두를 사용하는 ...,공사중,"{'뷰가 좋아요': '731', '빵이 맛있어요': '624', '커피가 맛있어요': '608', '인테리어가 멋져요': '339', '음료가 맛있어요': '300', '좌석이 편해요': '184', '디저트가 맛있어요': '184', '주차하기 편해요': '168', '사진이 잘 나와요': '168', '친절해요': '164', '매장이 청결해요': '158', '대화하기 좋아요': '154', '특별한 메뉴가 있어요': '112', '화장실이 깨끗해요': '65', '가성비가 좋아요': '44', '집중하기 좋아요': '37', '매장이 넓어요': '4'}"
1428,산격1동 설렘 경북대점,설렘카페 경북대점,4.24,34,초기값,대구 북구 산격로 40-1,NO INFO,053-939-6625,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '6', '디저트가 맛있어요': '5', '음료가 맛있어요': '5', '친절해요': '3', '가성비가 좋아요': '2', '특별한 메뉴가 있어요': '1'}"
1429,산격1동 청솔로9 경북대점,청솔로9 경북대점,5,16,초기값,대구 북구 산격로 57-2 1층,NO INFO,053-939-9677,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '7', '디저트가 맛있어요': '2', '특별한 메뉴가 있어요': '2', '음료가 맛있어요': '1'}"
1430,산격4동 디저트39 대구경북대점,디저트39 대구경북대점,초기값,142,11,대구 북구 산격로6길 18,10:00 - 23:00,053-267-3939,NO INFO,NO INFO,공사중,"{'디저트가 맛있어요': '57', '음료가 맛있어요': '54', '매장이 청결해요': '47', '친절해요': '41', '인테리어가 멋져요': '34', '가성비가 좋아요': '31', '좌석이 편해요': '29', '커피가 맛있어요': '26', '대화하기 좋아요': '24', '집중하기 좋아요': '19', '화장실이 깨끗해요': '19', '특별한 메뉴가 있어요': '12', '사진이 잘 나와요': '11', '뷰가 좋아요': '10', '주차하기 편해요': '2'}"
1431,산격3동 헬리빈커피 경대북문점,헬리빈커피 경대북문점,초기값,258,9,대구 북구 산격로6길 2 헬리빈 커피,09:00 - 23:30,0507-1376-8776,NO INFO,진한 커피와 부드러운 생크림 와플의 조화를 합리적인 가격으로 느낄 수 있는 그 곳! 바로 헬리빈 경대북문점입니다~^^,공사중,"{'커피가 맛있어요': '140', '가성비가 좋아요': '99', '친절해요': '76', '디저트가 맛있어요': '51'}"
1432,산격4동 팔공티 경북대북문점,팔공티 경북대북문점,4.63,362,18,대구 북구 산격로6길 29-2 1층,11:00 - 22:00,070-4799-8080,http://www.palgongtea.co.kr/,"차 한잔 생각날 땐, 팔공티
오늘 하루 수고한 그대에게
가슴이 따뜻해지는 차 한잔을 선물합니다.

팔공티는 고품질의 차(茶)를 합리적인 가격에 제공하며,
남녀노소 모두에게 사랑받는 티(TEA) 전문 카페 프랜차이즈입니다.",공사중,"{'음료가 맛있어요': '73', '가성비가 좋아요': '55', '차가 맛있어요': '46', '친절해요': '41', '매장이 청결해요': '16', '디저트가 맛있어요': '13', '특별한 메뉴가 있어요': '10', '대화하기 좋아요': '8', '좌석이 편해요': '5', '인테리어가 멋져요': '4', '집중하기 좋아요': '3', '화장실이 깨끗해요': '3', '주차하기 편해요': '2', '사진이 잘 나와요': '1', '뷰가 좋아요': '1'}"
1433,산격4동 어썸주스,어썸주스 산격점,초기값,46,5,대구 북구 산격로서9길 17-6 2층,10:00 - 22:30,0504-2015-5210,https://www.instagram.com/awesome_juice_sk,"생과일주스&커피&디저트카페
100프로 생과일만을 사용해서 만드는 주스
매일 직접 만드는 수제 생크림과반죽을 사용하는 어썸주스
생과일로 만드는 어썸의 시그니처메뉴 겉바속촉 탕후루
생과일와플&크로플&붕어빵&군고구마
다양한 먹거리가 있는 썸타는 어썸에서 봐요",공사중,"{'친절해요': '14', '음료가 맛있어요': '12', '가성비가 좋아요': '12', '매장이 청결해요': '12'}"
1434,무태조야동 보보스,보보스,4.41,94,초기값,대구 북구 서변로 105-1,10:00 - 22:00,053-954-6500,NO INFO,NO INFO,공사중,"{'친절해요': '14', '커피가 맛있어요': '12', '디저트가 맛있어요': '7', '매장이 청결해요': '6', '좌석이 편해요': '5', '음료가 맛있어요': '5', '인테리어가 멋져요': '5', '가성비가 좋아요': '3', '화장실이 깨끗해요': '3', '특별한 메뉴가 있어요': '2', '대화하기 좋아요': '2', '주차하기 편해요': '1', '사진이 잘 나와요': '1', '집중하기 좋아요': '1'}"
1435,무태조야동 더벤티 대구동서변점,더벤티 대구동서변점,초기값,140,3,대구 북구 서변로 55-1 1층,08:00 - 22:00,053-942-2894,http://theventi.co.kr/,*매장 운영 시간 및 휴무일은 매장 별로 상이합니다. *위 메뉴 금액은 Take out 구매 기준입니다.,공사중,"{'커피가 맛있어요': '62', '가성비가 좋아요': '43', '친절해요': '39', '음료가 맛있어요': '36', '매장이 청결해요': '19', '디저트가 맛있어요': '12', '특별한 메뉴가 있어요': '12', '대화하기 좋아요': '7', '인테리어가 멋져요': '5', '좌석이 편해요': '3', '집중하기 좋아요': '3', '주차하기 편해요': '1', '사진이 잘 나와요': '1'}"
1436,무태조야동 링넛카페,링넛,4.39,60,초기값,대구 북구 서변로9길 3 1층,08:30 - 22:00,053-939-2829,http://ringnut.modoo.at,"서변동 최고 인기카페 링넛입니다.
맛최고! 착한가격! 사이즈up!

시즌마다 새로운 음료를 개발하고 있습니다.

더치커피, 수제청, 커피콩빵, 손수 팥을 끓여만든 우유빙수 등 직접 만든 메뉴들을 판매하고 있습니다.

가게 내부는 일반 커피전문점으로 실내 편안한 좌석과 테라스가 있습니다.

단체 답례품 주문 053)939-2829",공사중,"{'커피가 맛있어요': '20', '친절해요': '18', '음료가 맛있어요': '15', '가성비가 좋아요': '12', '매장이 청결해요': '8', '디저트가 맛있어요': '6', '특별한 메뉴가 있어요': '5', '대화하기 좋아요': '4', '인테리어가 멋져요': '2', '사진이 잘 나와요': '1', '집중하기 좋아요': '1'}"
1437,침산1동 할리스 대구침산점,할리스 대구침산점,4.5,297,15,대구 북구 성북로 36 2층,09:00 - 21:00,053-353-5412,http://www.hollys.co.kr/,"다양한 토양과 기후에서 자란 커피 원두는 그 속에 각기 다른 맛과 향의 비밀을 숨기고 있습니다.
생두를 로스팅하여 에스프레소를 만드는 과정은 단순하고 평범해 보이지만, 사실은 로스팅과 추출법 등의 미묘하고 작은 차이가
커피 맛을 변화시킵니다.

원두에 숨겨진 이러한 커피의 비밀을 하나 하나 밝혀가면서 많은 사람들이 커피와 함께 소중한 순간을 즐기도록 해주는 것이
바로 할리스가 추구하는 [커피의 즐거움]입니다.

오늘도 할리스는 전세계의 커피 산지를 연구하고, 원두 본연의 맛을 살리기 위한 수많은 블랜딩을 개발하는 등 다양한
노력을 지속하고 있습니다. 커피가 주는 아름다움을 보다 많은 고객들이 즐길 수 있도록, 매 순간 의미 있는 작은 차이를
만들어가는 할리스가 되겠습니다.",공사중,"{'커피가 맛있어요': '91', '친절해요': '36', '좌석이 편해요': '35', '매장이 청결해요': '30', '대화하기 좋아요': '30', '디저트가 맛있어요': '29', '음료가 맛있어요': '29', '주차하기 편해요': '12', '집중하기 좋아요': '12', '화장실이 깨끗해요': '10', '뷰가 좋아요': '9', '인테리어가 멋져요': '8', '사진이 잘 나와요': '6', '가성비가 좋아요': '5', '특별한 메뉴가 있어요': '5'}"
1438,침산2동 그란디스,그란디스,초기값,41,5,대구 북구 성북로 62 가동 1층 103호,08:30 - 19:00,0507-1423-2361,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '14', '친절해요': '13', '가성비가 좋아요': '7', '대화하기 좋아요': '7', '음료가 맛있어요': '4', '인테리어가 멋져요': '4', '매장이 청결해요': '4', '디저트가 맛있어요': '3', '좌석이 편해요': '2', '화장실이 깨끗해요': '2', '주차하기 편해요': '1', '특별한 메뉴가 있어요': '1'}"
1439,침산3동 도너츠윤 대구직영점,도너츠윤 대구직영점,초기값,166,75,대구 북구 성북로 64 1층,NO INFO,0507-1370-4344,NO INFO,"100% 국내산 찹쌀을 사용
숙성된 도너츠반죽을 이용해 최상의맛을 제공

당일생산 당일판매 원칙준수",공사중,"{'디저트가 맛있어요': '102', '친절해요': '53', '매장이 청결해요': '46', '특별한 메뉴가 있어요': '44', '커피가 맛있어요': '24', '인테리어가 멋져요': '20', '가성비가 좋아요': '19', '대화하기 좋아요': '12', '좌석이 편해요': '9', '음료가 맛있어요': '8', '사진이 잘 나와요': '7', '주차하기 편해요': '3', '포장이 깔끔해요': '2', '집중하기 좋아요': '2', '화장실이 깨끗해요': '2', '빵이 맛있어요': '1', '음식이 맛있어요': '1', '재료가 신선해요': '1', '선물하기 좋아요': '1'}"
1440,침산2동 티앤오,티앤오 T.N.O COFFEE,4.56,82,32,대구 북구 성북로 70 상가동 109호 T.N.O COFFEE,11:00 - 20:00,0507-1354-8761,http://instagram.com/t.n.o_coffee,"T.N.O
COFFEE & COOKIE
쿠키 ( 14가지 맛 ) 미니케이크( 주문 )

( 애견동반 가능 )
애견카페가 아닌 동반카페 입니다.
반려견과는 의자 및 쿠션에서 함께 같이 시간을 보내주세요. : )",공사중,"{'디저트가 맛있어요': '36', '친절해요': '35', '커피가 맛있어요': '26', '음료가 맛있어요': '17', '인테리어가 멋져요': '17'}"
1441,침산1동 설래당,설래당,4.8,218,38,대구 북구 성북로1길 3-3,NO INFO,0507-1391-0812,https://blog.naver.com/cafesrd,"- 침산동 오봉폭포 옆 조용한 골목안에 위치.
- 편안한 쇼파 좌석과 밝은 조명.
- 신선한 아라비카원두만 사용.
 ( 로스팅 후 10일 지난 원두는 전량 폐기)
- 자연 그대로의 재료를 지향.
- 인공 식품첨가물은 지양.
- 부부가 직접 시공한 인테리어.",공사중,"{'친절해요': '47', '커피가 맛있어요': '44', '음료가 맛있어요': '23', '좌석이 편해요': '21', '매장이 청결해요': '20'}"
1442,산격1동 소응접실,소응접실,4.49,193,319,대구 북구 성북로9길 25-1 무림제지 가기전 쌍용예가 105동 건너편 입니다,10:00 - 21:00,010-2664-2463,http://instagram.com/cafe___alsr/,"매일 가게옆 작업실에서 100%동물성생크림과 최고의 재료로 케익과 디저트를 만들고 직접 썰고 까서 담은 수제청으로 과일티를 제공합니다
아침마다 구워지는 스콘과 휘낭시에 마들렌등은 100%아라비카 원두로만 직접 블렌딩한 원두로 내린 부드러운 커피와 환상적인 조화를 선사합니다
공간은 작지만 편안하고 행복한 시간을 보내실수 있도록 최선을 다하겠습니다",공사중,"{'디저트가 맛있어요': '53', '커피가 맛있어요': '51', '친절해요': '42', '음료가 맛있어요': '33', '인테리어가 멋져요': '32'}"
1443,침산1동 레스트온선데이,레스트온 선데이,초기값,42,10,대구 북구 성북로9길 5 1층 레스트온 선데이,"09:00 - 21:00
20:50 라스트오더",010-8427-0224,NO INFO,"안녕하세요 침산동의 디저트카페 레스트 온 선데 이 입니다 우리동네, 내 집 근처의 편안한 디저트 카페가 되겠습니다. 감사합니다.",공사중,"{'커피가 맛있어요': '19', '디저트가 맛있어요': '17', '친절해요': '17', '가성비가 좋아요': '14'}"
1444,신암2동 카페봄봄 대현점,카페봄봄 대현점,4.36,249,초기값,대구 북구 신암로 103,NO INFO,053-939-9397,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '53', '음료가 맛있어요': '47', '가성비가 좋아요': '43', '친절해요': '27', '디저트가 맛있어요': '6', '특별한 메뉴가 있어요': '5', '매장이 청결해요': '3', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1', '집중하기 좋아요': '1', '대화하기 좋아요': '1', '뷰가 좋아요': '1'}"
1445,신암2동 이디야커피 대구신암로점,이디야커피 대구신암로점,4.56,523,8,대구 북구 신암로 111 강남메디컬타워 1층 이디야커피(신암로점),"09:00 - 22:00
21:30 라스트오더",053-955-2223,http://www.ediya.com/,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.",공사중,"{'커피가 맛있어요': '108', '친절해요': '64', '음료가 맛있어요': '57', '가성비가 좋아요': '37', '매장이 청결해요': '35', '대화하기 좋아요': '27', '디저트가 맛있어요': '25', '좌석이 편해요': '20', '집중하기 좋아요': '11', '특별한 메뉴가 있어요': '10', '인테리어가 멋져요': '8', '화장실이 깨끗해요': '7', '주차하기 편해요': '5', '사진이 잘 나와요': '3', '뷰가 좋아요': '2'}"
1446,신암2동 머머커피,머머커피,초기값,129,9,대구 북구 신암로 51 머머커피,09:00 - 01:00,053-941-3322,NO INFO,대구에서 커피 참 잘하는 집 머머커피,공사중,"{'커피가 맛있어요': '49', '매장이 청결해요': '45', '친절해요': '43', '좌석이 편해요': '36', '음료가 맛있어요': '35', '뷰가 좋아요': '30', '주차하기 편해요': '29', '대화하기 좋아요': '27', '집중하기 좋아요': '20', '인테리어가 멋져요': '17', '디저트가 맛있어요': '16', '화장실이 깨끗해요': '11', '가성비가 좋아요': '10', '특별한 메뉴가 있어요': '6', '사진이 잘 나와요': '5', '매장이 넓어요': '1'}"
1447,칠성동 카페엘림,카페엘림,초기값,108,7,대구 북구 신천동로 664,09:30 - 17:00,053-954-3786,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '57', '가성비가 좋아요': '41', '음료가 맛있어요': '34', '친절해요': '32'}"
1448,무태조야동 요거프레소 대구연경점,요거프레소 대구연경점,4.62,310,20,대구 북구 연경중앙로 10,10:00 - 22:00,053-985-7895,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '36', '음료가 맛있어요': '27', '디저트가 맛있어요': '26', '친절해요': '22', '매장이 청결해요': '22', '대화하기 좋아요': '18', '가성비가 좋아요': '13', '특별한 메뉴가 있어요': '13', '인테리어가 멋져요': '11', '좌석이 편해요': '10', '주차하기 편해요': '9', '화장실이 깨끗해요': '7', '사진이 잘 나와요': '3', '뷰가 좋아요': '3', '집중하기 좋아요': '2'}"
1449,무태조야동 더리터 연경지구점,더리터 연경지구점,초기값,119,5,대구 북구 연경중앙로 4,07:50 - 22:00,0507-872-3838,http://bit.ly/3ZNs0cq,NO INFO,공사중,"{'커피가 맛있어요': '51', '가성비가 좋아요': '35', '음료가 맛있어요': '29', '친절해요': '28', '매장이 청결해요': '10', '디저트가 맛있어요': '5', '주차하기 편해요': '4', '화장실이 깨끗해요': '3', '좌석이 편해요': '2', '인테리어가 멋져요': '2', '사진이 잘 나와요': '1'}"
1450,무태조야동 카페봄봄 연경점,카페봄봄 연경점,4.21,197,초기값,대구 북구 연경중앙로 4,09:00 - 22:00,053-982-9686,http://www.cafebombom.co.kr/,NO INFO,공사중,"{'커피가 맛있어요': '44', '가성비가 좋아요': '38', '친절해요': '31', '음료가 맛있어요': '28', '매장이 청결해요': '13'}"
1451,무태조야동 탑리터 연경점,탑리터 연경점,4.63,163,17,대구 북구 연경중앙로 8,NO INFO,0507-1438-1499,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '62', '가성비가 좋아요': '61', '음료가 맛있어요': '39', '친절해요': '35', '디저트가 맛있어요': '17'}"
1452,무태조야동 위트커피 연경점,위트커피 연경점,4.9,49,초기값,대구 북구 연경중앙로11길 33 상가동 1층 102호,09:00 - 19:00,0507-1438-7889,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '15', '음료가 맛있어요': '13', '디저트가 맛있어요': '12', '친절해요': '12', '가성비가 좋아요': '3', '매장이 청결해요': '3', '인테리어가 멋져요': '2', '대화하기 좋아요': '2', '좌석이 편해요': '1', '특별한 메뉴가 있어요': '1', '집중하기 좋아요': '1'}"
1453,무태조야동 수에르떼,수에르떼,초기값,155,24,대구 북구 연경중앙로2길 24 (연경동)1층,10:00 - 21:00,010-5349-9593,NO INFO,NO INFO,공사중,"{'디저트가 맛있어요': '104', '커피가 맛있어요': '91', '친절해요': '72', '뷰가 좋아요': '53', '매장이 청결해요': '35', '음료가 맛있어요': '33', '특별한 메뉴가 있어요': '23', '대화하기 좋아요': '16', '인테리어가 멋져요': '15', '가성비가 좋아요': '12', '주차하기 편해요': '7', '사진이 잘 나와요': '7', '좌석이 편해요': '4', '집중하기 좋아요': '4', '화장실이 깨끗해요': '3', '차분한 분위기에요': '1'}"
1454,무태조야동 하삼동커피 연경중앙점,하삼동커피 연경중앙점,초기값,83,3,대구 북구 연경중앙로3길 21 1층 109호,"09:00 - 22:00
21:40 라스트오더",0507-1354-2001,NO INFO,백조예미지 아파트 정문 앞에 위치한 하삼동커피 <연경중앙점> 입니다 :D,공사중,"{'커피가 맛있어요': '41', '친절해요': '39', '음료가 맛있어요': '31', '가성비가 좋아요': '29'}"
