,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
166,남산1동 카페마시로,카페마시로,4.66,210,29,대구 남구 중앙대로49길 25,08:00 - 22:00,053-657-7757,NO INFO,차칸가격과 맛 그리고.. 편안한 분위기의 masiro coffee,공사중,"{'커피가 맛있어요': '67', '친절해요': '58', '가성비가 좋아요': '52', '음료가 맛있어요': '49', '매장이 청결해요': '35', '인테리어가 멋져요': '29', '좌석이 편해요': '16', '디저트가 맛있어요': '15', '화장실이 깨끗해요': '11', '대화하기 좋아요': '10', '특별한 메뉴가 있어요': '7', '사진이 잘 나와요': '5', '차분한 분위기에요': '1', '주차하기 편해요': '1', '집중하기 좋아요': '1'}"
167,남산1동 공차 경북예고점,공차 경북예고점,4.54,728,15,대구 남구 중앙대로49길 26 1층 공차 경북예고점,10:00 - 23:00,070-7677-1230,NO INFO,365일 언제나 학생 500원 할인행사 합니다(중복할인 및 터칭적립 불가),공사중,"{'음료가 맛있어요': '210', '차가 맛있어요': '109', '친절해요': '99', '매장이 청결해요': '43', '디저트가 맛있어요': '27', '가성비가 좋아요': '25', '대화하기 좋아요': '25', '좌석이 편해요': '24', '특별한 메뉴가 있어요': '24', '집중하기 좋아요': '14', '인테리어가 멋져요': '9', '화장실이 깨끗해요': '7', '주차하기 편해요': '4', '뷰가 좋아요': '4', '사진이 잘 나와요': '2', '음식이 맛있어요': '1'}"
168,대명2동 카메라타카페,카메라타카페,초기값,26,7,대구 남구 중앙대로49길 4 2층,"08:00 - 23:00
22:30 라스트오더",010-5882-9349,https://www.instagram.com/camerata_cafe,100%수제 홈메이드 디저트 전문점입니다,공사중,"{'디저트가 맛있어요': '16', '인테리어가 멋져요': '12', '친절해요': '12', '커피가 맛있어요': '8', '음료가 맛있어요': '8', '뷰가 좋아요': '8', '사진이 잘 나와요': '6', '매장이 청결해요': '6', '대화하기 좋아요': '6', '가성비가 좋아요': '5', '좌석이 편해요': '3', '집중하기 좋아요': '3', '특별한 메뉴가 있어요': '2', '화장실이 깨끗해요': '2'}"
169,남산3동 큐케이,큐케이,초기값,386,121,대구 남구 중앙대로49길 54,"11:30 - 21:00
20:30 라스트오더",053-794-0003,https://www.instagram.com/qk___official,일본 츠지 제과학교 출신의 오너파티쉐가 매일 엄선된 재료로 프리미엄 디저트를 만듭니다,공사중,"{'디저트가 맛있어요': '300', '커피가 맛있어요': '133', '친절해요': '128', '특별한 메뉴가 있어요': '113', '음료가 맛있어요': '105', '매장이 청결해요': '91', '가성비가 좋아요': '60', '인테리어가 멋져요': '54', '대화하기 좋아요': '36', '사진이 잘 나와요': '27', '화장실이 깨끗해요': '9', '뷰가 좋아요': '8', '집중하기 좋아요': '7', '좌석이 편해요': '5', '주차하기 편해요': '4', '선물하기 좋아요': '1'}"
170,대명2동 시애틀의 잠못이루는밤,슬립리스인시애틀 경북예고점,4.62,138,10,대구 남구 중앙대로49길 8 한일신용,09:00 - 23:00,053-652-5277,http://www.siscoffee.com/,NO INFO,공사중,"{'커피가 맛있어요': '25', '친절해요': '15', '대화하기 좋아요': '14', '좌석이 편해요': '12', '집중하기 좋아요': '11', '디저트가 맛있어요': '8', '가성비가 좋아요': '8', '매장이 청결해요': '8', '음료가 맛있어요': '7', '인테리어가 멋져요': '6', '화장실이 깨끗해요': '5', '사진이 잘 나와요': '2', '특별한 메뉴가 있어요': '2', '뷰가 좋아요': '1'}"
171,남산3동 그저모이기,그저모이기,4.52,264,99,대구 남구 중앙대로51길 26 1층,11:00 - 23:00,0507-1365-5179,NO INFO,"유럽의 가정집을 연상케 하는 카페로 편안하고 아늑한 분위기에서 음료를 즐길 수 있다. 다양한 종류의 음료가 준비되어 있으며, 디저트 ...",공사중,"{'커피가 맛있어요': '86', '친절해요': '48', '디저트가 맛있어요': '44', '음료가 맛있어요': '39', '대화하기 좋아요': '38', '인테리어가 멋져요': '27', '집중하기 좋아요': '21', '주차하기 편해요': '19', '가성비가 좋아요': '18', '매장이 청결해요': '18', '좌석이 편해요': '14', '화장실이 깨끗해요': '9', '특별한 메뉴가 있어요': '5', '사진이 잘 나와요': '4', '뷰가 좋아요': '2'}"
172,남산1동 커피다라,커피다라,4.54,161,27,대구 남구 중앙대로51길 33 커피다라,11:00 - 23:00,0507-1418-5559,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '38', '음료가 맛있어요': '25', '친절해요': '20', '매장이 청결해요': '15', '인테리어가 멋져요': '12', '대화하기 좋아요': '11', '가성비가 좋아요': '8', '디저트가 맛있어요': '6', '좌석이 편해요': '4', '사진이 잘 나와요': '4', '특별한 메뉴가 있어요': '3', '집중하기 좋아요': '2', '화장실이 깨끗해요': '2', '뷰가 좋아요': '2'}"
173,남산3동 헤이트먼데이,헤이트먼데이,4.72,455,131,대구 남구 중앙대로51길 37-2,"10:00 - 23:00
22:30 라스트오더",0507-1347-5222,http://instagram.com/cafe.hatemonday_myeongdeok,월요일이 싫은 현대인들의 여유로운 공간.,공사중,"{'커피가 맛있어요': '138', '디저트가 맛있어요': '113', '음료가 맛있어요': '97', '인테리어가 멋져요': '86', '매장이 청결해요': '71', '친절해요': '66', '대화하기 좋아요': '53', '특별한 메뉴가 있어요': '37', '좌석이 편해요': '31', '사진이 잘 나와요': '29', '가성비가 좋아요': '29', '집중하기 좋아요': '19', '뷰가 좋아요': '7', '화장실이 깨끗해요': '5', '빵이 맛있어요': '1', '음식이 맛있어요': '1', '주차하기 편해요': '1'}"
174,대명2동 앵커커피컴퍼니,앵커커피컴퍼니,4.64,50,76,대구 남구 중앙대로51길 60 1층,08:30 - 18:30,070-8732-2000,https://instagram.com/anchorcoffee.co?igshid=9p8adzwcn36m,NO INFO,공사중,"{'커피가 맛있어요': '15', '음료가 맛있어요': '6', '매장이 청결해요': '6', '디저트가 맛있어요': '3', '인테리어가 멋져요': '3'}"
175,남산4동 넬스커피,넬스커피,4.7,260,246,대구 남구 중앙대로51길 89-1 1층 넬스커피,10:00 - 22:00,053-269-1600,https://nelscoffee.modoo.at,직접 볶은 신선한 원두와 모던한 분위기에서 편안하게 커피를 드시고 갔으면 좋겠습니다.,공사중,"{'커피가 맛있어요': '60', '인테리어가 멋져요': '45', '음료가 맛있어요': '35', '친절해요': '28', '디저트가 맛있어요': '27', '좌석이 편해요': '22', '매장이 청결해요': '22', '대화하기 좋아요': '22', '집중하기 좋아요': '9', '사진이 잘 나와요': '8', '특별한 메뉴가 있어요': '7', '뷰가 좋아요': '5', '가성비가 좋아요': '4', '화장실이 깨끗해요': '3', '주차하기 편해요': '1', '오래 머무르기 좋아요': '1'}"
176,남산3동 꾸덕꾸,꾸덕꾸,초기값,20,8,대구 남구 중앙대로51길 91-2,10:00 - 22:00,0507-1432-4014,NO INFO,"*꾸덕꾸 그릭요거트는 1A등급 원유와 100%유산균을 발효시켜 매장에서 직접 만드는 수제 그릭 요거트입니다
*과일콩포트와 그래놀라는 시판용 제품이아닌 매장에서 '100%수제'로 만들고있으며 일부 과일을 제외한 여러 과일들은 매일 아침 새벽시장에서 공수해온 신선한 과일을 이용하여 만들고 있습니다 안심하고 맛있게 즐겨주세요
*단체주문 조율 가능하니 2일전 연락부탁드립니다 !",공사중,"{'친절해요': '16', '디저트가 맛있어요': '13', '매장이 청결해요': '12', '특별한 메뉴가 있어요': '10', '인테리어가 멋져요': '6', '사진이 잘 나와요': '6', '좌석이 편해요': '5', '가성비가 좋아요': '2', '대화하기 좋아요': '2', '커피가 맛있어요': '1', '음료가 맛있어요': '1'}"
177,대명9동 이나커피,대구앞산카페 이나커피,4.83,978,193,대구 남구 큰골5길 17 1층,정기휴무 (매주 목요일),1833-3564,https://www.instagram.com/inacoffee_roaster,"대구 앞산 카페 거리의 인테리어가 예쁜 작은 감성 카페 이나커피 입니다.

100% 직접 로스팅한 원두
12년차 바리스타심사위원의 드립커피,
매일아침 굽는 디저트는 정성을 늘 1순위로 생각합니다.

리얼땅콩을 갈아 만드는 시그니처 커피 이나라떼와
제철 단호박을 듬뿍 넣고 구운 단호박 파이는
오랜 시간 사랑 받아온 메뉴입니다.

이나라떼(피넛크림) - 진짜 땅콩을 갈아만든 꼬소달콤한 크림 시그니쳐
단호박파이 - 3년간 판매1위 수제단호박",공사중,"{'커피가 맛있어요': '594', '디저트가 맛있어요': '526', '인테리어가 멋져요': '396', '친절해요': '378', '매장이 청결해요': '261'}"
178,대명9동 코지모먼트,코지모먼트,초기값,285,56,대구 남구 큰골5길 25,NO INFO,0507-1354-2658,http://pf.kakao.com/_xccxoexj/chat,"-100% 동물성생크림, 끼리크림치즈, 깔리바우트커버춰 등 최상급 재료만을 사용하며, 모든 디저트는 매장에서 직접 수제로 만들어요.
-모든 조각케이크 홀케이크 주문 가능합니다.
-디저트 라인업이 매일매일 조금씩 바뀌어요. 정확한 당일 라인업은 인스타그램 게시물을 참고하시거나 전화문의 주세요 :)
-주차는 매장 양 옆으로 2대 가능, 매장 근처 공용주차장 이용하시면 됩니다.",공사중,"{'디저트가 맛있어요': '225', '친절해요': '152', '매장이 청결해요': '113', '커피가 맛있어요': '111', '음료가 맛있어요': '102', '인테리어가 멋져요': '87', '특별한 메뉴가 있어요': '65', '대화하기 좋아요': '53', '사진이 잘 나와요': '37', '가성비가 좋아요': '29', '좌석이 편해요': '28', '화장실이 깨끗해요': '25', '집중하기 좋아요': '14', '주차하기 편해요': '4'}"
179,대명9동 허니잘,허니잘,4.89,38,21,대구 남구 큰골6길 9 2층,정기휴무 (매주 목요일),0507-1410-8831,http://instagram.com/honeyjar_coffee,"앞산 아래 조용한 카페 허니잘입니다
다양한 꿀메뉴와 함께
자유드로잉도 가능합니다.

1층 <캔들공방>
 - 홈공방으로 현재 예약제로 운영중입니다.
 최대예약인원은 4명입니다.

2층 <카페>
- 입구는 외부계단으로 올라오시면 됩니다.

주차공간 - 1층에 3대~4대 정도 가능합니다.",공사중,"{'디저트가 맛있어요': '11', '음료가 맛있어요': '9', '인테리어가 멋져요': '9', '사진이 잘 나와요': '8', '친절해요': '7', '커피가 맛있어요': '6', '매장이 청결해요': '6', '특별한 메뉴가 있어요': '4', '좌석이 편해요': '3', '집중하기 좋아요': '3', '대화하기 좋아요': '3', '주차하기 편해요': '2', '가성비가 좋아요': '1', '화장실이 깨끗해요': '1', '뷰가 좋아요': '1'}"
180,대명5동 이디야커피 대구대명동점,이디야 대구대명동점,4.58,561,22,대구 남구 현충로 107,09:30 - 22:30,053-247-0005,http://www.ediya.com/,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.",공사중,"{'커피가 맛있어요': '127', '친절해요': '79', '음료가 맛있어요': '72', '가성비가 좋아요': '60', '집중하기 좋아요': '47', '매장이 청결해요': '44', '좌석이 편해요': '43', '대화하기 좋아요': '36', '디저트가 맛있어요': '26', '화장실이 깨끗해요': '16', '인테리어가 멋져요': '13', '특별한 메뉴가 있어요': '4', '주차하기 편해요': '3', '사진이 잘 나와요': '3', '뷰가 좋아요': '2'}"
181,대명4동 구공카페,구공카페,4.54,102,초기값,대구 남구 현충로 145,09:00 - 21:00,0507-1394-3060,NO INFO,저렴한가격과우수한로스팅으로인해최고의맛을자랑하는구공카페입니다,공사중,"{'커피가 맛있어요': '26', '가성비가 좋아요': '24', '친절해요': '18', '음료가 맛있어요': '7', '좌석이 편해요': '2', '매장이 청결해요': '2', '집중하기 좋아요': '1', '대화하기 좋아요': '1', '화장실이 깨끗해요': '1'}"
182,남산3동 설빙 대구대명점,설빙 대구대명점,초기값,326,7,대구 남구 현충로 262,"11:00 - 24:00
23:30 라스트오더",053-622-5200,NO INFO,"맛있는 설빙, 디저트, 커피를 판매합니다!",공사중,"{'디저트가 맛있어요': '167', '친절해요': '68', '매장이 청결해요': '67', '특별한 메뉴가 있어요': '45', '대화하기 좋아요': '43', '커피가 맛있어요': '37', '좌석이 편해요': '37', '음료가 맛있어요': '37', '가성비가 좋아요': '25', '인테리어가 멋져요': '15', '화장실이 깨끗해요': '11', '집중하기 좋아요': '5', '사진이 잘 나와요': '4', '주차하기 편해요': '3'}"
183,대명3동 더벤티 대명계대점,더벤티 대명계대점,초기값,358,5,대구 남구 현충로 262 1층,08:30 - 22:00,053-657-2021,http://theventi.co.kr/,*매장 운영 시간 및 휴무일은 매장 별로 상이합니다. *위 메뉴 금액은 Take out 구매 기준입니다.,공사중,"{'커피가 맛있어요': '154', '가성비가 좋아요': '131', '친절해요': '108', '음료가 맛있어요': '103', '디저트가 맛있어요': '33', '매장이 청결해요': '29', '특별한 메뉴가 있어요': '15', '좌석이 편해요': '9', '사진이 잘 나와요': '7', '대화하기 좋아요': '5', '인테리어가 멋져요': '3', '주차하기 편해요': '3', '뷰가 좋아요': '3', '집중하기 좋아요': '2'}"
184,대명1동 설빙 앞산점,설빙 대구앞산점,4.42,1221,108,대구 남구 현충로 43-2,11:00 - 22:00,053-623-8955,NO INFO,NO INFO,공사중,"{'디저트가 맛있어요': '347', '친절해요': '120', '커피가 맛있어요': '116', '음료가 맛있어요': '103', '특별한 메뉴가 있어요': '100', '매장이 청결해요': '91', '대화하기 좋아요': '82', '주차하기 편해요': '67', '좌석이 편해요': '46', '인테리어가 멋져요': '46', '가성비가 좋아요': '44', '화장실이 깨끗해요': '20', '뷰가 좋아요': '17', '집중하기 좋아요': '10', '사진이 잘 나와요': '9', '매장이 넓어요': '2', '포장이 깔끔해요': '1', '오래 머무르기 좋아요': '1', '종류가 다양해요': '1'}"
185,대명1동 백금당,백금당 대구앞산점,4.47,286,316,대구 남구 현충로 48,NO INFO,0507-1440-0809,https://www.baekgeumdang.com/,[ 앞산카페 백금당 ] 2016년 오픈한 카페 백금당 의 본점 _ 앞산카페거리에 위치한 대구 앞산본점 입니다. 메뉴를 매장에서 직접 만들어 제...,공사중,"{'디저트가 맛있어요': '76', '커피가 맛있어요': '74', '친절해요': '74', '음료가 맛있어요': '55', '인테리어가 멋져요': '52', '특별한 메뉴가 있어요': '45', '매장이 청결해요': '24', '대화하기 좋아요': '24', '사진이 잘 나와요': '22', '좌석이 편해요': '16', '가성비가 좋아요': '8', '집중하기 좋아요': '5', '주차하기 편해요': '2', '화장실이 깨끗해요': '2', '뷰가 좋아요': '1'}"
186,대명9동 낯선익숙함,낯선익숙함,초기값,118,18,대구 남구 현충로 72-1 1층,10:00 - 22:00,0507-1485-0418,http://instagram.com/unfamiliarfamiliarity,"앞산 카페 거리 초입, 현충로역 3번 출구 2분 거리에 위치한 카페 '낯선익숙함'이에요. 300여 권의 책들이 있는 북카페이면서 영화를 상영해 영화도 볼 수 있는 아늑한 문화 공간이자 카페에요.

건강을 생각하며 커피와 디저트를 맛있게 즐길 수 있도록 제가 직접 독자적인 레시피를 연구, 개발해, 액상과당이나 화학 첨가물을 넣지 않은 수제 크림, 수제 시럽, 쿠키, 치아바타 샌드위치들을 판매하고 있어요.

특히, 샌드위치의 치아바타는 제가 직접 만들어 유화제, 보존제, 합성첨가물을 전혀 넣지 않아 건강하고 촉촉한 식감으로 위장에 부대끼지 않아요. 비건, 다이어트, 위장 장애 있으신 분들도 드실 수 있어요. (아토피 있는 고객님이 드시고 빵을 먹으면 아토피가 올라오는데 저희 샌드위치 드시고 아토피가 올라오지 않았다고 하셨어요.)

쿠키 역시 제가 뉴욕 맨해튼과 브루클린의 르뱅 베이커리 본점을 비롯 뉴욕 쿠키 샵들을 방문하며 쿠키 레시피를 연구해 만든, 촉촉하고 꾸덕한 식감의 뉴욕 스타일 수제 쿠키에요. 올해 초, 탐크루즈 방한 때 탐크루즈가 저희 쿠키 먹을 만큼 제 자부심이 들어 있는 쿠키에요.

또한 조금 더 바삭하며 부드럽고 버터 풍미 가득한 쿠키를 시즌 한정으로 선보이고 있어요. 2022년 연말까지 크리스마스 시즌 쿠키를 판매 중이에요.",공사중,"{'인테리어가 멋져요': '75', '친절해요': '63', '커피가 맛있어요': '44', '디저트가 맛있어요': '40', '사진이 잘 나와요': '33', '음료가 맛있어요': '32', '대화하기 좋아요': '31', '매장이 청결해요': '28', '좌석이 편해요': '26', '특별한 메뉴가 있어요': '24', '집중하기 좋아요': '20', '뷰가 좋아요': '11', '화장실이 깨끗해요': '7', '가성비가 좋아요': '5'}"
187,대명1동 디어스윗,디어스윗,초기값,212,82,대구 남구 현충로19길 114,NO INFO,0507-1491-7742,http://instagram.com/__dear.sweet,(포장만 가능합니다) 준비된 빵 소진되면 마감됩니다 인스타 소식 확인부탁드려요!,공사중,"{'디저트가 맛있어요': '149', '친절해요': '97', '매장이 청결해요': '70', '커피가 맛있어요': '68', '음료가 맛있어요': '63', '특별한 메뉴가 있어요': '58', '사진이 잘 나와요': '52', '가성비가 좋아요': '52', '인테리어가 멋져요': '45', '대화하기 좋아요': '22', '주차하기 편해요': '12', '뷰가 좋아요': '11', '화장실이 깨끗해요': '8', '집중하기 좋아요': '3'}"
188,대명9동 카페평일,카페평일,초기값,21,24,"대구 남구 현충로1길 20 1, 2층",11:00 - 22:00,010-6788-8163,https://www.instagram.com/cafe_pyeongil,좋은재료로 매장에서 직접 만드는 케이크카페입니다,공사중,"{'인테리어가 멋져요': '12', '디저트가 맛있어요': '9', '사진이 잘 나와요': '9', '매장이 청결해요': '8', '커피가 맛있어요': '6', '친절해요': '6', '뷰가 좋아요': '5', '음료가 맛있어요': '4', '특별한 메뉴가 있어요': '4', '대화하기 좋아요': '3', '좌석이 편해요': '2'}"
189,대명6동 옐로우브런치,옐로우브런치,초기값,43,24,대구 남구 현충로5길 104 1층(대명동),NO INFO,0507-1334-2769,https://www.instagram.com/yellow__brunch,안녕하세요 앞산 브런치카페 입니다 . 매일 11:00 -18:00,공사중,"{'디저트가 맛있어요': '20', '커피가 맛있어요': '18', '친절해요': '18', '인테리어가 멋져요': '16', '음료가 맛있어요': '13', '대화하기 좋아요': '12', '사진이 잘 나와요': '7', '특별한 메뉴가 있어요': '6', '매장이 청결해요': '5', '집중하기 좋아요': '4', '가성비가 좋아요': '2', '화장실이 깨끗해요': '2', '주차하기 편해요': '1'}"
190,대명9동 두낫디스터브앞산,두낫디스터브앞산,4.43,309,214,"대구 남구 현충로6길 7 . 1,2층",11:00 - 23:00,010-2979-8839,NO INFO,주차공간은 앞산카페거리 공용주차장 이용하시면 1시간무료 쿠폰 드립니다,공사중,"{'커피가 맛있어요': '86', '매장이 청결해요': '41', '대화하기 좋아요': '41', '인테리어가 멋져요': '40', '뷰가 좋아요': '39', '디저트가 맛있어요': '35', '친절해요': '34', '음료가 맛있어요': '32', '좌석이 편해요': '29', '사진이 잘 나와요': '19', '화장실이 깨끗해요': '15', '집중하기 좋아요': '9', '주차하기 편해요': '6', '특별한 메뉴가 있어요': '5', '가성비가 좋아요': '3', '매장이 넓어요': '1'}"
191,대명9동 플란트,플란트,초기값,59,142,대구 남구 현충로7길 13-1 플란트,"11:00 - 22:00
21:30 라스트오더",0507-1327-2575,https://www.instagram.com/plant__coffee,"PLANT는 고객들에게 바쁜 일상 속에서 편안한 휴식을 제공합니다. 씨앗으로부터 만들어진 최상의 결과물을 통해 문화를 형성하는 커피전문점입니다.
The Origin of good coffee

주차공간이 협소하니 인근 공영주차장을 이용바랍니다",공사중,"{'인테리어가 멋져요': '37', '커피가 맛있어요': '31', '사진이 잘 나와요': '24', '대화하기 좋아요': '15'}"
192,봉덕3동 소금카페,소금카페,4.46,53,초기값,대구 남구 효성로 42 1층,10:00 - 21:00,0507-1326-9407,NO INFO,사전식사 브런치예약 단체샌드위치 컵과일등.예약전문입니다,공사중,"{'커피가 맛있어요': '28', '음료가 맛있어요': '20', '친절해요': '17', '디저트가 맛있어요': '8', '가성비가 좋아요': '8', '특별한 메뉴가 있어요': '8', '매장이 청결해요': '8', '대화하기 좋아요': '6', '인테리어가 멋져요': '3', '화장실이 깨끗해요': '2', '사진이 잘 나와요': '1', '집중하기 좋아요': '1'}"
193,봉덕3동 무드부스터,무드부스터,초기값,69,11,대구 남구 효성로 51 1층,07:30 - 22:00,053-281-7942,https://www.instagram.com/__mood.booster,NO INFO,공사중,"{'친절해요': '46', '커피가 맛있어요': '38', '디저트가 맛있어요': '34', '음료가 맛있어요': '27', '인테리어가 멋져요': '26', '매장이 청결해요': '23', '가성비가 좋아요': '21', '사진이 잘 나와요': '15', '특별한 메뉴가 있어요': '14', '대화하기 좋아요': '9', '화장실이 깨끗해요': '8', '집중하기 좋아요': '3', '좌석이 편해요': '2', '포장이 깔끔해요': '1'}"
194,봉덕2동 설카페,설카페,4.67,23,초기값,대구 남구 효성중앙길 18-5 1층,NO INFO,053-474-4282,NO INFO,NO INFO,공사중,"{'음료가 맛있어요': '7', '커피가 맛있어요': '6', '가성비가 좋아요': '6', '친절해요': '5', '대화하기 좋아요': '5', '디저트가 맛있어요': '3', '좌석이 편해요': '2', '특별한 메뉴가 있어요': '2', '인테리어가 멋져요': '1', '매장이 청결해요': '1', '집중하기 좋아요': '1'}"
195,봉덕2동 커피농부,커피농부,4.73,26,초기값,대구 남구 효성중앙길 81,NO INFO,053-471-0880,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '10', '대화하기 좋아요': '4', '특별한 메뉴가 있어요': '3', '인테리어가 멋져요': '2', '친절해요': '2', '디저트가 맛있어요': '1', '음료가 맛있어요': '1', '주차하기 편해요': '1', '매장이 청결해요': '1'}"
