,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
636,두류1동 반달커피 두류점,반달커피 대구두류점,초기값,18,2,"대구 달서구 파도고개로 70 근린생활시설동 7호(두류동, 두 류파크 KCC 스위첸)","08:30 - 22:00
21:30 라스트오더",0507-1329-5133,NO INFO,NO INFO,공사중,"{'매장이 청결해요': '8', '음료가 맛있어요': '7', '커피가 맛있어요': '6', '친절해요': '5', '주차하기 편해요': '2', '가성비가 좋아요': '2', '좌석이 편해요': '1', '디저트가 맛있어요': '1', '인테리어가 멋져요': '1', '대화하기 좋아요': '1'}"
637,용산2동 이디야커피 대구용산점,이디야커피 대구용산점,4.59,405,5,대구 달서구 평리로 50 1층 101호,NO INFO,053-525-3793,http://www.ediya.com/,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.",공사중,"{'커피가 맛있어요': '161', '친절해요': '121', '음료가 맛있어요': '95', '매장이 청결해요': '76', '대화하기 좋아요': '63', '가성비가 좋아요': '56', '디저트가 맛있어요': '47', '좌석이 편해요': '45', '화장실이 깨끗해요': '29', '집중하기 좋아요': '25', '인테리어가 멋져요': '20', '주차하기 편해요': '7', '특별한 메뉴가 있어요': '7', '사진이 잘 나와요': '6', '뷰가 좋아요': '5'}"
638,용산2동 카페 어게인 74,카페어게인74,4.25,50,12,대구 달서구 평리로 74,11:00 - 23:00,0507-1301-3087,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '13', '디저트가 맛있어요': '6', '대화하기 좋아요': '6', '음료가 맛있어요': '5', '친절해요': '5', '좌석이 편해요': '4', '인테리어가 멋져요': '3', '가성비가 좋아요': '2', '특별한 메뉴가 있어요': '2', '매장이 청결해요': '2', '화장실이 깨끗해요': '2'}"
639,본동 커피신,커피신,초기값,51,1,대구 달서구 학산로 130 올림픽기념국민생활관 1층,10:00 - 20:00,0507-1336-9599,NO INFO,"안녕하세요 커피신입니다.
저희 매장은 올림픽기념국민생활관,두류수영장,아양아트센터 직영점으로 운영됩니다. 커피신은 항상 고객님의 안락하고 시원한 휴식을 위해 항상 노력하고 있습니다.
1리터 아메리카노 매일 새벽에 직접 굽는 제빵 직접 만든 김밥 맛있는 한강라면등 음료 뿐아니라 다양한 종류의 먹을 거리를 제공하고 있습니다. 항상 고객님의 건강과 행복을 위해서 기도 하겠습니다. 감사드립니다.",공사중,"{'가성비가 좋아요': '12', '친절해요': '10', '음료가 맛있어요': '9', '대화하기 좋아요': '8', '매장이 청결해요': '7', '커피가 맛있어요': '5', '주차하기 편해요': '5', '좌석이 편해요': '2', '디저트가 맛있어요': '2', '인테리어가 멋져요': '1', '특별한 메뉴가 있어요': '1', '화장실이 깨끗해요': '1'}"
640,월성2동 카페정&베이킹스튜디오,카페정베이킹스튜디오,초기값,11,28,대구 달서구 학산로 14 월성우방코아 에이동 1층 107호,NO INFO,0507-1325-6105,https://www.instagram.com/cafejung_bakingstudio,"매일 맛있는 구움과자를 구워요 :-)
매장 한 켠에 자리한 작은 공간에서 원데이 클래스를 진행하고 있어요. 원데이 클래스는 예약제입니다.
가게에는 고양이 2마리가 상주하고 있어요.
고양이와 함께 공유하는 공간이니 방문 전 참고해주세요.
답례품과 단체주문도 진행 중이니 궁금하신 점은 전화나 문자, 인스타 dm 등 편하게 연락주세요 :)
연락처 010-5816-6105
인스타그램 cafejung_bakingstudio",공사중,"{'디저트가 맛있어요': '5', '가성비가 좋아요': '5', '친절해요': '4', '주차하기 편해요': '4', '커피가 맛있어요': '3', '아늑해요': '3', '특별한 메뉴가 있어요': '3', '차분한 분위기에요': '2', '음료가 맛있어요': '2', '대화하기 좋아요': '2', '빵이 맛있어요': '1', '좌석이 편해요': '1', '오래 머무르기 좋아요': '1'}"
641,송현1동 카페인중독 대구송현점,카페인중독 송현점,초기값,37,11,대구 달서구 학산로50길 65,"13:00 - 01:30
01:00 라스트오더",0507-1494-0312,NO INFO,NO INFO,공사중,"{'디저트가 맛있어요': '25', '친절해요': '14', '커피가 맛있어요': '7', '음료가 맛있어요': '6', '매장이 청결해요': '4', '특별한 메뉴가 있어요': '3', '인테리어가 멋져요': '2', '가성비가 좋아요': '2'}"
642,월성2동 카페게이트 월성본동점,카페게이트 월성본동점,초기값,75,3,대구 달서구 학산로7길 81-6 1층(본동),NO INFO,0507-1368-7405,https://youtube.com/@2barigate,카페게이트,공사중,"{'커피가 맛있어요': '31', '친절해요': '29', '음료가 맛있어요': '23', '가성비가 좋아요': '22', '매장이 청결해요': '13', '대화하기 좋아요': '12', '좌석이 편해요': '9', '인테리어가 멋져요': '6', '사진이 잘 나와요': '3', '집중하기 좋아요': '3', '디저트가 맛있어요': '2', '주차하기 편해요': '2', '특별한 메뉴가 있어요': '1'}"
643,장기동 몬스터커피 장기점,몬스터커피 장기점,초기값,467,6,대구 달서구 한들로 36 영남네오빌파크 상가 115동 106호,09:00 - 21:30,053-261-6414,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '166', '가성비가 좋아요': '109', '음료가 맛있어요': '92', '친절해요': '50', '매장이 청결해요': '37', '특별한 메뉴가 있어요': '15', '대화하기 좋아요': '12', '디저트가 맛있어요': '11', '주차하기 편해요': '8', '인테리어가 멋져요': '7', '좌석이 편해요': '6', '화장실이 깨끗해요': '5', '사진이 잘 나와요': '3', '뷰가 좋아요': '3'}"
644,상인3동 두어커피,두어커피,초기값,29,1,대구 달서구 한실로 117 대곡사계절타운아파트정문상가 1층 (cu편의점 옆),"10:00 - 20:00
19:30 라스트오더",0507-1342-6072,https://www.instagram.com/doer_coffee/,NO INFO,공사중,"{'커피가 맛있어요': '22', '디저트가 맛있어요': '15', '친절해요': '11', '가성비가 좋아요': '11', '음료가 맛있어요': '9', '매장이 청결해요': '8', '특별한 메뉴가 있어요': '6', '대화하기 좋아요': '5', '인테리어가 멋져요': '3', '주차하기 편해요': '3'}"
645,상인3동 컴포즈커피 대구도원점,컴포즈커피 대구도원점,초기값,232,3,대구 달서구 한실로 97 1층,NO INFO,0507-1321-8112,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '132', '가성비가 좋아요': '71', '친절해요': '63', '음료가 맛있어요': '48', '매장이 청결해요': '28', '디저트가 맛있어요': '15', '좌석이 편해요': '13', '대화하기 좋아요': '11', '특별한 메뉴가 있어요': '7', '인테리어가 멋져요': '6', '주차하기 편해요': '2', '화장실이 깨끗해요': '2', '사진이 잘 나와요': '1', '집중하기 좋아요': '1'}"
646,진천동 더벤티 대구수목원점,더벤티 대구수목원점,초기값,113,1,대구 달서구 한실로6길 120 1층 107호,"09:00 - 21:00
20:50 라스트오더",053-637-6234,http://theventi.co.kr/,*매장 운영 시간 및 휴무일은 매장 별로 상이합니다. *위 메뉴 금액은 Take out 구매 기준입니다.,공사중,"{'커피가 맛있어요': '60', '가성비가 좋아요': '33', '음료가 맛있어요': '26', '친절해요': '23', '디저트가 맛있어요': '12', '매장이 청결해요': '7', '주차하기 편해요': '3', '특별한 메뉴가 있어요': '3', '인테리어가 멋져요': '2', '뷰가 좋아요': '2', '사진이 잘 나와요': '1', '집중하기 좋아요': '1'}"
647,진천동 빅밸리,빅밸리,4.82,216,47,대구 달서구 한실로6길 120-15 1층,NO INFO,0507-1421-0153,http://m.smartstore.naver.com/1111_coffee,"커피를 로스팅 하고 커피를 만들며
크로와상을 같이 만들고 있습니다.
언제나 편안하게 들를수 있는 동네 카페를
만들고 싶습니다",공사중,"{'커피가 맛있어요': '142', '친절해요': '73', '디저트가 맛있어요': '70', '매장이 청결해요': '56', '가성비가 좋아요': '47', '음료가 맛있어요': '44', '인테리어가 멋져요': '28', '대화하기 좋아요': '24', '특별한 메뉴가 있어요': '19', '좌석이 편해요': '16', '사진이 잘 나와요': '13', '집중하기 좋아요': '13', '화장실이 깨끗해요': '11', '뷰가 좋아요': '6', '주차하기 편해요': '4'}"
648,진천동 이디야커피 수목원점,이디야커피 대구수목원점,4.54,483,194,대구 달서구 한실로6길 120-17,"08:00 - 21:00
20:30 라스트오더",053-633-2500,http://www.ediya.com/,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.",공사중,"{'커피가 맛있어요': '153', '친절해요': '115', '음료가 맛있어요': '101', '매장이 청결해요': '83', '대화하기 좋아요': '58', '화장실이 깨끗해요': '46', '가성비가 좋아요': '41', '디저트가 맛있어요': '35', '좌석이 편해요': '31', '인테리어가 멋져요': '29', '집중하기 좋아요': '22', '주차하기 편해요': '18', '뷰가 좋아요': '17', '특별한 메뉴가 있어요': '13', '사진이 잘 나와요': '3', '주문제작을 잘해줘요': '1', '음식이 빨리 나와요': '1'}"
649,진천동 테이블동이,테이블동이,4.54,762,42,대구 달서구 한실로6길 120-29 1층,09:00 - 22:00,0507-1379-2989,https://instagram.com/table.dong.e?igshid=2oojg9gepgdb,NO INFO,공사중,"{'친절해요': '232', '음식이 맛있어요': '182', '가성비가 좋아요': '152', '매장이 청결해요': '97', '인테리어가 멋져요': '56', '매장이 넓어요': '50', '재료가 신선해요': '43', '특별한 메뉴가 있어요': '41', '화장실이 깨끗해요': '35', '뷰가 좋아요': '35', '주차하기 편해요': '31', '양이 많아요': '30', '단체모임 하기 좋아요': '19', '특별한 날 가기 좋아요': '8', '혼밥하기 좋아요': '3', '대화하기 좋아요': '3', '커피가 맛있어요': '2', '차분한 분위기에요': '1', '아늑해요': '1', '음료가 맛있어요': '1'}"
650,진천동 에이치코너,에이치코너,4.67,257,47,대구 달서구 한실로6길 120-31 성진파크빌 1층,10:00 - 22:00,0507-1345-9856,http://instagram.com/h_corner_cafe,NO INFO,공사중,"{'커피가 맛있어요': '95', '음료가 맛있어요': '51', '디저트가 맛있어요': '44', '친절해요': '31', '매장이 청결해요': '22', '인테리어가 멋져요': '15', '특별한 메뉴가 있어요': '14', '대화하기 좋아요': '14', '좌석이 편해요': '10', '가성비가 좋아요': '9', '주차하기 편해요': '8', '화장실이 깨끗해요': '7', '사진이 잘 나와요': '3', '뷰가 좋아요': '2', '집중하기 좋아요': '1'}"
651,진천동 올드인뉴,올드인뉴,4.44,276,17,대구 달서구 한실로6길 165,11:00 - 22:00,053-639-8855,http://instagram.com/cafe_old_in_new,옛날 한옥집을 재생건축하여 만든 카페입니다 편안함과 따스함을 느낄수있습니다,공사중,"{'커피가 맛있어요': '77', '친절해요': '42', '대화하기 좋아요': '42', '음료가 맛있어요': '31', '디저트가 맛있어요': '28', '좌석이 편해요': '21', '매장이 청결해요': '21', '주차하기 편해요': '17', '인테리어가 멋져요': '13', '뷰가 좋아요': '13', '가성비가 좋아요': '12', '사진이 잘 나와요': '9', '특별한 메뉴가 있어요': '9', '집중하기 좋아요': '5', '화장실이 깨끗해요': '5'}"
652,진천동 감성커피 대곡점,감성커피 대곡점,4.37,137,12,대구 달서구 한실로6길 82-3 1층102호 감성커피 대곡점,"09:00 - 20:00
19:30 라스트오더",0507-1391-2324,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '68', '디저트가 맛있어요': '25', '음료가 맛있어요': '25', '가성비가 좋아요': '22', '친절해요': '12', '특별한 메뉴가 있어요': '10', '매장이 청결해요': '5', '좌석이 편해요': '2', '대화하기 좋아요': '2', '인테리어가 멋져요': '1', '주차하기 편해요': '1'}"
653,진천동 하삼동커피 대구대곡점,하삼동커피 대구대곡점,4.54,296,18,대구 달서구 한실로6길 98 에스엔피빌딩 105호,NO INFO,053-633-5535,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '115', '친절해요': '98', '가성비가 좋아요': '90', '음료가 맛있어요': '68', '매장이 청결해요': '67', '대화하기 좋아요': '22', '인테리어가 멋져요': '9', '화장실이 깨끗해요': '9', '디저트가 맛있어요': '6', '사진이 잘 나와요': '4', '좌석이 편해요': '2', '특별한 메뉴가 있어요': '2', '집중하기 좋아요': '2'}"
654,신당동 커피앤스마일,커피앤스마일,4.43,133,31,대구 달서구 호산동로35북길 32,09:00 - 23:00,053-587-2486,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '20', '음료가 맛있어요': '17', '가성비가 좋아요': '13', '집중하기 좋아요': '13', '친절해요': '11', '대화하기 좋아요': '9', '디저트가 맛있어요': '6', '매장이 청결해요': '6', '좌석이 편해요': '4', '인테리어가 멋져요': '3', '뷰가 좋아요': '3', '특별한 메뉴가 있어요': '2', '화장실이 깨끗해요': '2', '사진이 잘 나와요': '1'}"
655,신당동 론데일,론데일,4.83,175,101,대구 달서구 호산동로35북길 38 1층,12:00 - 21:00,0507-1328-5196,http://www.instagram.com/_lawndale,"매일 매장에서 직접 반죽하고 굽는 디저트카페
수제쿠키,휘낭시에,케익(홀케익),스콘,푸딩...
라떼 맛집

디저트,케익,음료 단체주문&답례품 전문

디저트 라인업은 인스타그램 ( _lawndale )에 매일공지

문의는 네이버 or 인스타 DM / @_lawndale",공사중,"{'디저트가 맛있어요': '62', '커피가 맛있어요': '59', '음료가 맛있어요': '36', '인테리어가 멋져요': '32', '친절해요': '32', '매장이 청결해요': '18', '대화하기 좋아요': '16', '사진이 잘 나와요': '15', '특별한 메뉴가 있어요': '15', '가성비가 좋아요': '10', '집중하기 좋아요': '6', '좌석이 편해요': '4', '뷰가 좋아요': '2'}"
656,신당동 착한커피&그릭요거트,착한커피&그릭요거트,초기값,43,5,대구 달서구 호산동로35북길 46 2층,NO INFO,010-2316-8806,NO INFO,"72시간의 공정을 거쳐 만든 수제 그릭요거트와 커피, 디저트를 판매합니다 :-)",공사중,"{'커피가 맛있어요': '23', '가성비가 좋아요': '19', '음료가 맛있어요': '14', '디저트가 맛있어요': '13', '친절해요': '13', '뷰가 좋아요': '10', '특별한 메뉴가 있어요': '8', '집중하기 좋아요': '7', '대화하기 좋아요': '7', '매장이 청결해요': '4', '좌석이 편해요': '2', '인테리어가 멋져요': '2', '주차하기 편해요': '2'}"
657,신당동 콩볶는아저씨,콩볶는아저씨,4.55,351,37,대구 달서구 호산동로35북길 60 1층,NO INFO,0507-1361-6033,NO INFO,"콩볶는 아저씨는 매장내에서 자가로스팅을 하는 개인매장입니다
갓볶은 신선한 원두로 내린 맛있는 커피를 드실수있어요~^^ (강배전전문)
에스프레소 메뉴 ,핸드드립, 더치커피, 계절메뉴등이 있습니다!!",공사중,"{'커피가 맛있어요': '110', '친절해요': '52', '음료가 맛있어요': '50', '가성비가 좋아요': '29', '집중하기 좋아요': '29', '대화하기 좋아요': '27', '매장이 청결해요': '23', '인테리어가 멋져요': '17', '좌석이 편해요': '15', '화장실이 깨끗해요': '13', '디저트가 맛있어요': '10', '특별한 메뉴가 있어요': '10', '사진이 잘 나와요': '6', '뷰가 좋아요': '4'}"
658,신당동 카페루앤비 파호점,카페루앤비 대구파호점,4.28,154,초기값,대구 달서구 호산로27길 6,08:30 - 21:30,053-591-0123,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '43', '친절해요': '24', '디저트가 맛있어요': '21', '가성비가 좋아요': '18', '음료가 맛있어요': '16', '특별한 메뉴가 있어요': '12', '대화하기 좋아요': '10', '매장이 청결해요': '5', '좌석이 편해요': '2', '사진이 잘 나와요': '2', '인테리어가 멋져요': '1', '주차하기 편해요': '1'}"
659,신당동 앤위고커피,앤위고커피 AWGC,초기값,218,104,대구 달서구 호산로29길 110 1층,NO INFO,0507-1373-8611,http://instagram.com/andwego_coffee,크로플과 쿠키가 맛있는 커피맛집,공사중,"{'디저트가 맛있어요': '74', '커피가 맛있어요': '71', '친절해요': '65', '음료가 맛있어요': '52', '인테리어가 멋져요': '50', '매장이 청결해요': '42', '사진이 잘 나와요': '24', '가성비가 좋아요': '24', '대화하기 좋아요': '21', '특별한 메뉴가 있어요': '13', '좌석이 편해요': '10', '화장실이 깨끗해요': '4', '뷰가 좋아요': '4', '주차하기 편해요': '2'}"
660,진천동 주커피 대구수목원점,주커피 대구수목원점,초기값,449,18,대구 달서구 화암로 333,11:00 - 23:00,053-635-0015,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '83', '음료가 맛있어요': '43', '친절해요': '40', '대화하기 좋아요': '36', '좌석이 편해요': '30', '디저트가 맛있어요': '24', '매장이 청결해요': '24', '인테리어가 멋져요': '22', '가성비가 좋아요': '16', '뷰가 좋아요': '14', '주차하기 편해요': '13', '특별한 메뉴가 있어요': '8', '집중하기 좋아요': '8', '사진이 잘 나와요': '4'}"
661,진천동 그린그루브 본점,그린그루브 본점,초기값,121,18,대구 달서구 화암로71길 9 LADI빌딩 1층,"08:00 - 19:00
18:30 라스트오더",053-641-9990,NO INFO,카페그린그루브는 건강한 음료와 비건디저트 제 로웨이스트 상품을 판매중이며 사람과 환경이 지 속가능한 삶을 공유할 수 있도록 함께 노...,공사중,"{'커피가 맛있어요': '63', '음료가 맛있어요': '33', '친절해요': '28', '매장이 청결해요': '27', '특별한 메뉴가 있어요': '26', '디저트가 맛있어요': '22', '인테리어가 멋져요': '15', '가성비가 좋아요': '14', '대화하기 좋아요': '9', '뷰가 좋아요': '6', '주차하기 편해요': '4', '집중하기 좋아요': '4', '화장실이 깨끗해요': '4', '좌석이 편해요': '3'}"
662,가창면 카페865,카페865,4.56,71,64,대구 달성군 가창면 가창동로 111,11:00 - 20:00,053-767-0865,NO INFO,커피ㆍ피자ㆍ세계맥주 ㆍ떡볶이ㆍ치킨후라이드,공사중,"{'인테리어가 멋져요': '20', '커피가 맛있어요': '17', '친절해요': '14', '매장이 청결해요': '9', '대화하기 좋아요': '8', '뷰가 좋아요': '6', '디저트가 맛있어요': '5', '음료가 맛있어요': '4', '주차하기 편해요': '4', '가성비가 좋아요': '3', '특별한 메뉴가 있어요': '3', '화장실이 깨끗해요': '3', '사진이 잘 나와요': '2', '집중하기 좋아요': '2'}"
663,가창면 상띠에,상띠에,4.5,30,142,대구 달성군 가창면 가창동로4길 24,NO INFO,053-522-0077,NO INFO,NO INFO,공사중,"{'친절해요': '12', '인테리어가 멋져요': '9', '뷰가 좋아요': '8', '음식이 맛있어요': '6', '화장실이 깨끗해요': '5', '재료가 신선해요': '4', '매장이 청결해요': '3', '주차하기 편해요': '2', '가성비가 좋아요': '2', '특별한 날 가기 좋아요': '2', '매장이 넓어요': '1'}"
664,가창면 나드리커피,나드리커피,4.28,157,초기값,대구 달성군 가창면 가창로 1071,NO INFO,053-768-2118,NO INFO,하계 - 07:00 ~ 20:00 동계 - 07:00 ~ 19:00 연중무휴,공사중,"{'친절해요': '22', '커피가 맛있어요': '18', '가성비가 좋아요': '17', '음료가 맛있어요': '11', '매장이 청결해요': '11', '좌석이 편해요': '3', '특별한 메뉴가 있어요': '3', '주차하기 편해요': '2', '사진이 잘 나와요': '2', '디저트가 맛있어요': '1', '집중하기 좋아요': '1', '대화하기 좋아요': '1', '뷰가 좋아요': '1'}"
665,파동 투썸플레이스 파동가창점,투썸플레이스 파동가창점,4.54,446,36,대구 달성군 가창면 가창로 1127,09:00 - 22:00,053-762-8866,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '60', '친절해요': '45', '대화하기 좋아요': '43', '디저트가 맛있어요': '33', '매장이 청결해요': '33', '음료가 맛있어요': '32', '주차하기 편해요': '29', '좌석이 편해요': '25', '집중하기 좋아요': '20', '인테리어가 멋져요': '18', '화장실이 깨끗해요': '16', '뷰가 좋아요': '16', '특별한 메뉴가 있어요': '5', '사진이 잘 나와요': '4', '가성비가 좋아요': '3', '매장이 넓어요': '1'}"
