,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
1106,혁신동 청담커피 신서점,청담커피 신서점,초기값,34,5,대구 동구 첨단로8길 1 미소빌딩 1층 109호,NO INFO,0507-1368-3636,https://www.chungdamcoffee.com,"High Quality & Low Price
최고급 커피와 디저트가 있는 청담커피 신서점
시그니처 청담라떼(인생라떼)와 해장커피, 미네리카노(고함량 미네랄워터와 커피의 만남), 복숭아빵, 마카롱, 파운드케익 등 다양한 커피와 디저트를 이제 청담커피에서 만나보세요!",공사중,"{'커피가 맛있어요': '21', '가성비가 좋아요': '18', '음료가 맛있어요': '12', '친절해요': '12'}"
1107,혁신동 빽다방 대구혁신1호점,빽다방 대구혁신1호점,4.38,438,17,대구 동구 첨단로8길 10,"기본 08:00 - 21:00
아이스크림 마감 08:00 - 19:30",053-965-9399,NO INFO,NO INFO,공사중,"{'가성비가 좋아요': '81', '커피가 맛있어요': '74', '음료가 맛있어요': '52', '친절해요': '44', '디저트가 맛있어요': '25', '매장이 청결해요': '20', '대화하기 좋아요': '16', '좌석이 편해요': '12', '특별한 메뉴가 있어요': '6', '주차하기 편해요': '5', '화장실이 깨끗해요': '5', '인테리어가 멋져요': '4', '집중하기 좋아요': '2', '뷰가 좋아요': '2'}"
1108,혁신동 회선,회선,초기값,28,2,대구 동구 첨단로8길 15 1 층106호,NO INFO,070-5147-3006,NO INFO,NO INFO,공사중,"{'친절해요': '8', '커피가 맛있어요': '7', '음료가 맛있어요': '7', '매장이 청결해요': '7'}"
1109,혁신동 카페큐브,카페큐브,4.22,112,초기값,대구 동구 첨단로8길 8,NO INFO,0507-1415-4639,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '10', '음료가 맛있어요': '6', '매장이 청결해요': '6', '친절해요': '4', '가성비가 좋아요': '4', '인테리어가 멋져요': '3', '대화하기 좋아요': '3', '좌석이 편해요': '1', '특별한 메뉴가 있어요': '1'}"
1110,혁신동 감프커피 대구혁신점,감프커피 대구혁신점,초기값,169,12,대구 동구 첨단로8길 8 CJ빌딩 106호,08:00 - 20:00,0507-1372-1397,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '101', '디저트가 맛있어요': '60', '인테리어가 멋져요': '48', '친절해요': '44', '매장이 청결해요': '41', '음료가 맛있어요': '40', '특별한 메뉴가 있어요': '20', '대화하기 좋아요': '19', '사진이 잘 나와요': '18', '가성비가 좋아요': '17', '좌석이 편해요': '13', '집중하기 좋아요': '3', '주차하기 편해요': '2'}"
1111,혁신동 미스터브리즈커피 대구혁신도시점,미스터브리즈커피 대구혁신도시점,4.42,55,초기값,대구 동구 첨복로 27,08:00 - 21:00,053-944-0808,http://www.breezecoffee.com/?r=home,NO INFO,공사중,"{'커피가 맛있어요': '16', '음료가 맛있어요': '11', '가성비가 좋아요': '8', '친절해요': '5', '대화하기 좋아요': '5', '특별한 메뉴가 있어요': '3', '인테리어가 멋져요': '2', '매장이 청결해요': '2', '좌석이 편해요': '1', '디저트가 맛있어요': '1'}"
1112,공산동 고바슨 르블랑점,고바슨커피 르블랑점,4.57,374,53,대구 동구 파계로 487 1~2층,11:00 - 22:00,053-985-0487,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '112', '친절해요': '49', '뷰가 좋아요': '47', '음료가 맛있어요': '39', '주차하기 편해요': '37', '대화하기 좋아요': '34', '디저트가 맛있어요': '28', '좌석이 편해요': '24', '인테리어가 멋져요': '22', '매장이 청결해요': '21', '화장실이 깨끗해요': '16', '사진이 잘 나와요': '9', '특별한 메뉴가 있어요': '9', '가성비가 좋아요': '8', '집중하기 좋아요': '7'}"
1113,공산동 딥오리진,딥오리진,4.47,40,초기값,대구 동구 파계로 505 1층 DEEPORIGIN,09:00 - 24:00,0507-1409-5995,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '11', '매장이 청결해요': '5', '대화하기 좋아요': '4', '좌석이 편해요': '3', '주차하기 편해요': '3', '디저트가 맛있어요': '2', '음료가 맛있어요': '2', '인테리어가 멋져요': '2', '친절해요': '2', '사진이 잘 나와요': '1', '가성비가 좋아요': '1', '화장실이 깨끗해요': '1', '뷰가 좋아요': '1'}"
1114,공산동 메종로즈,메종로즈,초기값,561,335,대구 동구 파계로 554,NO INFO,053-263-3644,http://instagram.com/maisonrose_kang,"메종로즈는 집이라는 프랑스어 maison과
분홍색이라는 rose를 합친 단어로
분홍색 집이라는 의미입니다.

커피

구운 토스트와 너티한 구수함의 '22pm' 케러멜향이 매력적인 '디카페인' 두가지 원두를 준비하고 있습니다.

바닐라빈라떼
최상의 타히티산 바닐라빈을 이용해서 직접 만든 숙성 시럽을 이용합니다.

아인슈페너
동물성 생크림으로 만든 부드럽고 쫀쫀한 크림과 향긋힌 콜드브루가 어우러진 시그니처 음료.

솔티드카라멜슈페너
달콤하고 진한 카라멜소스와 핑크솔트의 단짠 조화.

로얄밀크티
프랑스 마리아쥬사의 마르코폴로를 사용 24시간이상 숙성시킨 향긋한 고급 밀크티입니다.

홍차
그날그날에 따라 쵸이스한 홍차중 하나를 선택할수 있습니다.

에이드

직접 담근 과일 수제청으로 만든 깔끔하고 맛있는 에이드입니다.

티

자일로스 설탕으로 담근 건강한 수제청을 사용한 과일청차.
유기농 캐모마일티.
스페셜 허브티.

베이커리.

천연발효종,고메버터,무항생제 농장직영 계란,발효버터,프랑스산 밀가루,프랑스산 게랑드소금등 최상의 재료들을 사용하여 메종로즈 전담 파티쉐가 매일매일 정성껏 굽는 건강하고 맛있는 빵과 프랑스식 제과를 선보이고 있습니다. 메종로즈의 빵은 당일 생산판매를 윈칙으로합니다.",공사중,"{'인테리어가 멋져요': '230', '디저트가 맛있어요': '178', '커피가 맛있어요': '151', '사진이 잘 나와요': '135', '친절해요': '104', '매장이 청결해요': '81', '음료가 맛있어요': '74', '뷰가 좋아요': '59', '특별한 메뉴가 있어요': '56', '화장실이 깨끗해요': '47', '대화하기 좋아요': '27', '주차하기 편해요': '23', '좌석이 편해요': '17', '가성비가 좋아요': '16'}"
1115,공산동 헤이마포인트,헤이마포인트,4.42,1080,133,대구 동구 파계로 583,정기휴무 (매주 목요일),0507-1416-4479,NO INFO,"좋은 풍경과 나무로 잘 가꾸어진 헤이마는 
건강하고 맛있는 커피 한잔의 가치를 추구합니다.

헤이마포인트(HEIMA point)는 핸드드립 전문매장으로 
다양한 베이커리와 프리미엄 커피를 접할 수 있는 공간을 의미합니다.",공사중,"{'인테리어가 멋져요': '284', '커피가 맛있어요': '269', '뷰가 좋아요': '253', '주차하기 편해요': '175', '빵이 맛있어요': '170', '사진이 잘 나와요': '161', '매장이 청결해요': '121', '음료가 맛있어요': '103', '친절해요': '86', '대화하기 좋아요': '75', '좌석이 편해요': '67', '화장실이 깨끗해요': '45', '특별한 메뉴가 있어요': '44', '가성비가 좋아요': '17', '집중하기 좋아요': '11', '야외 공간이 멋져요': '1', '매장이 넓어요': '1', '특별한 날 가기 좋아요': '1'}"
1116,공산동 십분의칠,십분의칠,4.28,589,144,대구 동구 파계로 642,NO INFO,053-981-1017,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '149', '뷰가 좋아요': '73', '디저트가 맛있어요': '72', '음료가 맛있어요': '70', '대화하기 좋아요': '63', '친절해요': '61', '주차하기 편해요': '60', '인테리어가 멋져요': '53', '매장이 청결해요': '47', '좌석이 편해요': '27', '가성비가 좋아요': '21', '특별한 메뉴가 있어요': '17', '사진이 잘 나와요': '16', '화장실이 깨끗해요': '15', '집중하기 좋아요': '8'}"
1117,공산동 하이브,하이브,4.38,892,308,대구 동구 파계로 653,"11:00 - 21:00
20:30 라스트오더",0507-1348-5240,NO INFO,팔공산 카페 하이브 (HIVE) 자연과 어우러진 루프탑을 겸비한 신상 카페,공사중,"{'커피가 맛있어요': '136', '뷰가 좋아요': '113', '디저트가 맛있어요': '94', '음료가 맛있어요': '93', '인테리어가 멋져요': '67', '주차하기 편해요': '64', '친절해요': '52', '좌석이 편해요': '45', '매장이 청결해요': '44', '대화하기 좋아요': '39', '사진이 잘 나와요': '35', '특별한 메뉴가 있어요': '20', '가성비가 좋아요': '18', '화장실이 깨끗해요': '17', '집중하기 좋아요': '7'}"
1118,공산동 커피명가휴,커피명가 휴,4.36,476,79,대구 동구 파계로 679,11:00 - 23:00,053-985-8062,http://www.myungga.com,좋은 생두를 구입하여 일주일 분량만 볶아서 고객이 주문 즉시 한잔 분량만 분쇄하여 정성껏 추출합니다.,공사중,"{'커피가 맛있어요': '157', '친절해요': '53', '디저트가 맛있어요': '49', '대화하기 좋아요': '47', '주차하기 편해요': '43', '음료가 맛있어요': '42', '좌석이 편해요': '31', '뷰가 좋아요': '29', '매장이 청결해요': '26', '인테리어가 멋져요': '23', '특별한 메뉴가 있어요': '12', '가성비가 좋아요': '10', '화장실이 깨끗해요': '10', '사진이 잘 나와요': '8', '집중하기 좋아요': '7'}"
1119,공산동 나무906,나무906,4.48,46,113,대구 동구 파계로131길 45,NO INFO,053-981-9066,https://www.instagram.com/namu906,레스토랑&카페 돌잔치나 개인파티 가능합니다,공사중,"{'친절해요': '9', '뷰가 좋아요': '7', '커피가 맛있어요': '6', '디저트가 맛있어요': '6', '인테리어가 멋져요': '6', '특별한 메뉴가 있어요': '6', '대화하기 좋아요': '4', '좌석이 편해요': '3', '음료가 맛있어요': '2', '주차하기 편해요': '2', '사진이 잘 나와요': '2', '화장실이 깨끗해요': '2', '가성비가 좋아요': '1', '집중하기 좋아요': '1'}"
1120,공산동 베르겐 에스프레소바,베르겐 에스프레소바,초기값,1041,817,대구 동구 파계로138길 64 베르겐 에스프레소바,NO INFO,0507-1374-7506,https://www.instagram.com/bergen_espressobar,"안녕하세요 베르겐 에스프레소 바는 유럽 노르웨이 제2도시 베르겐이라는 곳에서 영감을 받아 팔공산에서도 유럽풍의 인테리어와 그에 걸맞은 맛있는 커피를 제공해 드리려고 합니다.
-애견 동반은 테라스에서만 이용 가능합니다.",공사중,"{'커피가 맛있어요': '563', '뷰가 좋아요': '352', '인테리어가 멋져요': '333', '사진이 잘 나와요': '273', '디저트가 맛있어요': '255', '친절해요': '162', '주차하기 편해요': '156', '매장이 청결해요': '154', '음료가 맛있어요': '129', '대화하기 좋아요': '83', '특별한 메뉴가 있어요': '73', '화장실이 깨끗해요': '42', '좌석이 편해요': '40', '집중하기 좋아요': '18', '가성비가 좋아요': '17', '야외 공간이 멋져요': '1'}"
1121,공산동 산과사람,카페 산과사람,초기값,140,78,대구 동구 팔공로 1037 (백안동) 1층 THE,NO INFO,053-561-8080,NO INFO,NO INFO,공사중,"{'인테리어가 멋져요': '81', '커피가 맛있어요': '71', '디저트가 맛있어요': '69', '주차하기 편해요': '48', '음료가 맛있어요': '46', '친절해요': '38', '대화하기 좋아요': '34', '사진이 잘 나와요': '23', '특별한 메뉴가 있어요': '22', '매장이 청결해요': '22', '가성비가 좋아요': '21', '좌석이 편해요': '18', '뷰가 좋아요': '15', '화장실이 깨끗해요': '10'}"
1122,검단동 커피왕 불로점,커피왕 불로점,4.13,133,초기값,대구 동구 팔공로 134,10:00 - 22:00,053-986-5553,http://coffeewang.com/,NO INFO,공사중,"{'커피가 맛있어요': '29', '친절해요': '24', '가성비가 좋아요': '22', '음료가 맛있어요': '21', '디저트가 맛있어요': '8'}"
1123,도평동 요거프레소 대구불로점,요거프레소 불로점,4.4,119,초기값,대구 동구 팔공로 135,09:30 - 22:30,053-984-0180,http://www.yogerpresso.co.kr/,NO INFO,공사중,"{'커피가 맛있어요': '24', '디저트가 맛있어요': '8', '음료가 맛있어요': '8', '친절해요': '8', '좌석이 편해요': '3', '가성비가 좋아요': '3', '매장이 청결해요': '3', '대화하기 좋아요': '3', '인테리어가 멋져요': '2', '뷰가 좋아요': '2', '사진이 잘 나와요': '1', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}"
1124,공산동 블루마운틴카페,블루마운틴,4.37,598,143,대구 동구 팔공로 1505-1 카페 블루마운틴,NO INFO,0507-1475-8931,http://bluemauntain.itrocks.kr,"블루마운틴은 팔공산 자연 그대로의 소나무 아래 에서 브런치 카페와, 로스팅, 글램핑을 운영 중입 니다. *브런치 오전 11시부터 오후 8시까...",공사중,"{'커피가 맛있어요': '137', '뷰가 좋아요': '121', '주차하기 편해요': '120', '친절해요': '91', '음료가 맛있어요': '83', '매장이 청결해요': '80', '특별한 메뉴가 있어요': '79', '대화하기 좋아요': '76', '인테리어가 멋져요': '74', '디저트가 맛있어요': '63', '좌석이 편해요': '59', '가성비가 좋아요': '43', '사진이 잘 나와요': '41', '화장실이 깨끗해요': '35', '집중하기 좋아요': '13', '음식이 맛있어요': '1'}"
1125,불로동 곰스크,곰스크,4.83,15,초기값,대구 동구 팔공로 241 1층108호,08:00 - 14:00,053-984-4520,http://Cafegomsk.com,NO INFO,공사중,"{'커피가 맛있어요': '10', '친절해요': '5', '음료가 맛있어요': '3', '집중하기 좋아요': '2', '대화하기 좋아요': '2', '디저트가 맛있어요': '1', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1', '가성비가 좋아요': '1', '매장이 청결해요': '1'}"
1126,봉무동 나이스커피,나이스커피,4.9,39,11,대구 동구 팔공로 242-13 1층 104호 나이스커피,11:00 - 20:00,0507-1386-0318,http://instagram.com/nice_coffeee/,"봉무동 이시아 연세병원 1층 상가에 위치하고 있는 '나이스커피'입니다.
저희는 2샷을 기본으로 하고 있고, 3가지 원두를 블렌딩한 고급원두를 사용하고 있어요
디저트 또한 완제품을 받아쓰지 않고 수제로 만든 디저트만 내어드리고 있습니다.
내 가족이 먹는다 생각하고 좋은 재료로 정성껏 만들어 한결같은 맛으로 보답하겠습니다.
매일매일 생각나는 '나이스커피'가 되도록 열심히 노력하겠습니다.
많은 이용 부탁드립니다! NICE ~ ^^",공사중,"{'커피가 맛있어요': '8', '디저트가 맛있어요': '5', '친절해요': '5', '매장이 청결해요': '5', '음료가 맛있어요': '4', '가성비가 좋아요': '3', '인테리어가 멋져요': '2', '대화하기 좋아요': '2', '좌석이 편해요': '1', '사진이 잘 나와요': '1'}"
1127,도평동 빽다방 대구봉무공원점,빽다방 대구봉무공원점,초기값,194,5,대구 동구 팔공로 242-13 연세메디컬센터 제1동 109호,08:00 - 20:00,0507-1324-9890,NO INFO,NO INFO,공사중,"{'가성비가 좋아요': '79', '음료가 맛있어요': '66', '친절해요': '57', '커피가 맛있어요': '56', '매장이 청결해요': '44', '대화하기 좋아요': '19', '디저트가 맛있어요': '17', '특별한 메뉴가 있어요': '12', '주차하기 편해요': '11', '화장실이 깨끗해요': '8', '뷰가 좋아요': '7', '인테리어가 멋져요': '6', '좌석이 편해요': '5', '사진이 잘 나와요': '3', '집중하기 좋아요': '3'}"
1128,도평동 이디야커피 대구이시아폴리스점,이디야커피 대구이시아폴리스점,4.55,373,19,대구 동구 팔공로 250,08:30 - 22:30,053-984-2228,http://www.ediya.com/,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.",공사중,"{'커피가 맛있어요': '89', '음료가 맛있어요': '44', '친절해요': '43', '가성비가 좋아요': '27', '디저트가 맛있어요': '25', '매장이 청결해요': '25', '대화하기 좋아요': '18', '주차하기 편해요': '17', '좌석이 편해요': '11', '특별한 메뉴가 있어요': '7', '인테리어가 멋져요': '5', '집중하기 좋아요': '5', '뷰가 좋아요': '5', '화장실이 깨끗해요': '4', '사진이 잘 나와요': '2', '빵이 맛있어요': '1', '음식이 맛있어요': '1'}"
1129,봉무동 얌디,얌디,초기값,17,4,대구 동구 팔공로 260 협성휴포레이시아폴리스 302동 1층 109호,11:30 - 21:00,0507-1346-7549,https://www.instagram.com/yum_d77,"안녕하세요 얌디입니다^^

고객님들이 행복하게 드실 수 있도록 저렴하고 항상 위생적이고 맛있는 디저트로 보답하겠습니다.

많이 애용해주세요 :D

단체주문,대량주문 편하게 문의주세요!

위치 협성휴포레상가 대로변 (버스정류장 바로 뒤 !)",공사중,"{'디저트가 맛있어요': '14', '매장이 청결해요': '11', '친절해요': '10', '선물하기 좋아요': '6', '가성비가 좋아요': '5', '인테리어가 멋져요': '3', '특별한 메뉴가 있어요': '3', '커피가 맛있어요': '2', '음료가 맛있어요': '2', '주차하기 편해요': '1', '사진이 잘 나와요': '1', '대화하기 좋아요': '1'}"
1130,공산동 아미타,아미타,초기값,512,651,대구 동구 팔공로 505 1층 아미타카페,NO INFO,0507-1318-0178,https://www.instagram.com/,-AMITA BAKERY CAFE- 팔공로 505( 지묘동 193-4),공사중,"{'인테리어가 멋져요': '221', '커피가 맛있어요': '136', '빵이 맛있어요': '112', '사진이 잘 나와요': '101', '뷰가 좋아요': '77', '매장이 청결해요': '72', '친절해요': '71', '음료가 맛있어요': '61', '주차하기 편해요': '58', '특별한 메뉴가 있어요': '45', '화장실이 깨끗해요': '44', '대화하기 좋아요': '39', '좌석이 편해요': '18', '가성비가 좋아요': '10', '집중하기 좋아요': '8', '디저트가 맛있어요': '6', '컨셉이 독특해요': '1', '아늑해요': '1'}"
1131,공산동 커피팩토리,커피팩토리,4.59,276,43,대구 동구 팔공로101길 39 커피팩토리,10:00 - 22:00,053-981-0026,https://thecoffeefactory.modoo.at/,스페셜티 로스터리 오직 산지최고의 커피만 판매 매일 로스팅한 신선한 원두 판매,공사중,"{'커피가 맛있어요': '122', '음료가 맛있어요': '45', '친절해요': '35', '가성비가 좋아요': '34', '특별한 메뉴가 있어요': '20', '대화하기 좋아요': '17', '좌석이 편해요': '13', '뷰가 좋아요': '13', '매장이 청결해요': '12', '주차하기 편해요': '11', '디저트가 맛있어요': '9', '인테리어가 멋져요': '9', '집중하기 좋아요': '7', '사진이 잘 나와요': '3'}"
1132,공산동 카페포스,카페포스,초기값,373,152,대구 동구 팔공로217길 66 1층,NO INFO,0507-1442-4862,https://blog.naver.com/cafe4s,안녕하세요 cafe 4's입니다 자연과 함께 힐링하기 좋은 카페입니다 ^^ 방갈로 운영중입니다~ 바베큐 예약 받아요~,공사중,"{'친절해요': '264', '인테리어가 멋져요': '256', '음식이 맛있어요': '192', '뷰가 좋아요': '167', '매장이 넓어요': '117', '매장이 청결해요': '115', '주차하기 편해요': '100', '특별한 메뉴가 있어요': '96', '특별한 날 가기 좋아요': '46', '재료가 신선해요': '32', '화장실이 깨끗해요': '32', '가성비가 좋아요': '31', '단체모임 하기 좋아요': '17', '양이 많아요': '16', '야외 공간이 멋져요': '2', '반려동물과 가기 좋아요': '2'}"
1133,도평동 슬로우,슬로우,초기값,73,35,대구 동구 팔공로23길 12-1 카페 SLOW,"11:00 - 20:00
19:30 라스트오더",0507-1420-5456,https://www.instagram.com/cafe_slow__,"불로동에 위치한 카페 SLOW입니다.

※외부음식은 취식을 금하오니 참고 부탁드립니다.※",공사중,"{'커피가 맛있어요': '29', '음료가 맛있어요': '26', '디저트가 맛있어요': '23', '인테리어가 멋져요': '21', '뷰가 좋아요': '17', '주차하기 편해요': '14', '친절해요': '12', '사진이 잘 나와요': '10', '대화하기 좋아요': '10', '매장이 청결해요': '9', '특별한 메뉴가 있어요': '6', '화장실이 깨끗해요': '4', '좌석이 편해요': '2', '집중하기 좋아요': '2', '야외 공간이 멋져요': '1'}"
1134,검단동 빽다방 대구불로동점,빽다방 대구불로동점,초기값,67,초기값,대구 동구 팔공로24길 7 1층,08:00 - 21:00,070-4060-5484,NO INFO,불로전통시장 입구에 위치해 있는 테이크아웃 전문점입니다 옛 불로파출소 자리입니다,공사중,"{'가성비가 좋아요': '35', '친절해요': '26', '음료가 맛있어요': '19', '매장이 청결해요': '17', '커피가 맛있어요': '13', '대화하기 좋아요': '5', '좌석이 편해요': '4', '인테리어가 멋져요': '4', '주차하기 편해요': '4', '특별한 메뉴가 있어요': '4', '뷰가 좋아요': '3', '디저트가 맛있어요': '2', '음식이 빨리 나와요': '1', '메뉴 구성이 알차요': '1', '사진이 잘 나와요': '1', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}"
1135,불로동 리틀커피,리틀커피,4.51,71,15,대구 동구 팔공로24길 83,11:00 - 21:00,0507-1340-8466,http://littlecoffee.kr/,"당신의 일상과 함께 할 작은 로스터리 카페, 리틀커피. 스토어팜에서 커피원두도 구입하실 수 있습니다.",공사중,"{'커피가 맛있어요': '18', '친절해요': '10', '매장이 청결해요': '8', '음료가 맛있어요': '6', '디저트가 맛있어요': '3', '주차하기 편해요': '3', '가성비가 좋아요': '3', '대화하기 좋아요': '3', '뷰가 좋아요': '3', '집중하기 좋아요': '2', '좌석이 편해요': '1', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1', '특별한 메뉴가 있어요': '1'}"
