,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
18,올리졸리꽉꽉이네,검색결과 없음,,,,,,,,,,
19,더드림커피,검색결과 없음,,,,,,,,,,
20,커피스타,검색결과 없음,,,,,,,,,,
21,팔공티경북대학교북문점,팔공티 경북대북문점,4.63,344.0,18,대구 북구 산격로6길 29-2 1층,15:00 - 22:00,070-4799-8080,http://www.palgongtea.co.kr/,"차 한잔 생각날 땐, 팔공티
오늘 하루 수고한 그대에게
가슴이 따뜻해지는 차 한잔을 선물합니다.

팔공티는 고품질의 차(茶)를 합리적인 가격에 제공하며,
남녀노소 모두에게 사랑받는 티(TEA) 전문 카페 프랜차이즈입니다.",공사중,"{'음료가 맛있어요': '67', '가성비가 좋아요': '49', '차가 맛있어요': '43', '친절해요': '35', '매장이 청결해요': '15', '디저트가 맛있어요': '11', '특별한 메뉴가 있어요': '8', '대화하기 좋아요': '6', '좌석이 편해요': '5', '인테리어가 멋져요': '3', '주차하기 편해요': '2', '집중하기 좋아요': '2', '화장실이 깨끗해요': '2', '사진이 잘 나와요': '1', '뷰가 좋아요': '1'}"
22,다락마카롱,다락마카롱,초기값,4.0,2,대구 북구 대천로17길 9-8 1층 다락마카롱,11:00 - 18:00,010-4812-0416,NO INFO,NO INFO,공사중,리뷰 수 부족
23,혜민커피,혜민카페,4.9,57.0,초기값,대구 북구 태전로1길 13 혜민커피,09:00 - 16:00,0507-1335-7549,https://hyemincoffee.modoo.at,"1인 28.0. 업그레이드 15.0
stage1 콜드브루 &Mocktail
stage2 콜드브루 라떼 &Mocktail
stage3 필터커피
stage4 에스프레소, 라떼, 디저트",공사중,"{'친절해요': '21', '커피가 맛있어요': '16', '음료가 맛있어요': '8', '특별한 메뉴가 있어요': '7', '디저트가 맛있어요': '6', '매장이 청결해요': '6', '대화하기 좋아요': '6', '가성비가 좋아요': '2', '좌석이 편해요': '1', '주차하기 편해요': '1', '사진이 잘 나와요': '1'}"
24,카페바인,검색결과 없음,,,,,,,,,,
25,파리엔테스,파리엔테스 1호점,5,27.0,초기값,대구 북구 동천로 6,NO INFO,NO INFO,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '18', '음료가 맛있어요': '11', '친절해요': '8', '가성비가 좋아요': '6', '디저트가 맛있어요': '5', '특별한 메뉴가 있어요': '2', '매장이 청결해요': '2'}"
26,카페고성,검색결과 없음,,,,,,,,,,
27,카페낭월,검색결과 없음,,,,,,,,,,
28,다방,검색결과 없음,,,,,,,,,,
29,두낫헤지테이트,두낫헤지테이트,4.55,153.0,242,대구 북구 동천로 127 2층,"10:00 - 24:00
23:15 라스트오더",053-313-3313,https://www.instagram.com/donot__hesitate,칠곡 3지구에서 오랫동안 추억을 쌓아온 카페로서 언제라도 편히 쉴 수 있는 사랑방 같은 곳입니다.,공사중,"{'커피가 맛있어요': '51', '음료가 맛있어요': '37', '디저트가 맛있어요': '36', '인테리어가 멋져요': '30', '좌석이 편해요': '18', '매장이 청결해요': '18', '친절해요': '15', '특별한 메뉴가 있어요': '12', '대화하기 좋아요': '12', '가성비가 좋아요': '7', '화장실이 깨끗해요': '7', '뷰가 좋아요': '7', '사진이 잘 나와요': '6', '집중하기 좋아요': '3', '주차하기 편해요': '2'}"
30,이디야커피,이디야커피 대구칠곡네거리점,4.55,156.0,초기값,대구 북구 칠곡중앙대로 403 1층,"10:00 - 22:00
21:50 라스트오더",0507-1302-2248,http://www.ediya.com/,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.",공사중,"{'커피가 맛있어요': '49', '친절해요': '42', '음료가 맛있어요': '36', '가성비가 좋아요': '26', '매장이 청결해요': '21', '좌석이 편해요': '16', '대화하기 좋아요': '15', '디저트가 맛있어요': '13', '특별한 메뉴가 있어요': '11', '집중하기 좋아요': '10', '인테리어가 멋져요': '5', '사진이 잘 나와요': '3', '화장실이 깨끗해요': '3', '주차하기 편해요': '2'}"
31,핸즈커피운암역점,핸즈커피 운암역점,4.32,712.0,20,대구 북구 구암로 110 KT북대구지사,10:00 - 23:30,053-322-8300,http://www.handscoffee.com,주차시설완비,공사중,"{'커피가 맛있어요': '196', '음료가 맛있어요': '98', '디저트가 맛있어요': '84', '대화하기 좋아요': '77', '매장이 청결해요': '59', '친절해요': '50', '좌석이 편해요': '49', '주차하기 편해요': '40', '화장실이 깨끗해요': '26', '인테리어가 멋져요': '21', '가성비가 좋아요': '21', '특별한 메뉴가 있어요': '19', '뷰가 좋아요': '17', '집중하기 좋아요': '15', '사진이 잘 나와요': '5'}"
32,블럭커피(BLOCKCOFFEE),블럭커피,4.69,11.0,초기값,대구 북구 동북로50길 8 1층 블럭커피,11:00 - 23:00,070-8864-8858,NO INFO,복현동. 커피전문점 블럭커피입니다 아늑하고 조용한 감성 분위기 카페,공사중,리뷰 수 부족
33,플러스공방앤카페,검색결과 없음,,,,,,,,,,
34,얼터커피,얼터커피,4.76,76.0,70,대구 북구 학정로 11-11 1층 얼터커피,"12:00 - 19:00
18:30 라스트오더",010-9596-8247,http://instagram.com/altercoffee,소박한 일상에서 행복감을 찾는 이곳은 얼터커피 입니다. 맛있는 커피한잔으로 힐링하세요 :),공사중,"{'커피가 맛있어요': '39', '친절해요': '26', '인테리어가 멋져요': '20', '디저트가 맛있어요': '14', '음료가 맛있어요': '11', '매장이 청결해요': '9', '사진이 잘 나와요': '7', '특별한 메뉴가 있어요': '7', '대화하기 좋아요': '6', '가성비가 좋아요': '5', '집중하기 좋아요': '5', '좌석이 편해요': '1', '화장실이 깨끗해요': '1', '뷰가 좋아요': '1'}"
35,커피버베나,커피버베나,4.58,232.0,175,대구 북구 학남로17길 8-19,10:00 - 19:00,053-321-1096,https://blog.naver.com/xkmy13x,"흑임자라떼와 커피브륄레, 크렘브륄레가 유명한 시럽까지 수제로 끓이는 수제디저트,커피맛집입 니다. 커피와 만남에서 주는 소소한 행복...",공사중,"{'커피가 맛있어요': '124', '디저트가 맛있어요': '96', '친절해요': '84', '음료가 맛있어요': '56', '특별한 메뉴가 있어요': '55', '인테리어가 멋져요': '54', '아늑해요': '46', '사진이 잘 나와요': '30', '대화하기 좋아요': '25', '가성비가 좋아요': '18', '매장이 청결해요': '14', '음악이 좋아요': '7', '좌석이 편해요': '2', '화장실이 깨끗해요': '2', '아이와 가기 좋아요': '1', '특별한 날 가기 좋아요': '1', '집중하기 좋아요': '1'}"
36,리틀냅침산점,검색결과 없음,,,,,,,,,,
37,널그린다,검색결과 없음,,,,,,,,,,
38,대우받는카페,대우받는카페,4.7,57.0,초기값,대구 북구 팔거천동로4길 41-7,NO INFO,NO INFO,NO INFO,NO INFO,공사중,"{'친절해요': '30', '커피가 맛있어요': '24', '매장이 청결해요': '21', '화장실이 깨끗해요': '19', '음료가 맛있어요': '17', '대화하기 좋아요': '17', '집중하기 좋아요': '13', '인테리어가 멋져요': '10', '특별한 메뉴가 있어요': '10', '사진이 잘 나와요': '9', '디저트가 맛있어요': '6', '좌석이 편해요': '3', '가성비가 좋아요': '2', '뷰가 좋아요': '2'}"
39,블루포트경북대학교점,BLUE POT 경북대학교점,4.49,104.0,초기값,대구 북구 대학로 80,NO INFO,NO INFO,NO INFO,NO INFO,공사중,"{'음료가 맛있어요': '5', '가성비가 좋아요': '5', '커피가 맛있어요': '4', '친절해요': '4', '디저트가 맛있어요': '2', '매장이 청결해요': '1', '대화하기 좋아요': '1'}"
40,카페53,검색결과 없음,,,,,,,,,,
41,헤븐,검색결과 없음,,,,,,,,,,
42,로비아네(LOBIANE),검색결과 없음,,,,,,,,,,
43,가보커피바(GABOCOFFEEBAR),검색결과 없음,,,,,,,,,,
44,헤이트먼데이(산격점),검색결과 없음,,,,,,,,,,
45,줌줌,줌줌,4.58,34.0,10,대구 북구 경대로19길 11,09:00 - 24:00,053-939-9222,NO INFO,"카페테리아 줌줌

1.카페테리아 줌줌은 편하게 즐길 수 있는 자율 카페테리아입니다.

2.아주 저렴한 가격으로 음료와 스낵을 이용하세요.

3.공부도 하고 휴식도 가지며 자유롭게 카페테리아 줌줌을 이용하세요.

감사합니다.",공사중,"{'집중하기 좋아요': '7', '커피가 맛있어요': '4', '가성비가 좋아요': '4', '매장이 청결해요': '4', '좌석이 편해요': '3', '디저트가 맛있어요': '1', '음료가 맛있어요': '1', '친절해요': '1', '화장실이 깨끗해요': '1'}"
46,다원카페,검색결과 없음,,,,,,,,,,
47,시간을걷다,검색결과 없음,,,,,,,,,,
48,위트커피,검색결과 없음,,,,,,,,,,
49,디저트스윗베리,줌줌,4.58,34.0,10,대구 북구 경대로19길 11,09:00 - 24:00,053-939-9222,NO INFO,"카페테리아 줌줌

1.카페테리아 줌줌은 편하게 즐길 수 있는 자율 카페테리아입니다.

2.아주 저렴한 가격으로 음료와 스낵을 이용하세요.

3.공부도 하고 휴식도 가지며 자유롭게 카페테리아 줌줌을 이용하세요.

감사합니다.",공사중,"{'집중하기 좋아요': '7', '커피가 맛있어요': '4', '가성비가 좋아요': '4', '매장이 청결해요': '4', '좌석이 편해요': '3', '디저트가 맛있어요': '1', '음료가 맛있어요': '1', '친절해요': '1', '화장실이 깨끗해요': '1'}"
50,마카로네상점,검색결과 없음,,,,,,,,,,
51,마시그래이연경점,검색결과 없음,,,,,,,,,,
52,엠트리(M-tree),줌줌,4.58,34.0,10,대구 북구 경대로19길 11,09:00 - 24:00,053-939-9222,NO INFO,"카페테리아 줌줌

1.카페테리아 줌줌은 편하게 즐길 수 있는 자율 카페테리아입니다.

2.아주 저렴한 가격으로 음료와 스낵을 이용하세요.

3.공부도 하고 휴식도 가지며 자유롭게 카페테리아 줌줌을 이용하세요.

감사합니다.",공사중,"{'집중하기 좋아요': '7', '커피가 맛있어요': '4', '가성비가 좋아요': '4', '매장이 청결해요': '4', '좌석이 편해요': '3', '디저트가 맛있어요': '1', '음료가 맛있어요': '1', '친절해요': '1', '화장실이 깨끗해요': '1'}"
53,더리터(THE LITER),검색결과 없음,,,,,,,,,,
54,라임커피(Laim),라임커피,4.08,100.0,15,대구 북구 경진로 38 1층,10:00 - 22:00,053-951-5657,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '30', '음료가 맛있어요': '10', '친절해요': '10', '좌석이 편해요': '7', '디저트가 맛있어요': '6', '인테리어가 멋져요': '6', '매장이 청결해요': '6', '집중하기 좋아요': '6', '대화하기 좋아요': '6', '가성비가 좋아요': '5', '화장실이 깨끗해요': '4', '특별한 메뉴가 있어요': '3', '뷰가 좋아요': '2', '주차하기 편해요': '1'}"
55,빈포유,빈포유,초기값,10.0,52,대구 북구 칠성남로30길 48 A동 1층,NO INFO,0507-1370-8545,https://blog.naver.com/pafd9,예쁜 꽃으로 감동을 선사하겠습니다 :) 주문문의 01025282605 전화x 문자o,공사중,리뷰 수 부족
56,한스만화방까페,빈포유,초기값,10.0,52,대구 북구 칠성남로30길 48 A동 1층,NO INFO,0507-1370-8545,https://blog.naver.com/pafd9,예쁜 꽃으로 감동을 선사하겠습니다 :) 주문문의 01025282605 전화x 문자o,공사중,리뷰 수 부족
57,카페몽블랑,라운드라운드,4.49,1933.0,277,대구 북구 학정로 550,NO INFO,0507-1351-7234,https://blog.naver.com/roundroundbread,"👍Bravo My Life, Bravo My Bread!

여러분들에게 늘 소중한 기억을 전해드립니다, 칠곡경대병원 근처에 있는
저희 라운드라운드빵집은 차별화된 남다른 맛과 멋을 말합니다. 

#칠곡대표빵집
#칠곡경대병원 빵집
#대구빵집
#칠곡맛집
#칠곡데이트 

⏰OPEN 09:00 / CLOSE 22:00


🥐대구광역시 북구 학정로 550 1층 

☎️053-323-7234",공사중,리뷰 수 부족
58,커피베리,검색결과 없음,,,,,,,,,,
59,팔공티이마트칠성점,팔공티 이마트칠성점,4.38,1520.0,16,대구 북구 침산로 93,10:00 - 22:30,053-341-9031,http://www.palgongtea.co.kr/,"차 한잔 생각날 땐, 팔공티
오늘 하루 수고한 그대에게
가슴이 따뜻해지는 차 한잔을 선물합니다.

팔공티는 고품질의 차(茶)를 합리적인 가격에 제공하며,
남녀노소 모두에게 사랑받는 티(TEA) 전문 카페 프랜차이즈입니다.",공사중,"{'음료가 맛있어요': '353', '가성비가 좋아요': '290', '차가 맛있어요': '203', '주차하기 편해요': '130', '친절해요': '119', '매장이 청결해요': '66', '특별한 메뉴가 있어요': '46', '디저트가 맛있어요': '44', '화장실이 깨끗해요': '17', '대화하기 좋아요': '15', '인테리어가 멋져요': '12', '집중하기 좋아요': '10', '좌석이 편해요': '8', '사진이 잘 나와요': '5', '뷰가 좋아요': '4'}"
60,블록체인스튜디오(BLOCKCHAINSTUDIO),검색결과 없음,,,,,,,,,,
61,플라워카페 향기,팔공티 이마트칠성점,4.38,1520.0,16,대구 북구 침산로 93,10:00 - 22:30,053-341-9031,http://www.palgongtea.co.kr/,"차 한잔 생각날 땐, 팔공티
오늘 하루 수고한 그대에게
가슴이 따뜻해지는 차 한잔을 선물합니다.

팔공티는 고품질의 차(茶)를 합리적인 가격에 제공하며,
남녀노소 모두에게 사랑받는 티(TEA) 전문 카페 프랜차이즈입니다.",공사중,"{'음료가 맛있어요': '353', '가성비가 좋아요': '290', '차가 맛있어요': '203', '주차하기 편해요': '130', '친절해요': '119', '매장이 청결해요': '66', '특별한 메뉴가 있어요': '46', '디저트가 맛있어요': '44', '화장실이 깨끗해요': '17', '대화하기 좋아요': '15', '인테리어가 멋져요': '12', '집중하기 좋아요': '10', '좌석이 편해요': '8', '사진이 잘 나와요': '5', '뷰가 좋아요': '4'}"
62,"카페,일상",카페일상,4.61,124.0,12,대구 북구 내곡로 73,NO INFO,053-313-2565,http://instagram.com/cafe_ilsang,"맛있는 커피를 올바르게 제공하는 것이 매일의 목표이며, 모든 디저트는 재료계량부터 오븐에 굽기까지 모두 직접 하고 있으며 좋은 재료를 이용해 최고의 맛을 내기위해 항상 노력하고 있습니다:)",공사중,"{'커피가 맛있어요': '74', '친절해요': '61', '디저트가 맛있어요': '58', '음료가 맛있어요': '41', '매장이 청결해요': '26', '특별한 메뉴가 있어요': '11', '가성비가 좋아요': '8', '대화하기 좋아요': '8', '인테리어가 멋져요': '7', '좌석이 편해요': '6', '집중하기 좋아요': '2', '화장실이 깨끗해요': '1', '뷰가 좋아요': '1'}"
63,커피당,카페일상,4.61,124.0,12,대구 북구 내곡로 73,NO INFO,053-313-2565,http://instagram.com/cafe_ilsang,"맛있는 커피를 올바르게 제공하는 것이 매일의 목표이며, 모든 디저트는 재료계량부터 오븐에 굽기까지 모두 직접 하고 있으며 좋은 재료를 이용해 최고의 맛을 내기위해 항상 노력하고 있습니다:)",공사중,"{'커피가 맛있어요': '74', '친절해요': '61', '디저트가 맛있어요': '58', '음료가 맛있어요': '41', '매장이 청결해요': '26', '특별한 메뉴가 있어요': '11', '가성비가 좋아요': '8', '대화하기 좋아요': '8', '인테리어가 멋져요': '7', '좌석이 편해요': '6', '집중하기 좋아요': '2', '화장실이 깨끗해요': '1', '뷰가 좋아요': '1'}"
64,참새과자점,참새과자점,4.69,75.0,12,대구 북구 칠곡중앙대로69길 3 1층 참새과자점,"12:00 - 19:00
18:30 라스트오더",0507-1364-1601,https://www.instagram.com/chamsae_ggaja,NO INFO,공사중,"{'디저트가 맛있어요': '42', '친절해요': '24', '특별한 메뉴가 있어요': '15', '매장이 청결해요': '9', '커피가 맛있어요': '8', '음료가 맛있어요': '6', '인테리어가 멋져요': '2', '대화하기 좋아요': '2', '가성비가 좋아요': '1', '집중하기 좋아요': '1', '뷰가 좋아요': '1'}"
65,라이프빈,라이프빈,4.94,117.0,49,대구 북구 관음동로 119-1 1층,정기휴무 (매주 토요일),0507-1322-7993,https://blog.naver.com/myung4400,"직접 매장에서 갓볶은 원두커피의
풍미를 맛보세요

매장용 도매커피부터
최고급 스페셜티 커피까지
다양한 커피종류를 가지고있습니다.

커피종류마다 각각 다른 로스팅프로파일을
적용하여 커피 고유의 맛을 살려서
맛있는 커피를 제공해 드리겠습니다.

핸드드립 2천원
커피원두 100g, 200g, 500g, 1kg
약30여종의 다양한 원두를 다양한 용량으로
구입이 가능합니다^^",공사중,"{'커피가 맛있어요': '56', '친절해요': '32', '가성비가 좋아요': '31', '매장이 청결해요': '13', '음료가 맛있어요': '8', '특별한 메뉴가 있어요': '6', '집중하기 좋아요': '4', '대화하기 좋아요': '3', '좌석이 편해요': '1', '아늑해요': '1', '주문제작을 잘해줘요': '1', '인테리어가 멋져요': '1'}"
66,핸썸커피,검색결과 없음,,,,,,,,,,
67,라온,검색결과 없음,,,,,,,,,,
68,호찐빵만두나라,검색결과 없음,,,,,,,,,,
69,타르트팜,타르트팜 사수점,4.63,231.0,24,대구 북구 내곡로 73 금강플라자 106호,"08:30 - 20:00
19:30 라스트오더",070-4103-1111,NO INFO,무항생제 계란과 100%동물성 생크림만을 사용하는 수제타르트와 커피와 음료를 함께 판매하는 디저트카페입니다.,공사중,리뷰 수 부족
70,시청(별관) 북카페,시청별관 북카페,4.69,49.0,초기값,대구 북구 연암로 40,NO INFO,053-803-7788,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '14', '음료가 맛있어요': '9', '가성비가 좋아요': '9', '친절해요': '7', '주차하기 편해요': '4', '매장이 청결해요': '4', '좌석이 편해요': '3', '대화하기 좋아요': '3', '인테리어가 멋져요': '1'}"
71,케이케이투카페(KK2CAFE),검색결과 없음,,,,,,,,,,
72,카페연암,검색결과 없음,,,,,,,,,,
73,카페연,검색결과 없음,,,,,,,,,,
74,달콤그리미,달콤그리미,4.56,51.0,28,대구 북구 학정로109길 10 명보하이츠 1층 달콤그리미,12:00 - 18:00,0507-1363-3323,http://pf.kakao.com/_xnYxdjxb,안녕하세요~학정동에 위치한 달콤그리미입니다 ~디저트를 너무 좋아해서 아기들 만들어줄려고 배우다보니 그매력에 빠져 이렇게 매장까...,공사중,"{'디저트가 맛있어요': '18', '친절해요': '6', '특별한 메뉴가 있어요': '6', '가성비가 좋아요': '5', '인테리어가 멋져요': '2', '음료가 맛있어요': '1', '사진이 잘 나와요': '1', '매장이 청결해요': '1', '집중하기 좋아요': '1', '뷰가 좋아요': '1'}"
75,감성커피,감성커피 노원점,4.33,71.0,초기값,대구 북구 팔달로27길 81,10:00 - 18:00,0507-1344-8227,NO INFO,"레시피대로 만든 커피처럼 사랑에도 레시피가 있다면!

전문가가 직접 수제 로스팅한 커피를 가까운 곳에서 즐길수 있는곳!

커피와 개성이 뚜렸한 메뉴로 눈과 입이 즐거워 지는 테이크아웃 커피전문점!

감.성.커.피!",공사중,"{'커피가 맛있어요': '25', '가성비가 좋아요': '18', '음료가 맛있어요': '8', '매장이 청결해요': '8', '친절해요': '6', '인테리어가 멋져요': '2', '특별한 메뉴가 있어요': '2', '좌석이 편해요': '1', '사진이 잘 나와요': '1', '대화하기 좋아요': '1', '화장실이 깨끗해요': '1'}"
76,탭플레이(산격점),탭플레이커피 대구산격점,4.4,70.0,초기값,대구 북구 연암로 155-1 1층,09:00 - 21:00,0507-1393-0511,NO INFO,NO INFO,공사중,"{'음료가 맛있어요': '12', '가성비가 좋아요': '11', '커피가 맛있어요': '10', '친절해요': '10', '매장이 청결해요': '5', '좌석이 편해요': '4', '대화하기 좋아요': '4', '인테리어가 멋져요': '3', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}"
77,더리터(연경점),검색결과 없음,,,,,,,,,,
78,이디야커피칠곡3지구점,이디야커피 칠곡3지구점,4.58,1165.0,20,대구 북구 동천로 120,"09:00 - 24:00
23:15 라스트오더",053-325-0103,http://www.ediya.com/,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.",공사중,"{'커피가 맛있어요': '246', '음료가 맛있어요': '165', '친절해요': '112', '가성비가 좋아요': '106', '매장이 청결해요': '83', '디저트가 맛있어요': '82', '집중하기 좋아요': '82', '대화하기 좋아요': '82', '좌석이 편해요': '71', '화장실이 깨끗해요': '30', '인테리어가 멋져요': '27', '특별한 메뉴가 있어요': '22', '뷰가 좋아요': '19', '주차하기 편해요': '15', '사진이 잘 나와요': '12'}"
79,커피베이경북대북문점,검색결과 없음,,,,,,,,,,
80,준,검색결과 없음,,,,,,,,,,
81,리미스(RIMI'S),검색결과 없음,,,,,,,,,,
82,감성상점,이디야커피 칠곡3지구점,4.58,1165.0,20,대구 북구 동천로 120,"09:00 - 24:00
23:15 라스트오더",053-325-0103,http://www.ediya.com/,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.",공사중,"{'커피가 맛있어요': '246', '음료가 맛있어요': '165', '친절해요': '112', '가성비가 좋아요': '106', '매장이 청결해요': '83', '디저트가 맛있어요': '82', '집중하기 좋아요': '82', '대화하기 좋아요': '82', '좌석이 편해요': '71', '화장실이 깨끗해요': '30', '인테리어가 멋져요': '27', '특별한 메뉴가 있어요': '22', '뷰가 좋아요': '19', '주차하기 편해요': '15', '사진이 잘 나와요': '12'}"
83,그랜마오븐,검색결과 없음,,,,,,,,,,
