,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
10,구지면 크로플덕오리아가씨 대구구지점,크로플덕 오리아가씨 대구구지점,초기값,37,8,대구 달성군 구지면 국가산단대로68길 12 1층 크로플덕오리아가씨 대구구지점,NO INFO,0507-1357-6695,NO INFO,"크로플덕오리아가씨 대구구지점입니덕:)

매일매일 겉바속촉, 달달구리 크로플과 시원한 음료를 제공하기위해 노력하겠습니덕!
(크로플에 올라가는 크림류와 밀크티, 우유라인은 매장에서 직접 만들어 제공하고 있습니덕)

오늘도 크로플덕오리아가씨 대구구지점과 행복한 디저트 타임이 되길 바라겠습니덕*_*",공사중,"{'디저트가 맛있어요': '33', '친절해요': '19', '음료가 맛있어요': '14', '매장이 청결해요': '13', '특별한 메뉴가 있어요': '11', '커피가 맛있어요': '9', '가성비가 좋아요': '6', '좌석이 편해요': '1', '대화하기 좋아요': '1', '화장실이 깨끗해요': '1'}"
11,고산1동 푸푸커피,푸푸커피 시지점,4.68,212,79,대구 수성구 유니버시아드로 341,"10:00 - 20:30
20:00 라스트오더",053-261-0264,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '105', '디저트가 맛있어요': '95', '친절해요': '67', '음료가 맛있어요': '49', '매장이 청결해요': '42', '인테리어가 멋져요': '36', '가성비가 좋아요': '30', '특별한 메뉴가 있어요': '25', '사진이 잘 나와요': '19', '대화하기 좋아요': '17', '주차하기 편해요': '15', '좌석이 편해요': '8', '집중하기 좋아요': '5', '뷰가 좋아요': '5', '음악이 좋아요': '1'}"
12,송현1동 정은레스카페,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
13,감삼동 장미카페 감삼점,장미카페 감삼점,초기값,33,2,대구 달서구 감삼남길 116 1층 장미카페 감삼점,10:30 - 03:00,0507-1317-7882,NO INFO,NO INFO,공사중,"{'디저트가 맛있어요': '17', '커피가 맛있어요': '15', '음료가 맛있어요': '7', '친절해요': '4', '가성비가 좋아요': '4', '특별한 메뉴가 있어요': '4', '인테리어가 멋져요': '3', '매장이 청결해요': '2', '집중하기 좋아요': '2'}"
14,현풍읍 더리터 현풍점,더리터 현풍점,초기값,73,3,대구 달성군 현풍읍 테크노상업로 26,07:00 - 22:00,053-611-3750,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '31', '친절해요': '28', '가성비가 좋아요': '23', '음료가 맛있어요': '16', '디저트가 맛있어요': '4', '특별한 메뉴가 있어요': '3', '매장이 청결해요': '3'}"
15,상인3동 꼬미당,꼬미당,초기값,104,35,대구 달서구 월배로40길 114 1층 꼬미당,12:00 - 22:00,0507-1346-3130,https://blog.naver.com/scy1009,"상인동 수제 구움과자&레터링 케이크 전문점 꼬미당입니다 :)
매일 아침 모든 디저트를 직접 만들고 있어요 :)
자세한 라인업은 인스타그램을 참고해주세요!",공사중,"{'디저트가 맛있어요': '81', '친절해요': '60', '매장이 청결해요': '44', '커피가 맛있어요': '43', '인테리어가 멋져요': '38', '음료가 맛있어요': '33', '특별한 메뉴가 있어요': '33', '사진이 잘 나와요': '25', '대화하기 좋아요': '17', '가성비가 좋아요': '13', '좌석이 편해요': '4', '화장실이 깨끗해요': '4', '집중하기 좋아요': '3'}"
16,옥포읍 마로니에,검색결과 없음,,,,,,,,,,
17,유천동 달,검색결과 없음,,,,,,,,,,
18,구지면 이디야커피구 지산단점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
19,지산2동 차우림,차우림,초기값,161,44,대구 수성구 지산로9길 22,NO INFO,0507-1445-5524,http://chaurim.modoo.at,"샌드위치/ 중국차/ 커피콩빵/ 대구맛집/ 대구전통차/ 대구찻집/ 보이차/ 홍차카페

*단체주문 환영*
자체 제작스티커(원하시는 문구)로 회식, 축하연,생일, 집들이 등 단체주문시 예쁘게 준비해서 보내드립니다.

*매월 마지막 일요일 휴무",공사중,"{'커피가 맛있어요': '31', '친절해요': '31', '디저트가 맛있어요': '25', '음료가 맛있어요': '20', '가성비가 좋아요': '17', '대화하기 좋아요': '16', '인테리어가 멋져요': '10', '차분한 분위기에요': '9', '매장이 청결해요': '9', '종류가 다양해요': '9', '아늑해요': '6', '좌석이 편해요': '5', '특별한 메뉴가 있어요': '3', '집중하기 좋아요': '3', '매장이 넓어요': '2', '화장실이 깨끗해요': '2'}"
20,범물1동 바우어,바우어,4.34,1537,559,대구 수성구 용학로 361,NO INFO,053-781-0369,http://www.instagram.com/cafe_bower,Bower는 숲과 정원의나무 그늘 로 도심속의 휴식처가 되고자 합니다.,공사중,리뷰 수 부족
21,이곡2동 루체,루체,4.32,126,10,대구 달서구 선원로23길 27,NO INFO,053-587-6555,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '37', '음료가 맛있어요': '22', '대화하기 좋아요': '14', '친절해요': '13', '매장이 청결해요': '12', '디저트가 맛있어요': '10', '가성비가 좋아요': '6', '특별한 메뉴가 있어요': '6', '좌석이 편해요': '5', '인테리어가 멋져요': '3', '사진이 잘 나와요': '3', '집중하기 좋아요': '3', '뷰가 좋아요': '2', '주차하기 편해요': '1'}"
22,본리동 커피나인 대구장기로,커피나인 대구장기로점,초기값,53,12,대구 달서구 장기로 100,10:00 - 19:00,053-217-8096,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '29', '친절해요': '22', '음료가 맛있어요': '19', '매장이 청결해요': '13', '인테리어가 멋져요': '10', '가성비가 좋아요': '9', '주차하기 편해요': '8', '특별한 메뉴가 있어요': '6', '디저트가 맛있어요': '3', '좌석이 편해요': '2', '화장실이 깨끗해요': '2', '집중하기 좋아요': '1'}"
23,송현1동 구공카페 송현점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
24,이곡2동 서로커피 이곡점,서로커피 이곡점,초기값,34,1,대구 달서구 계대동문로 108 1층,09:00 - 20:00,053-593-7090,NO INFO,"발아원두로 내린 커피와 다양한 음료, 쌀호두과자를 판매하는 서로커피입니다.",공사중,"{'커피가 맛있어요': '17', '친절해요': '17', '가성비가 좋아요': '11', '종류가 다양해요': '11', '음료가 맛있어요': '10', '디저트가 맛있어요': '9', '매장이 청결해요': '4', '사진이 잘 나와요': '3', '아늑해요': '2', '선물하기 좋아요': '2', '인테리어가 멋져요': '1', '아이와 가기 좋아요': '1'}"
25,성당동 팔팔커피,팔팔커피,4.81,42,초기값,대구 달서구 구마로 251,NO INFO,053-622-8835,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '12', '음료가 맛있어요': '5', '친절해요': '4', '가성비가 좋아요': '2', '특별한 메뉴가 있어요': '1', '매장이 청결해요': '1'}"
26,용산1동 벨르마망,벨르마망,4.54,121,535,대구 달서구 장산남로 33,10:00 - 20:00,053-565-1555,http://www.instagram.com/bellemaman_macaron,"좋은 재료로 정성을 다해 만드는 마카롱과 디저트, 신선한 원두로 추출하는 최상급커피, 편안하고 깔끔한 분위기",공사중,"{'디저트가 맛있어요': '41', '친절해요': '22', '매장이 청결해요': '12', '커피가 맛있어요': '7', '특별한 메뉴가 있어요': '5', '인테리어가 멋져요': '4', '음료가 맛있어요': '2', '가성비가 좋아요': '2', '사진이 잘 나와요': '1', '집중하기 좋아요': '1'}"
27,용산2동 훈카롱,훈카롱,4.5,63,43,대구 달서구 용산로 174 상가 1층 103호 훈카롱,정기휴무 (매주 목요일),0507-1480-0035,http:// https//band.us/n/a9ad1at7q4E2O,"숙성이 깔끔하게된 고유의 전통마카롱으로
메뉴가 매일마다 다르게 다양하게 나온다는점
메뉴알고싶다면 band / 인스타그램 '훈카롱' 검색하시면
다음날 메뉴를 알수있다
주문은 카카오톡플친 '훈카롱' 으로 주문하시고
입금확인시에 예약확정이되며 편한시간에 픽업서비스가능하며 택배나퀵(비용별도문의)도 가능하다는점 참고해주세요",공사중,"{'디저트가 맛있어요': '18', '친절해요': '9', '음료가 맛있어요': '6', '매장이 청결해요': '3', '대화하기 좋아요': '3', '커피가 맛있어요': '2', '가성비가 좋아요': '2', '좌석이 편해요': '1', '특별한 메뉴가 있어요': '1', '화장실이 깨끗해요': '1'}"
28,상인2동 비티케,비티케,초기값,180,122,대구 달서구 상화로 309 1층,NO INFO,0507-1395-5848,https://www.instagram.com/btyche_,"라떼와 타르트, 키슈가 맛있는 집 행복과 행운이 되어주는 곳 :)",공사중,"{'커피가 맛있어요': '134', '친절해요': '94', '디저트가 맛있어요': '92', '인테리어가 멋져요': '61', '사진이 잘 나와요': '45', '매장이 청결해요': '40', '특별한 메뉴가 있어요': '25', '가성비가 좋아요': '21', '뷰가 좋아요': '17', '음악이 좋아요': '15', '종류가 다양해요': '13', '주차하기 편해요': '9', '포장이 깔끔해요': '6', '컨셉이 독특해요': '3', '음료가 맛있어요': '1'}"
29,월성2동 더벤티 대구신월성점,더벤티 대구신월성점,4.58,543,초기값,대구 달서구 조암로 6 1층 더벤티 대구신월성점,"08:00 - 22:30
22:00 라스트오더",053-632-1544,http://theventi.co.kr/,*매장 운영 시간 및 휴무일은 매장 별로 상이합니다. *위 메뉴 금액은 Take out 구매 기준입니다.,공사중,"{'커피가 맛있어요': '210', '음료가 맛있어요': '164', '가성비가 좋아요': '139', '친절해요': '109', '매장이 청결해요': '42', '디저트가 맛있어요': '26', '대화하기 좋아요': '21', '특별한 메뉴가 있어요': '17', '인테리어가 멋져요': '16', '좌석이 편해요': '11', '화장실이 깨끗해요': '8', '주차하기 편해요': '6', '집중하기 좋아요': '6', '뷰가 좋아요': '6', '사진이 잘 나와요': '5'}"
30,죽전동 커피프렌드,커피프렌드,4.19,28,초기값,대구 달서구 당산로41길 28,NO INFO,053-562-8880,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '9', '음료가 맛있어요': '3', '가성비가 좋아요': '3', '친절해요': '2', '디저트가 맛있어요': '1', '특별한 메뉴가 있어요': '1', '집중하기 좋아요': '1'}"
31,현풍읍 핑거커피,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
32,상인3동 리리카페,리리카페,4.66,89,39,대구 달서구 월곡로 184 리빙프라자 101호 리리카페,NO INFO,0507-1338-0964,https://instagram.com/nalee_hyeri?igshid=1cuqab4pggdgw,NO INFO,공사중,"{'디저트가 맛있어요': '39', '특별한 메뉴가 있어요': '29', '친절해요': '28', '커피가 맛있어요': '27', '가성비가 좋아요': '23', '음료가 맛있어요': '17', '대화하기 좋아요': '10', '매장이 청결해요': '9', '좌석이 편해요': '6', '인테리어가 멋져요': '2', '주차하기 편해요': '1', '사진이 잘 나와요': '1', '뷰가 좋아요': '1'}"
33,가창면 카페상띠에,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
34,범물2동 빽다방 대구범물시티월드점,빽다방 대구범물시티월드점,초기값,402,13,대구 수성구 지범로 183 106호,08:00 - 22:00,053-754-0100,NO INFO,NO INFO,공사중,"{'가성비가 좋아요': '187', '음료가 맛있어요': '153', '친절해요': '119', '커피가 맛있어요': '104', '매장이 청결해요': '93', '디저트가 맛있어요': '54', '좌석이 편해요': '45', '대화하기 좋아요': '36', '특별한 메뉴가 있어요': '31', '인테리어가 멋져요': '11', '집중하기 좋아요': '8', '뷰가 좋아요': '6', '주차하기 편해요': '5', '사진이 잘 나와요': '5', '화장실이 깨끗해요': '5'}"
35,감삼동 띠아모커피 대구더열린병원점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
36,다사읍 빽다방 대구다사세천점,빽다방 대구다사세천점,4.5,321,초기값,대구 달성군 다사읍 세천로 160,09:00 - 22:00,053-592-2233,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '75', '가성비가 좋아요': '58', '음료가 맛있어요': '55', '친절해요': '53', '매장이 청결해요': '21', '디저트가 맛있어요': '14', '특별한 메뉴가 있어요': '8', '대화하기 좋아요': '6', '인테리어가 멋져요': '4', '좌석이 편해요': '3', '주차하기 편해요': '2', '집중하기 좋아요': '2', '뷰가 좋아요': '2', '화장실이 깨끗해요': '1'}"
37,옥포읍 오늘커피,"오늘, 커피",4.59,42,초기값,대구 달성군 화원읍 화원로 37,10:00 - 21:00,070-8818-6973,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '10', '친절해요': '2', '대화하기 좋아요': '2', '음료가 맛있어요': '1', '인테리어가 멋져요': '1', '가성비가 좋아요': '1'}"
38,다사읍 더벤티 대구서재점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
39,지산1동 아트바소담,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
40,장기동 웜톤에스프레소바 WARM TONE ESPRESSO BAR,웜톤에스프레소바,초기값,269,168,대구 달서구 와룡로31길 11 . 1층(감삼동),NO INFO,NO INFO,https://www.instagram.com/warm_tone_espresso.bar?igshid=YmMyMTA2M2Y=,Open I Close 09:00 - 22:00 - 대구광역시 달서구 와룡로 31길 11 (1층) - 주차가능 - YES KIDS - Y ES PET - 문의는 인스타 DM으로 부탁드...,공사중,"{'커피가 맛있어요': '134', '인테리어가 멋져요': '93', '친절해요': '70', '매장이 청결해요': '51', '사진이 잘 나와요': '49', '음료가 맛있어요': '45', '대화하기 좋아요': '37', '주차하기 편해요': '35', '뷰가 좋아요': '33', '특별한 메뉴가 있어요': '31', '디저트가 맛있어요': '26', '가성비가 좋아요': '17', '좌석이 편해요': '13', '화장실이 깨끗해요': '8', '집중하기 좋아요': '2'}"
41,유천동 쁘렝땅,쁘렝땅,4.77,45,57,대구 달서구 조암남로32길 16 주4동 1층 102호,NO INFO,0507-1456-2602,http://instagram.com/printemps_cake,NO INFO,공사중,"{'디저트가 맛있어요': '21', '커피가 맛있어요': '16', '친절해요': '15', '특별한 메뉴가 있어요': '10', '매장이 청결해요': '10', '가성비가 좋아요': '7', '음료가 맛있어요': '6', '주차하기 편해요': '4', '사진이 잘 나와요': '2', '대화하기 좋아요': '2', '좌석이 편해요': '1', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}"
42,상인1동 그곳그집,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
43,용산2동 마마,마마,4.13,15,초기값,대구 달서구 용산서로 14-8 지하 mama,NO INFO,0507-1345-6282,NO INFO,NO INFO,공사중,리뷰 수 부족
44,두류2동 공's 커피 GONG's COFFEE,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
45,고산2동 오아,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
46,현풍읍 베이킹공방구쁨,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
47,두류1동 카페오늘은여기,카페오늘은여기,초기값,26,8,대구 달서구 두류공원로 244 1층,NO INFO,0507-1367-2150,https://www.instagram.com/cafe.today.here,"> 광고, 마케팅 연락 주지 마세요 <

사장이 혼자 빵 만들고, 혼자 음료만듭니다!

저도 사장이 처음이라.. 많이 부족하겠지만 고객님들의 도움과 이해심으로 친절 한스푼 더 얹을게요!

케이크 한 판(도시락,미니,1호), 소금빵 세트(8개묶음) 주문은 최소 2-3일 전에 연락부탁드립니다:)
* 번거롭더라두 문자먼저 주시면 감사하겠습니다ㅠ.ㅠ *

감사합니다:)

* 건물 앞 주차 2대 가능/건물 뒤 주차가능(송정,영우동 사이 골목)
* 가게 내부 테이블석 보유
* 반려동물 동반 가능하나 소형견만 가능(목줄 필수, 안고 계셔야 해요!)

* 비오는 날엔 쉬어갈게요:) *",공사중,"{'친절해요': '19', '매장이 청결해요': '10', '음료가 맛있어요': '9', '커피가 맛있어요': '7', '인테리어가 멋져요': '7', '가성비가 좋아요': '6', '디저트가 맛있어요': '4', '사진이 잘 나와요': '4', '대화하기 좋아요': '3', '좌석이 편해요': '2', '뷰가 좋아요': '2', '주차하기 편해요': '1', '특별한 메뉴가 있어요': '1'}"
48,죽전동 일신다방,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
49,장기동 래이데이커피,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
50,성당동 카페봄봄 본리점,카페봄봄 본리점,4.36,404,초기값,대구 달서구 당산로 35 마동 1층 5호,10:00 - 22:00,053-525-4426,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '52', '가성비가 좋아요': '49', '친절해요': '25', '음료가 맛있어요': '23', '디저트가 맛있어요': '9', '특별한 메뉴가 있어요': '5', '주차하기 편해요': '2', '매장이 청결해요': '2', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1'}"
51,구지면 기브온,카페기브온,4.36,472,235,대구 달성군 구지면 구지서로 678-13,NO INFO,0507-1409-4567,NO INFO,"대구근교 핫플레이스 대형카페 기브온
coffee to stay
일상에서 벗어나 몸과 마음의 휴식이 될 수 있는 공간을 제공하기위해 노력하고 있습니다.

연중무휴 10:00 - 21:00 운영합니다 :)",공사중,"{'뷰가 좋아요': '169', '커피가 맛있어요': '113', '주차하기 편해요': '87', '친절해요': '59', '대화하기 좋아요': '57', '사진이 잘 나와요': '56', '인테리어가 멋져요': '55', '음료가 맛있어요': '48', '디저트가 맛있어요': '46', '좌석이 편해요': '43', '매장이 청결해요': '40', '특별한 메뉴가 있어요': '16', '야외 공간이 멋져요': '13', '아이와 가기 좋아요': '9', '가성비가 좋아요': '9', '화장실이 깨끗해요': '9', '집중하기 좋아요': '4'}"
52,현풍읍 듀엣위드유,듀엣위드유,4.33,66,14,대구 달성군 현풍읍 현풍로6길 5 302호,NO INFO,0507-1439-8956,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '16', '친절해요': '16', '음료가 맛있어요': '15', '인테리어가 멋져요': '10', '디저트가 맛있어요': '8', '뷰가 좋아요': '8', '가성비가 좋아요': '5', '매장이 청결해요': '5', '대화하기 좋아요': '5', '사진이 잘 나와요': '4', '특별한 메뉴가 있어요': '3', '좌석이 편해요': '2', '주차하기 편해요': '2', '화장실이 깨끗해요': '1'}"
53,장기동 카페달달,검색결과 없음,,,,,,,,,,
54,두류1동 달달스텝,달달스텝,4.71,29,초기값,대구 달서구 두류남길 13,NO INFO,010-7920-9333,NO INFO,NO INFO,공사중,리뷰 수 부족
55,고산2동 뜨락,뜨락,4.6,47,초기값,대구 수성구 노변공원로7길 11-10,NO INFO,0507-1349-1372,NO INFO,소금빵이 맛있는 자그마한 카페 뜨락입니다,공사중,"{'커피가 맛있어요': '27', '친절해요': '16', '디저트가 맛있어요': '14', '인테리어가 멋져요': '8', '대화하기 좋아요': '6', '음료가 맛있어요': '4', '매장이 청결해요': '3', '특별한 메뉴가 있어요': '2', '집중하기 좋아요': '2', '뷰가 좋아요': '2', '좌석이 편해요': '1', '주차하기 편해요': '1', '화장실이 깨끗해요': '1'}"
56,지산2동 고바슨,르그랑팔레드 고바슨 수성점,4.43,745,251,대구 수성구 용학로 106-7 수성스퀘어 1층,NO INFO,053-768-3133,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '177', '인테리어가 멋져요': '150', '좌석이 편해요': '98', '음료가 맛있어요': '82', '디저트가 맛있어요': '69', '대화하기 좋아요': '63', '뷰가 좋아요': '53', '매장이 청결해요': '47', '친절해요': '46', '주차하기 편해요': '45', '사진이 잘 나와요': '42', '특별한 메뉴가 있어요': '42', '화장실이 깨끗해요': '39', '가성비가 좋아요': '12', '집중하기 좋아요': '5', '매장이 넓어요': '3', '음악이 좋아요': '2', '컨셉이 독특해요': '1'}"
57,용산2동 파스쿠찌 대구용산점,파스쿠찌 대구용산점,4.47,1119,13,대구 달서구 용산로 231,08:00 - 24:00,053-523-8497,http://www.caffe-pascucci.co.kr/,파스쿠찌 대구용산점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,공사중,"{'커피가 맛있어요': '279', '음료가 맛있어요': '149', '대화하기 좋아요': '126', '매장이 청결해요': '122', '친절해요': '117', '디저트가 맛있어요': '109', '좌석이 편해요': '97', '집중하기 좋아요': '82', '화장실이 깨끗해요': '58', '인테리어가 멋져요': '57', '뷰가 좋아요': '30', '특별한 메뉴가 있어요': '28', '가성비가 좋아요': '27', '주차하기 편해요': '21', '사진이 잘 나와요': '14'}"
58,송현2동 굽는당,굽는당,초기값,1,1,대구 달서구 월배로69길 22,NO INFO,NO INFO,NO INFO,NO INFO,공사중,리뷰 수 부족
59,두류3동 그란데,검색결과 없음,,,,,,,,,,
60,지산1동 카페나루앤마트,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
61,송현2동 카페테라스,검색결과 없음,,,,,,,,,,
62,유가읍 돈키호테,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
63,두류1동 우분투,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
64,진천동 카페브릿지,카페브릿지,4.28,175,26,대구 달서구 비슬로 2728,10:30 - 23:00,053-637-0177,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '55', '음료가 맛있어요': '24', '친절해요': '23', '대화하기 좋아요': '22', '좌석이 편해요': '16', '디저트가 맛있어요': '13', '매장이 청결해요': '12', '가성비가 좋아요': '8', '집중하기 좋아요': '6', '인테리어가 멋져요': '5', '화장실이 깨끗해요': '5', '뷰가 좋아요': '5', '사진이 잘 나와요': '2', '주차하기 편해요': '1', '특별한 메뉴가 있어요': '1'}"
65,논공읍 메르헨카페,메르헨카페,4.61,468,236,대구 달성군 논공읍 성산로 1281 1층,NO INFO,053-214-4017,http://instagram.com/cafe__marchen,NO INFO,공사중,리뷰 수 부족
66,지산1동 카페차차,카페차차,초기값,5,4,대구 수성구 지범로40길 6 103동 101호,00:00 - 24:00,0507-1378-8608,https://blog.naver.com/simply8814,"키오스크 전문매장 이며 .. 직접 주문와 음료의 완성까지 잠시나 멋진 바리스타가 되어 보실수 있는 카페차차는... 최상의 원두를 저렴하고 맛있게 즐기실수 있는 공간 입니다^^
늘 편안하게 즐겨주세요^^
1호점(지산점) 수제비건그래놀라.요거트.다이어트바.핸드드립 전문점 입니다 (무학로35길99)
2호점(범물점) 키오스크 전문매장 (24h)",공사중,리뷰 수 부족
