,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
26,동천동 우유담따,우유담따,4.6,347,165,대구 북구 대천로 80 1층,NO INFO,0507-1457-5598,https://www.instagram.com/wooyu_damdda,대구 칠곡 대표 동물성100% 우유생크림 수제케이크 전문점 입니다.,공사중,"{'디저트가 맛있어요': '190', '친절해요': '106', '특별한 메뉴가 있어요': '81', '매장이 청결해요': '75', '가성비가 좋아요': '32', '인테리어가 멋져요': '27', '사진이 잘 나와요': '22', '주차하기 편해요': '12', '음료가 맛있어요': '8', '커피가 맛있어요': '4', '음식이 맛있어요': '2', '재료가 신선해요': '2', '선물하기 좋아요': '2', '특별한 날 가기 좋아요': '2', '빵이 맛있어요': '1', '아늑해요': '1', '주문제작을 잘해줘요': '1', '메뉴 구성이 알차요': '1', '집중하기 좋아요': '1', '대화하기 좋아요': '1', '뷰가 좋아요': '1'}"
27,만촌3동 마카롱킹,마카롱킹,4.44,23,초기값,대구 수성구 달구벌대로530길 25 1층 마카롱킹,10:00 - 21:00,0507-1332-3156,NO INFO,NO INFO,공사중,리뷰 수 부족
28,침산1동 마시그래이 침산점,마시그래이 침산점,초기값,98,7,대구 북구 옥산로17길 50 101동 상가 1층 3호(침산동),NO INFO,070-8836-9511,NO INFO,안녕하세요! 마시그래이 침산점 입니다:) 오늘도 저희 침산점에서 맛있는 음료와 함께 편안한 이 야기를 즐겨보시는건 어떨까요? 매장에서...,공사중,"{'가성비가 좋아요': '40', '커피가 맛있어요': '28', '음료가 맛있어요': '24', '친절해요': '23', '디저트가 맛있어요': '16', '인테리어가 멋져요': '8', '매장이 청결해요': '7', '특별한 메뉴가 있어요': '5', '좌석이 편해요': '4', '대화하기 좋아요': '4', '사진이 잘 나와요': '2', '집중하기 좋아요': '2', '양이 많아요': '1'}"
29,국우동 빽다방 대구칠곡학정점,빽다방 대구칠곡학정점,초기값,255,8,대구 북구 학정로 522-1 1층 101호,08:00 - 21:00,0507-1347-6791,NO INFO,빽다방 대구칠곡학정점 입니다.,공사중,"{'친절해요': '85', '음료가 맛있어요': '79', '커피가 맛있어요': '76', '가성비가 좋아요': '75', '매장이 청결해요': '55', '인테리어가 멋져요': '24', '디저트가 맛있어요': '21', '주차하기 편해요': '19', '좌석이 편해요': '16', '특별한 메뉴가 있어요': '15', '화장실이 깨끗해요': '15', '대화하기 좋아요': '12', '뷰가 좋아요': '8', '사진이 잘 나와요': '3'}"
30,읍내동 달리는커피 대구읍내점,달리는커피 대구읍내점,4.56,105,76,대구 북구 칠곡중앙대로125길 7 SD아이프라임강북아파트 상가 달리는커피 대구읍내점,08:00 - 21:00,053-321-3353,NO INFO,"웰빙과 웰니스를 추구하는 디저트 카페로, 샌드위치와 샐러드 전문점입니다 :)",공사중,"{'친절해요': '43', '음료가 맛있어요': '42', '가성비가 좋아요': '35', '커피가 맛있어요': '34', '매장이 청결해요': '33', '디저트가 맛있어요': '32', '특별한 메뉴가 있어요': '29', '인테리어가 멋져요': '10', '대화하기 좋아요': '10', '좌석이 편해요': '7', '주차하기 편해요': '6', '사진이 잘 나와요': '4', '음식이 맛있어요': '1', '집중하기 좋아요': '1'}"
31,상동 녹네커피,녹네커피,초기값,27,6,대구 수성구 상화로 79-9 1층,11:00 - 21:00,0507-1310-4782,NO INFO,고소한 라떼와 달콤한 디저트가 준비되어 있는 상동 신상카페,공사중,"{'커피가 맛있어요': '23', '친절해요': '21', '인테리어가 멋져요': '16', '매장이 청결해요': '14', '디저트가 맛있어요': '11', '사진이 잘 나와요': '10', '음료가 맛있어요': '9', '특별한 메뉴가 있어요': '9', '대화하기 좋아요': '6', '좌석이 편해요': '3', '화장실이 깨끗해요': '3', '집중하기 좋아요': '2', '주차하기 편해요': '1'}"
32,구암동 그카페,그카페,4.58,92,초기값,대구 북구 동암로38길 19,13:00 - 22:00,0507-1305-6941,NO INFO,"저희 그카페는 
일주일에 2~3번 생두의 결점두를 골라 
각각원두의 특성에따라 로스팅을 합니다
싱글오리진 원두도 판매하고
 향과 맛이 진한 더치도 판매하고 있습니다",공사중,"{'커피가 맛있어요': '31', '가성비가 좋아요': '15', '친절해요': '13', '음료가 맛있어요': '9', '대화하기 좋아요': '8', '좌석이 편해요': '5', '매장이 청결해요': '5', '디저트가 맛있어요': '4', '인테리어가 멋져요': '1', '주차하기 편해요': '1', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1', '뷰가 좋아요': '1'}"
33,산격4동 캐피톨커피,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
34,범어4동 슈가스푼,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
35,읍내동 할로커피,할로커피,초기값,30,3,대구 북구 칠곡중앙대로 434 203호 (대구읍내 행복주택),NO INFO,053-325-3587,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '21', '디저트가 맛있어요': '12', '음료가 맛있어요': '8', '친절해요': '7', '매장이 청결해요': '7', '가성비가 좋아요': '6', '인테리어가 멋져요': '2', '좌석이 편해요': '1'}"
36,구암동 2포인트커피,검색결과 없음,,,,,,,,,,
37,침산3동 The미네랄까페,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
38,읍내동 카페별자리,카페별자리,초기값,31,6,대구 북구 칠곡중앙대로 434 상가 109호 카페별자리,09:00 - 22:00,0507-1456-0280,https://www.instagram.com/star_sign434,수제디저트샵 카페별자리입니다 :),공사중,"{'인테리어가 멋져요': '17', '음료가 맛있어요': '13', '커피가 맛있어요': '12', '친절해요': '12', '디저트가 맛있어요': '9', '매장이 청결해요': '9', '가성비가 좋아요': '6', '대화하기 좋아요': '5', '좌석이 편해요': '4', '사진이 잘 나와요': '3', '특별한 메뉴가 있어요': '2', '뷰가 좋아요': '2', '주차하기 편해요': '1'}"
39,범어1동 반디의꿈,반디의꿈,4.58,138,초기값,대구 수성구 범어동,07:30 - 20:00,053-3053-7597,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '27', '친절해요': '23', '음료가 맛있어요': '19', '가성비가 좋아요': '13', '매장이 청결해요': '9', '특별한 메뉴가 있어요': '3', '좌석이 편해요': '2', '디저트가 맛있어요': '2', '인테리어가 멋져요': '1', '사진이 잘 나와요': '1', '대화하기 좋아요': '1'}"
40,산격2동 스테이모먼트,24시무인카페 스테이모먼트,초기값,4,8,대구 북구 검단로 3 101동 5호 1층,00:00 - 24:00,0507-1349-6133,https://www.instagram.com/cafe_staymoment,"안녕하세요?
복현오거리 24시무인카페 스테이모먼트 입니다.

본매장에서는 맛있는 커피와 음료를 24시간
365일 드실수 있습니다.
한번 오시면 꼭 재방문하실거에요~ 곧 뵙겠습니다.",공사중,리뷰 수 부족
41,구암동 아니스커피,아니스커피,4.4,131,초기값,대구 북구 구암로50길 3,NO INFO,0507-1367-9407,NO INFO,안녕하세요 북구 구암동에 위치한 아니스 커피입니다.(스페셜원두취급점),공사중,"{'커피가 맛있어요': '45', '음료가 맛있어요': '19', '가성비가 좋아요': '15', '좌석이 편해요': '12', '대화하기 좋아요': '11', '친절해요': '10', '디저트가 맛있어요': '8', '특별한 메뉴가 있어요': '6', '매장이 청결해요': '6', '인테리어가 멋져요': '2', '뷰가 좋아요': '2', '주차하기 편해요': '1', '사진이 잘 나와요': '1', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}"
42,구지면 와와카페,와와카페,3.25,19,초기값,대구 달성군 구지면 과학마을로2길 5-6,NO INFO,NO INFO,NO INFO,NO INFO,공사중,"{'친절해요': '7', '가성비가 좋아요': '6', '음료가 맛있어요': '5', '커피가 맛있어요': '4', '디저트가 맛있어요': '2', '대화하기 좋아요': '2', '좌석이 편해요': '1', '인테리어가 멋져요': '1', '특별한 메뉴가 있어요': '1'}"
43,동천동 다빈치커피 동천즐거운집점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
44,파동 이디야커피 수성못점,이디야커피 대구수성못점,4.52,627,41,대구 수성구 수성못길 10,"09:00 - 24:00
23:40 라스트오더",0507-1384-6272,http://www.ediya.com/,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.",공사중,"{'커피가 맛있어요': '231', '뷰가 좋아요': '177', '음료가 맛있어요': '144', '친절해요': '132', '매장이 청결해요': '100', '가성비가 좋아요': '93', '대화하기 좋아요': '89', '디저트가 맛있어요': '72', '좌석이 편해요': '53', '인테리어가 멋져요': '43', '화장실이 깨끗해요': '35', '집중하기 좋아요': '34', '사진이 잘 나와요': '24', '특별한 메뉴가 있어요': '22', '주차하기 편해요': '7'}"
45,만촌1동 라일락꽃피다,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
46,황금1동 카페우물가,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
47,중동 마망카페 대구점,마망카페 대구점,초기값,3,2,대구 수성구 들안로40길 13,10:00 - 03:30,0507-1394-8846,NO INFO,NO INFO,공사중,리뷰 수 부족
48,황금1동 국립대구박물관 카페,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
49,침산2동 더블유컬렉션,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
50,관문동 하나비,하나비,3.5,13,초기값,대구 북구 노곡로3길 2,NO INFO,NO INFO,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '7', '친절해요': '6', '가성비가 좋아요': '4', '디저트가 맛있어요': '2', '음료가 맛있어요': '2', '주차하기 편해요': '2', '대화하기 좋아요': '2', '좌석이 편해요': '1', '특별한 메뉴가 있어요': '1'}"
51,범어2동 정스콘,정스콘,4.87,109,67,대구 수성구 범어로 119-1,11:00 - 22:30,0507-1366-7427,https://www.instagram.com/jung_scone/,"유기농 비정제 설탕, 죽염, 무항생제 달걀, 고메 버터로 정직하게 만든 디저트 맛보러 오세요!",공사중,"{'디저트가 맛있어요': '75', '친절해요': '59', '매장이 청결해요': '41', '인테리어가 멋져요': '29', '커피가 맛있어요': '23', '특별한 메뉴가 있어요': '23', '음료가 맛있어요': '21', '가성비가 좋아요': '21', '사진이 잘 나와요': '17', '대화하기 좋아요': '16', '화장실이 깨끗해요': '6', '집중하기 좋아요': '5', '주차하기 편해요': '2', '차분한 분위기에요': '1', '좌석이 편해요': '1', '반려동물과 가기 좋아요': '1'}"
52,구암동 향,검색결과 없음,,,,,,,,,,
53,만촌2동 안시프랑스,안시프랑스,4.88,182,40,대구 수성구 달구벌대로522길 32 1층 안시프랑스,10:00 - 22:00,0507-1314-6556,https://annecyfrance.modoo.at,"특별한 사이즈와 맛을 자랑하는 팥빵과
시그니처 메뉴인 모찌꼬를 맛보세요.
물론 커피 또한 신선하고 깔끔한 맛을 선사합니다,",공사중,리뷰 수 부족
54,상동 금산다방,금산다방,4.41,73,초기값,대구 수성구 들안로 49,NO INFO,053-761-9336,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '17', '친절해요': '14', '가성비가 좋아요': '13', '음료가 맛있어요': '10', '매장이 청결해요': '6'}"
55,만촌2동 카페담아,카페담아,초기값,5,58,대구 수성구 달구벌대로 2540-1,10:00 - 21:00,053-216-9436,NO INFO,저희 카페담아는 프리미엄원두를 직접로스팅해서 커피를 내리며 리얼음료와 수제사이드메뉴를 판매합니다. 맛과 건강을 챙기는 안심먹거리를 제공하고자 항상 노력중입니다^^,공사중,리뷰 수 부족
56,범어1동 커핏,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
57,두산동 레이지모닝 수성아리아나호텔점,레이지모닝 아리아나호텔점,4.46,533,80,대구 수성구 동대구로 27 1층,09:00 - 22:00,0507-1345-6086,NO INFO,NO INFO,공사중,리뷰 수 부족
58,태전1동 하바나익스프레스 보건대점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
59,관음동 투데이로스팅커피 동천점,투데이로스팅커피 동천점,4.27,117,16,대구 북구 동천로23길 62,11:00 - 22:30,070-4190-5955,NO INFO,"안녕하세요 투데이로스팅커피 동천점입니다. 더 치커피전문점으로, 직접내린 아라비카100%블랜 딩, 예가체프, 케냐AA, 블루마운틴 더치원...",공사중,"{'커피가 맛있어요': '22', '가성비가 좋아요': '17', '친절해요': '15', '음료가 맛있어요': '14', '대화하기 좋아요': '11', '뷰가 좋아요': '9', '매장이 청결해요': '7', '주차하기 편해요': '5', '좌석이 편해요': '4', '인테리어가 멋져요': '4', '특별한 메뉴가 있어요': '4', '디저트가 맛있어요': '3', '사진이 잘 나와요': '2', '집중하기 좋아요': '2'}"
60,만촌1동 가가라커피,가가라커피,초기값,17,2,대구 수성구 국채보상로 1039 1층,"08:00 - 22:00
21:50 라스트오더",0507-1459-7956,https://www.instagram.com/gagara_cafe_/,"Open 08:00 - Close 22:00

커피 한 잔 가가라 디저트도 맛나데이

가가라커피는 우리 동네의 친근함을 추구합니다 :)
친근함을 느낄 수 있는 서비스를 위해 노력하며
친근한 맛으로 맛있고 건강하게 고객님께 다가가겠습니다",공사중,"{'커피가 맛있어요': '12', '가성비가 좋아요': '7', '친절해요': '5', '음료가 맛있어요': '4', '디저트가 맛있어요': '2', '특별한 메뉴가 있어요': '2', '주차하기 편해요': '1'}"
61,두산동 웰스프링,카페웰스프링,4.92,126,31,대구 수성구 용학로28길 8 화성파크드림 아파트상가 101호,NO INFO,053-784-1003,http://instagram.com/cafe.wellspring,NO INFO,공사중,"{'디저트가 맛있어요': '19', '커피가 맛있어요': '10', '친절해요': '9', '음료가 맛있어요': '7', '특별한 메뉴가 있어요': '5', '가성비가 좋아요': '3', '사진이 잘 나와요': '2', '매장이 청결해요': '2', '좌석이 편해요': '1', '인테리어가 멋져요': '1', '집중하기 좋아요': '1', '대화하기 좋아요': '1'}"
62,침산2동 파스쿠찌 대구침산중앙DI점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
63,산격1동 헤이트먼데이 경북대점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
