,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
1589,동천동 빈스크라운커피,빈스크라운커피,4.48,142,32,"대구 북구 팔거천동로 218 1, 2층",11:00 - 24:00,053-313-3222,http://blog.daum.net/beanscrowncoffee,NO INFO,공사중,"{'커피가 맛있어요': '39', '친절해요': '18', '디저트가 맛있어요': '17', '음료가 맛있어요': '14', '대화하기 좋아요': '14', '집중하기 좋아요': '13', '매장이 청결해요': '11', '좌석이 편해요': '8', '인테리어가 멋져요': '5', '가성비가 좋아요': '5', '특별한 메뉴가 있어요': '4', '뷰가 좋아요': '4', '화장실이 깨끗해요': '2', '주차하기 편해요': '1'}"
1590,관음동 빽다방 대구칠곡팔거역점,빽다방 대구칠곡팔거역점,초기값,297,8,대구 북구 팔거천동로 222,NO INFO,053-716-0082,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '125', '가성비가 좋아요': '95', '음료가 맛있어요': '72', '친절해요': '68', '매장이 청결해요': '43', '디저트가 맛있어요': '27', '좌석이 편해요': '20', '대화하기 좋아요': '20', '특별한 메뉴가 있어요': '19', '인테리어가 멋져요': '18', '집중하기 좋아요': '5', '사진이 잘 나와요': '4', '화장실이 깨끗해요': '3', '아늑해요': '1', '음악이 좋아요': '1', '주차하기 편해요': '1', '매장이 넓어요': '1', '종류가 다양해요': '1'}"
1591,구암동 힉스 구암점,힉스 구암점,4.52,109,초기값,대구 북구 팔거천동로 80-1,NO INFO,0507-1483-0117,NO INFO,녹차라떼가 맛있는 집,공사중,"{'커피가 맛있어요': '21', '가성비가 좋아요': '16', '친절해요': '13', '음료가 맛있어요': '12', '매장이 청결해요': '5', '대화하기 좋아요': '5', '좌석이 편해요': '4', '디저트가 맛있어요': '4', '특별한 메뉴가 있어요': '3', '인테리어가 멋져요': '2', '화장실이 깨끗해요': '2', '주차하기 편해요': '1', '집중하기 좋아요': '1'}"
1592,동천동 카페마루,카페마루,4.73,110,73,대구 북구 팔거천동로24길 40 단지내상가 118동 107호,09:00 - 19:30,0507-1394-2309,https://www.instagram.com/,"신선한 재료로 정성가득 맛있게
푸짐하게 채워드립니다~
컵떡볶이랑 토스트 메뉴 리뉴얼
되었습니다..새로미~~
인기 북상중 ~~^^
내가 매일 먹는 음식 입니다..
정직하고
건강하게!!!!
가성비 찐!!! 이예요~~^^
샌듸치 땡기실땐 베이컨빵빵~~
카페마루커피는 콜롬비아 고급원두를 사용해서 더욱 진하고 꼬소
하답니다~~라떼맛집!
맛보시러 오셔요^^",공사중,"{'친절해요': '70', '가성비가 좋아요': '48', '디저트가 맛있어요': '47', '커피가 맛있어요': '43', '음료가 맛있어요': '38', '주차하기 편해요': '38', '매장이 청결해요': '34', '음식이 맛있어요': '22', '인테리어가 멋져요': '20', '특별한 메뉴가 있어요': '18', '재료가 신선해요': '16', '대화하기 좋아요': '14', '좌석이 편해요': '5', '양이 많아요': '3', '집중하기 좋아요': '3', '뷰가 좋아요': '3', '혼밥하기 좋아요': '1', '매장이 넓어요': '1', '특별한 날 가기 좋아요': '1'}"
1593,동천동 몰타 칠곡점,몰타 칠곡점,4.49,130,10,대구 북구 팔거천동로34길 12 1층,11:00 - 22:00,053-264-0067,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '47', '음료가 맛있어요': '35', '친절해요': '27', '디저트가 맛있어요': '21', '가성비가 좋아요': '20', '매장이 청결해요': '14', '인테리어가 멋져요': '9', '대화하기 좋아요': '9', '사진이 잘 나와요': '6', '특별한 메뉴가 있어요': '5', '뷰가 좋아요': '4', '좌석이 편해요': '3', '주차하기 편해요': '2', '집중하기 좋아요': '2', '화장실이 깨끗해요': '1'}"
1594,관음동 커피바스켓,커피바스켓,4.39,66,109,대구 북구 팔거천동로34길 2-17,12:00 - 22:00,053-261-6996,NO INFO,NO INFO,공사중,"{'친절해요': '16', '디저트가 맛있어요': '12', '특별한 메뉴가 있어요': '11', '매장이 청결해요': '6', '커피가 맛있어요': '5'}"
1595,동천동 꽃을담다,꽃을담다,4.61,411,20,대구 북구 팔거천동로34길 3 꽃을담다,10:30 - 01:00,0507-1340-7457,http://instagram.com/cafein_flower,"음악과 커피를 즐길수 있는 통기타라이브카페 꽃담입니다
도심 속 작은 정원과 테라스석 완비되어있습니다.

저녁 타임엔 비어와 칵테일도 판매하니 통기타연주와 함께꽃담에서 즐거운 시간보내세요 ^^ ~

라이브공연 : 매주 화 금 pm 8:30 ~ pm 10:00 
( 사장님이 직접하는 공연과 매 주 초대게스트 교체 )

단체손님도 환영합니다 ^^*",공사중,"{'커피가 맛있어요': '56', '친절해요': '40', '음료가 맛있어요': '36', '대화하기 좋아요': '24', '디저트가 맛있어요': '23', '매장이 청결해요': '17', '특별한 메뉴가 있어요': '14', '가성비가 좋아요': '12', '인테리어가 멋져요': '10', '좌석이 편해요': '9', '뷰가 좋아요': '6', '화장실이 깨끗해요': '5', '사진이 잘 나와요': '4', '집중하기 좋아요': '2', '주차하기 편해요': '1'}"
1596,동천동 미엘,미엘,4.63,132,34,대구 북구 팔거천동로34길 3-19,11:00 - 23:00,070-8880-9474,https://blog.naver.com/bbisunii,"좋은재료로 직접만든 디저트와 각종수제차
맛과 건강을 함께 드려요
딸기듬뿍 딸기케이크.
겉바속촉 소금빵도 맛나답니다

수제케익
각종 답례품 선물세트 주문받아요",공사중,"{'커피가 맛있어요': '36', '디저트가 맛있어요': '33', '친절해요': '24', '음료가 맛있어요': '23', '매장이 청결해요': '15'}"
1597,구암동 꼬모맨션 칠곡점,꼬모맨션 칠곡점,4.5,774,270,대구 북구 팔거천동로4길 2 1층,10:00 - 22:00,070-8777-6671,NO INFO,NO INFO,공사중,"{'디저트가 맛있어요': '488', '친절해요': '314', '인테리어가 멋져요': '300', '커피가 맛있어요': '286', '매장이 청결해요': '262', '음료가 맛있어요': '232', '사진이 잘 나와요': '160', '특별한 메뉴가 있어요': '124', '대화하기 좋아요': '90', '화장실이 깨끗해요': '48', '좌석이 편해요': '45', '가성비가 좋아요': '40', '뷰가 좋아요': '20', '주차하기 편해요': '13', '집중하기 좋아요': '13', '반려동물과 가기 좋아요': '4', '종류가 다양해요': '3', '빵이 맛있어요': '1', '음식이 맛있어요': '1', '재료가 신선해요': '1', '메뉴 구성이 알차요': '1'}"
1598,관음동 카페발견자,카페 발견자,4.75,317,110,대구 북구 팔거천서로 253 진보하이츠 1층,"08:30 - 17:00
16:50 라스트오더",010-3113-7117,http://www.instagram.com/valkyunza_sandwich,"칠곡 브런치 디저트 맛집:DD

주문즉시 만들어져요
직접 공수한 신선상큼한 재료를 아낌없이
넣은 수제 고급 샌드위치

매장에서 직접구운 수제케이크와쿠키

다양한 음료와 수제청

마니마니 사랑해주세요%%%%",공사중,"{'커피가 맛있어요': '115', '디저트가 맛있어요': '103', '친절해요': '86', '음료가 맛있어요': '84', '매장이 청결해요': '48', '특별한 메뉴가 있어요': '40', '인테리어가 멋져요': '38', '대화하기 좋아요': '37', '사진이 잘 나와요': '22', '뷰가 좋아요': '21', '가성비가 좋아요': '9', '화장실이 깨끗해요': '7', '좌석이 편해요': '6', '주차하기 편해요': '6', '집중하기 좋아요': '6', '빵이 맛있어요': '1', '음식이 맛있어요': '1'}"
1599,관음동 읍내다방,읍내다방,4.67,69,11,대구 북구 팔거천서로 257,11:00 - 23:00,053-314-1249,NO INFO,읍내동 커피.원두판매전문점 읍내다방 입니다,공사중,"{'커피가 맛있어요': '19', '친절해요': '8', '대화하기 좋아요': '6', '집중하기 좋아요': '5', '인테리어가 멋져요': '4', '가성비가 좋아요': '4', '매장이 청결해요': '4', '음료가 맛있어요': '3', '좌석이 편해요': '2', '사진이 잘 나와요': '2', '화장실이 깨끗해요': '2', '주차하기 편해요': '1', '특별한 메뉴가 있어요': '1'}"
1600,읍내동 라라빈,라라빈,4.82,47,초기값,대구 북구 팔거천서로35길 5-1 1층 카페,NO INFO,0507-1441-6366,http://instagram.com/cafe_lalabean,커피콩이 노래하는 곳,공사중,"{'친절해요': '22', '커피가 맛있어요': '21', '인테리어가 멋져요': '15', '음료가 맛있어요': '14', '매장이 청결해요': '14', '사진이 잘 나와요': '8', '좌석이 편해요': '7', '가성비가 좋아요': '7', '디저트가 맛있어요': '5', '특별한 메뉴가 있어요': '4', '화장실이 깨끗해요': '4', '대화하기 좋아요': '3', '음식이 맛있어요': '1'}"
1601,원대동 구공카페 팔달점,구공카페 팔달점,4.54,72,초기값,대구 북구 팔달로 147 1층 구공카페,06:30 - 18:20,053-566-9090,NO INFO,가족같은 손님들을 위해 항상 최선을다하는 구공카페팔달점 되겠습니다,공사중,"{'커피가 맛있어요': '26', '가성비가 좋아요': '20', '친절해요': '16', '음료가 맛있어요': '10', '디저트가 맛있어요': '7', '매장이 청결해요': '6', '대화하기 좋아요': '4', '뷰가 좋아요': '2', '좌석이 편해요': '1', '사진이 잘 나와요': '1', '특별한 메뉴가 있어요': '1'}"
1602,원대동 메가MGC커피 대구팔달시장역점,메가MGC커피 대구팔달시장역점,초기값,727,6,대구 북구 팔달로 167 1층,08:00 - 21:00,053-356-9321,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '263', '친절해요': '179', '가성비가 좋아요': '179', '음료가 맛있어요': '121'}"
1603,비산5동 케이클래스커피 노원점,케이클래스커피 노원점,4.63,41,초기값,대구 북구 팔달로 217-1 1층,NO INFO,0507-1419-5878,http://kclasscoffee.com,맛있는 커피를 지향하는 스페셜티 커피 전문 카페,공사중,"{'커피가 맛있어요': '15', '매장이 청결해요': '14', '친절해요': '13', '음료가 맛있어요': '10', '주차하기 편해요': '9'}"
1604,노원동 카페여기,카페여기,4.92,61,초기값,대구 북구 팔달로 31,07:30 - 20:00,0507-1385-4113,NO INFO,"하루를 시작 할 때, 맛있는 빵도 함께 준비 되어 있습니다. ( 라떼, 미숫가루 등 )",공사중,"{'커피가 맛있어요': '36', '친절해요': '29', '음료가 맛있어요': '17', '가성비가 좋아요': '10', '매장이 청결해요': '10'}"
1605,노원동 감성커피 대구노원점,감성커피 노원점,4.33,72,초기값,대구 북구 팔달로27길 81,09:30 - 19:00,0507-1344-8227,NO INFO,"레시피대로 만든 커피처럼 사랑에도 레시피가 있다면!

전문가가 직접 수제 로스팅한 커피를 가까운 곳에서 즐길수 있는곳!

커피와 개성이 뚜렸한 메뉴로 눈과 입이 즐거워 지는 테이크아웃 커피전문점!

감.성.커.피!",공사중,"{'커피가 맛있어요': '25', '가성비가 좋아요': '19', '음료가 맛있어요': '8', '매장이 청결해요': '8', '친절해요': '7'}"
1606,비산1동 핸즈커피 팔달시장점,핸즈커피 팔달시장점,4.2,208,초기값,대구 북구 팔달로33길 16-18,10:00 - 22:00,0507-1341-0301,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '58', '친절해요': '35', '음료가 맛있어요': '28', '매장이 청결해요': '22', '디저트가 맛있어요': '21', '대화하기 좋아요': '21', '좌석이 편해요': '14', '인테리어가 멋져요': '12', '화장실이 깨끗해요': '9', '특별한 메뉴가 있어요': '7', '사진이 잘 나와요': '6', '집중하기 좋아요': '6', '뷰가 좋아요': '6', '가성비가 좋아요': '3', '주차하기 편해요': '1'}"
1607,비산1동 이디야커피 대구팔달시장점,이디야커피 커피 팔달시장점,4.54,275,13,대구 북구 팔달로35길 20,09:00 - 21:00,0533586467,http://www.ediya.com/,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.",공사중,"{'커피가 맛있어요': '53', '매장이 청결해요': '43', '친절해요': '42', '음료가 맛있어요': '32', '좌석이 편해요': '30', '대화하기 좋아요': '22', '주차하기 편해요': '19', '가성비가 좋아요': '19', '디저트가 맛있어요': '14', '인테리어가 멋져요': '14', '화장실이 깨끗해요': '10', '집중하기 좋아요': '8', '사진이 잘 나와요': '5', '뷰가 좋아요': '5', '특별한 메뉴가 있어요': '4'}"
1608,비산5동 빽다방 대구팔달노원점,빽다방 대구팔달노원점,초기값,62,2,대구 북구 팔달로35길 72 1층,NO INFO,0507-1375-6368,NO INFO,커피가 맛 있는 빽다방 입니다.,공사중,"{'친절해요': '30', '가성비가 좋아요': '30', '매장이 청결해요': '26', '음료가 맛있어요': '25', '커피가 맛있어요': '20', '좌석이 편해요': '4', '디저트가 맛있어요': '4', '특별한 메뉴가 있어요': '3', '대화하기 좋아요': '2', '차분한 분위기에요': '1', '인테리어가 멋져요': '1'}"
1609,국우동 린네베이크,린네 베이크,초기값,81,20,대구 북구 학남로 13 린네베이크,10:00 - 20:00,0507-1359-7937,https://www.instagram.com/linnebake,NO INFO,공사중,"{'디저트가 맛있어요': '59', '커피가 맛있어요': '36', '친절해요': '35', '인테리어가 멋져요': '30'}"
