,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
13,남산3동 꾸덕꾸,꾸덕꾸,초기값,20,8,대구 남구 중앙대로51길 91-2,10:00 - 22:00,0507-1432-4014,NO INFO,"*꾸덕꾸 그릭요거트는 1A등급 원유와 100%유산균을 발효시켜 매장에서 직접 만드는 수제 그릭 요거트입니다
*과일콩포트와 그래놀라는 시판용 제품이아닌 매장에서 '100%수제'로 만들고있으며 일부 과일을 제외한 여러 과일들은 매일 아침 새벽시장에서 공수해온 신선한 과일을 이용하여 만들고 있습니다 안심하고 맛있게 즐겨주세요
*단체주문 조율 가능하니 2일전 연락부탁드립니다 !",공사중,"{'친절해요': '16', '디저트가 맛있어요': '13', '매장이 청결해요': '12', '특별한 메뉴가 있어요': '10', '인테리어가 멋져요': '6', '사진이 잘 나와요': '6', '좌석이 편해요': '5', '가성비가 좋아요': '2', '대화하기 좋아요': '2', '커피가 맛있어요': '1', '음료가 맛있어요': '1'}"
14,성내3동 마카모디,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
15,신암3동 스타벅스 신세계대구8F R점,스타벅스 신세계대구8FR점,4.55,5361,152,대구 동구 신천동 329-3,10:30 - 21:30,1522-3232,http://www.starbucks.co.kr/,1.주차가능 2.주차장위치-신세계백화점 지하주 차장 3.주차가능대수-100대이상 4.주차조건-매 장이용시 1시간 무료주차 5.주차요금정산...,공사중,"{'커피가 맛있어요': '1589', '음료가 맛있어요': '728', '친절해요': '646', '디저트가 맛있어요': '406', '매장이 청결해요': '370', '주차하기 편해요': '294', '대화하기 좋아요': '287', '인테리어가 멋져요': '238', '특별한 메뉴가 있어요': '219', '화장실이 깨끗해요': '150', '좌석이 편해요': '147', '가성비가 좋아요': '117', '뷰가 좋아요': '115', '사진이 잘 나와요': '75', '집중하기 좋아요': '59', '룸이 잘 되어있어요': '1', '종류가 다양해요': '1'}"
16,동인동 카페퀸즈,카페퀸즈,4.63,122,초기값,대구 중구 동덕로40길 4,"10:30 - 22:00
21:30 라스트오더",0507-1357-5492,NO INFO,NO INFO,공사중,"{'친절해요': '35', '음료가 맛있어요': '31', '커피가 맛있어요': '28', '매장이 청결해요': '20', '인테리어가 멋져요': '18', '특별한 메뉴가 있어요': '12', '사진이 잘 나와요': '9', '대화하기 좋아요': '9', '디저트가 맛있어요': '8', '좌석이 편해요': '7', '뷰가 좋아요': '7', '가성비가 좋아요': '5', '주차하기 편해요': '4', '집중하기 좋아요': '3', '화장실이 깨끗해요': '3'}"
17,성내2동 카페필름통,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
18,신암1동 헤이크로롱,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
19,효목2동 츄릅츄릅,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
20,불로동 카페불로,카페불로,초기값,6,1,대구 동구 팔공로26길 3-1 1층,10:00 - 21:30,0507-1412-6683,NO INFO,카페불로는 직접 달인 쌍화차와 십수년 노하우의 옛 콩국을 맛 볼 수 있는 작은 카페입니다. 아늑한 공간에서 퀄리티 높은 원두로 내린 커피와 좋은사람과 여유로운 시간을 보내세요.,공사중,리뷰 수 부족
21,봉무동 디다카페,디다카페,4.45,212,15,대구 동구 팔공로51길 31-8,08:00 - 22:00,0507-1380-6148,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '80', '친절해요': '72', '음료가 맛있어요': '47', '대화하기 좋아요': '32', '매장이 청결해요': '23', '좌석이 편해요': '21', '가성비가 좋아요': '21', '디저트가 맛있어요': '14', '인테리어가 멋져요': '13', '특별한 메뉴가 있어요': '13', '화장실이 깨끗해요': '8', '주차하기 편해요': '4', '사진이 잘 나와요': '2', '집중하기 좋아요': '2', '뷰가 좋아요': '2'}"
22,안심2동 밀크올로지,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
23,안심3동 카페디아몽,카페디아몽,4.6,161,25,대구 동구 동호로9길 36 102호,08:00 - 22:00,053-962-1732,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '38', '친절해요': '28', '음료가 맛있어요': '24', '대화하기 좋아요': '17', '가성비가 좋아요': '16', '좌석이 편해요': '7', '특별한 메뉴가 있어요': '6', '집중하기 좋아요': '6', '매장이 청결해요': '5', '인테리어가 멋져요': '4', '디저트가 맛있어요': '3'}"
24,대봉2동 아틀리에빈 대봉점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
25,신천2동 이제곱,E² 이제곱,초기값,30,105,대구 수성구 신천동로96길 5,"12:00 - 20:00
19:30 라스트오더",0507-1431-7767,https://www.instagram.com/e2_daegu,"[이제곱]

런던스타일 샵앤샵 애니콩 건물 1층에 있는 이제곱 디저트 카페입니다. 대전 유명 빵집 '파프'에서 신선하게 구운 바케트와 치아바타를 사용하고, 서울 성수동에서 핫한 햄업체인 세스크 멘슬 잠봉과 햄을 이용하여 샌드위치를 만들어요!
샌드위치는 주문 즉시 조리하여 10~15분 정도 소요 됩니다!

*샌드위치 종류
1. 잠봉뵈르 샌드위치

유기농 통밀을 이용하고, 고급 디저트 버터인 이즈니버터를 사용하여 건강한 스콘을 만들어요! 총 6가지 종류의 스콘이 있으며, 상큼한 과일부터 부드러운 에스프레소와 어울리는 티라미수 스콘까지!

*스콘 종류
1. 유기농 통밀 스콘
2. 바질 스콘
3. 얼그레이 스콘
4. 티라미수 스콘
5. 레몬 스콘
6. 스트로베리 스콘
7. 초코칩 스콘

대전 라운드 커피에서 로스팅한 원두를 매주 납품받아 부드러우면서 고소한 커피를 맛보실 수 있습니다! 다른 커피보다 향이 고소하고, 부드러우며 신선한 커피맛을 즐기실 수 있어요!

* E2(이제곱)은 애니콩(annie.cong) 반려동물 간식 브랜드와 같이운영합니다
*애견동반 가능하며, 커피,디저트,와인취식 가능합니다.
*이국적이고 감성돋는 인테리어, 루프탑을 경험해보세요!
*1층 매장은 반려동물 유모차가 구비되어 있습니다! 유모차 또는 가방을 이용해 주세요!
*루프탑에서는 7kg 미만 반려동물을 풀어놓을 수 있습니다. (매주 목,금 대형견 동반 가능)
*루프탑 이용 시 반려동물 기저귀 착용 필수 입니다! 매장 카운터에서 구매가능합니다!

*19:30분 라스트 오더! 루프탑 마감은 19:50분
겨울 기간 동안 운영 시간 변경 되었습니다!

*네이버 전화 연결이 안될경우 아래 번호로 전화주세요!
 053-774-7767",공사중,리뷰 수 부족
26,공산동 파이데이아북카페,파이데이아북까페,초기값,47,4,대구 동구 파계로138길 15,NO INFO,NO INFO,NO INFO,NO INFO,공사중,리뷰 수 부족
27,안심2동 슬로우벗베럴,슬로우벗베럴,초기값,629,397,대구 동구 신평로 113,"10:30 - 22:00
21:30 라스트오더",0507-1305-9611,https://www.instagram.com/slow_but_better_official,카페가 단순히 커피를 마시는 공간일까요? 여러 분과 느림의 미학을 나누기 위해 더 여유롭고 생 동감 있는 공간을 지어냈습니다. 바쁘게만...,공사중,"{'인테리어가 멋져요': '246', '주차하기 편해요': '210', '커피가 맛있어요': '197', '디저트가 맛있어요': '174', '매장이 청결해요': '174', '뷰가 좋아요': '159', '사진이 잘 나와요': '154', '음료가 맛있어요': '99', '친절해요': '99', '좌석이 편해요': '88', '대화하기 좋아요': '84', '화장실이 깨끗해요': '68', '특별한 메뉴가 있어요': '46', '가성비가 좋아요': '18', '집중하기 좋아요': '8'}"
28,안심1동 팔공티 대구율하점,팔공티 대구율하점,초기값,720,18,대구 동구 안심로22길 52,10:00 - 22:00,053-965-4222,http://www.palgongtea.co.kr/,"차 한잔 생각날 땐, 팔공티
오늘 하루 수고한 그대에게
가슴이 따뜻해지는 차 한잔을 선물합니다.

팔공티는 고품질의 차(茶)를 합리적인 가격에 제공하며,
남녀노소 모두에게 사랑받는 티(TEA) 전문 카페 프랜차이즈입니다.",공사중,"{'음료가 맛있어요': '119', '차가 맛있어요': '83', '가성비가 좋아요': '74', '친절해요': '58', '매장이 청결해요': '41', '특별한 메뉴가 있어요': '21', '디저트가 맛있어요': '14', '대화하기 좋아요': '12', '인테리어가 멋져요': '10', '주차하기 편해요': '5', '좌석이 편해요': '4', '집중하기 좋아요': '4', '사진이 잘 나와요': '3', '뷰가 좋아요': '2'}"
29,공산동 에움길,에움길,초기값,15,6,대구 동구 용천로 70-11,NO INFO,053-985-5577,NO INFO,NO INFO,공사중,리뷰 수 부족
30,동인동 에그오,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
31,불로동 주식회사 우주푸드,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
32,안심2동 꽃봄,검색결과 없음,,,,,,,,,,
33,불로동 왓쿡왓커피 대구이시아점,왓쿡왓커피 대구이시아점,4.45,88,초기값,대구 동구 팔공로49길 35 위너빌딩 1층 101호,10:30 - 20:00,010-7651-7400,NO INFO,"왓쿡왓커피
01066827055
주식회사시후
체인점문의 01066827055",공사중,"{'커피가 맛있어요': '23', '음료가 맛있어요': '11', '친절해요': '11', '대화하기 좋아요': '8', '매장이 청결해요': '6', '가성비가 좋아요': '5', '좌석이 편해요': '4', '인테리어가 멋져요': '4', '디저트가 맛있어요': '3', '특별한 메뉴가 있어요': '3', '주차하기 편해요': '1', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}"
34,신암2동 카페산책,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
35,효목1동 커피타임,커피타임,4.41,31,초기값,대구 동구 아양로 190,10:00 - 24:00,053-954-1058,NO INFO,NO INFO,공사중,"{'친절해요': '6', '커피가 맛있어요': '5', '디저트가 맛있어요': '3', '가성비가 좋아요': '3', '음료가 맛있어요': '2', '대화하기 좋아요': '2', '인테리어가 멋져요': '1', '특별한 메뉴가 있어요': '1', '매장이 청결해요': '1'}"
36,신천3동 빌리버스,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
37,남산4동 알레이커피,알레이커피,4.49,115,초기값,대구 중구 남산로13길 9,NO INFO,NO INFO,NO INFO,NO INFO,공사중,"{'친절해요': '24', '가성비가 좋아요': '24', '커피가 맛있어요': '22', '음료가 맛있어요': '17', '매장이 청결해요': '14', '대화하기 좋아요': '5', '주차하기 편해요': '3', '좌석이 편해요': '2', '디저트가 맛있어요': '2', '화장실이 깨끗해요': '2', '야외 공간이 멋져요': '1', '특별한 메뉴가 있어요': '1', '뷰가 좋아요': '1'}"
38,대신동 커피셀러,커피셀러,4.3,165,초기값,대구 중구 달구벌대로393길 68,NO INFO,053-422-9700,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '30', '친절해요': '11', '매장이 청결해요': '10', '대화하기 좋아요': '10', '디저트가 맛있어요': '8', '음료가 맛있어요': '8', '가성비가 좋아요': '5', '좌석이 편해요': '4', '인테리어가 멋져요': '4', '화장실이 깨끗해요': '4', '특별한 메뉴가 있어요': '2', '집중하기 좋아요': '2', '뷰가 좋아요': '2', '주차하기 편해요': '1', '사진이 잘 나와요': '1'}"
39,신암2동 커피공식,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
40,안심2동 커피한잔,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
41,동촌동 카페인차,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
42,남산2동 라미아에밀리,라미아에밀리,4.5,1343,582,대구 중구 달구벌대로 2061-2,11:00 - 22:00,053-256-8282,https://www.instagram.com/lamia_emily,NO INFO,공사중,"{'인테리어가 멋져요': '342', '커피가 맛있어요': '270', '뷰가 좋아요': '253', '대화하기 좋아요': '180', '디저트가 맛있어요': '168', '사진이 잘 나와요': '158', '특별한 메뉴가 있어요': '155', '음료가 맛있어요': '152', '친절해요': '122', '매장이 청결해요': '114', '좌석이 편해요': '80', '가성비가 좋아요': '76', '화장실이 깨끗해요': '51', '집중하기 좋아요': '11', '주차하기 편해요': '7', '음식이 맛있어요': '1', '야외 공간이 멋져요': '1', '비싼 만큼 가치있어요': '1', '룸이 잘 되어있어요': '1', '오래 머무르기 좋아요': '1'}"
43,성내1동 커피매거진,커피매거진,4.56,484,298,대구 중구 동성로4길 85 1층 커피매거진,"12:00 - 22:30
22:00 라스트오더",0507-1371-8684,NO INFO,15000원이상 주문고객님께 (카페바로 옆 정호주차장)30분무료도장찍어드려요!,공사중,"{'커피가 맛있어요': '102', '디저트가 맛있어요': '100', '음료가 맛있어요': '64', '인테리어가 멋져요': '59', '친절해요': '47', '대화하기 좋아요': '47', '특별한 메뉴가 있어요': '31', '좌석이 편해요': '29', '매장이 청결해요': '28', '사진이 잘 나와요': '19', '화장실이 깨끗해요': '15', '집중하기 좋아요': '6', '뷰가 좋아요': '4', '주차하기 편해요': '3', '가성비가 좋아요': '3', '메뉴 구성이 알차요': '1'}"
44,남산1동 카페소풍,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
45,남산3동 빽다방 대구청라힐스자이점,빽다방 대구청라힐스자이점,초기값,25,2,대구 중구 남산로 73 301동 107호,"07:30 - 22:00
21:55 라스트오더",0507-1342-4054,NO INFO,안녕하세요!빽다방대구청라힐스자이점입니다.깨끗한 곳에서 좋은 재료로 싸지만 고급스런 음료와 디저트를 만들어드릴것을 약속합니다.,공사중,"{'가성비가 좋아요': '10', '커피가 맛있어요': '8', '음료가 맛있어요': '8', '친절해요': '8', '매장이 청결해요': '6', '디저트가 맛있어요': '3', '좌석이 편해요': '2', '인테리어가 멋져요': '1', '아이와 가기 좋아요': '1'}"
46,신암1동 트리 굿커피 공고네거리점,트리굿커피 공고네거리점,4.77,241,80,대구 동구 신암로 132,NO INFO,053-958-3339,http://www.threegoodcoffee.com/,"우리 동네에서 제일 맛있는 커피집, 아이스크림과 다양한 디저트도 준비되어 있어요. 배달의 민족, 대구로, 패스오더로도 주문 가능합니다. 오늘도 트리굿 커피를 찾아주셔서 감사합니다. :)",공사중,"{'커피가 맛있어요': '58', '친절해요': '43', '가성비가 좋아요': '42', '음료가 맛있어요': '33', '매장이 청결해요': '29', '디저트가 맛있어요': '21', '특별한 메뉴가 있어요': '17', '인테리어가 멋져요': '16', '주차하기 편해요': '6', '사진이 잘 나와요': '4', '대화하기 좋아요': '4', '화장실이 깨끗해요': '4', '뷰가 좋아요': '4', '좌석이 편해요': '1', '집중하기 좋아요': '1'}"
47,신암3동 테이크인,테이크인,4.32,13,초기값,대구 동구 신암남로 33,NO INFO,0507-1337-3821,NO INFO,NO INFO,공사중,리뷰 수 부족
48,대봉2동 요거트렌디,요거트렌디,초기값,59,4,대구 중구 대봉로 194-11 1층 요거트렌디,"11:00 - 20:00
19:30 라스트오더",0507-1398-3337,https://www.instagram.com/yogurt_trendy,"[수제그릭요거트& 샐러드& 샌드위치] 전문점 요거트렌디입니다
수제 그릭요거트는 인공첨가물을 넣지 않아 담백하고 부드러우며 신선한 우유 대비 최대 2.2배의 단백질을 함유한 요거트로 단백질을 간편하게 섭취할 수 있습니다

주문 즉시 조리가 시작되며, 홀도 같이 운영되고 있어서미리 연락주시면 시간에 맞춰 정성껏 준비하겠습니다
-단체 주문 문의는 직통번호로 문의 주세요",공사중,"{'디저트가 맛있어요': '44', '친절해요': '41', '특별한 메뉴가 있어요': '34', '매장이 청결해요': '24', '인테리어가 멋져요': '15', '가성비가 좋아요': '13', '음료가 맛있어요': '10', '사진이 잘 나와요': '5', '좌석이 편해요': '3', '화장실이 깨끗해요': '3', '커피가 맛있어요': '2', '주차하기 편해요': '2', '뷰가 좋아요': '2', '혼밥하기 좋아요': '1', '음식이 맛있어요': '1', '포장이 깔끔해요': '1', '반려동물과 가기 좋아요': '1', '집중하기 좋아요': '1'}"
49,지저동 야노쉬,야노쉬,4.63,11,초기값,대구 동구 아양로49길 77 보성2차신암타운,NO INFO,053-941-9955,NO INFO,NO INFO,공사중,리뷰 수 부족
50,대봉2동 우미우미,검색결과 없음,,,,,,,,,,
51,안심1동 라이노커피,라이노커피,초기값,163,65,대구 동구 율하동로 76 안심3단지 아파트 상가동 107호,"11:00 - 18:00
17:30 라스트오더",010-2861-6200,https://www.instagram.com/rhino.coffee_2022,"신기역 2번출구 앞, 조그만 카페

라이노커피는 갓 로스팅한 스페셜티원두를 사용합니다

이 가격에 판매 할수 없는 프리미엄 원두지만
데일리로 찾으실수 있게
부담없는 가격으로 준비했습니다

아메리카노 1500원

특별한 디저트로, 프로즌스모어 만나실수 있습니다",공사중,"{'커피가 맛있어요': '75', '가성비가 좋아요': '62', '친절해요': '61', '디저트가 맛있어요': '52', '특별한 메뉴가 있어요': '42', '음료가 맛있어요': '40', '매장이 청결해요': '21', '인테리어가 멋져요': '18', '사진이 잘 나와요': '17', '주차하기 편해요': '13', '대화하기 좋아요': '11', '좌석이 편해요': '4', '뷰가 좋아요': '4', '음식이 맛있어요': '1', '음악이 좋아요': '1', '집중하기 좋아요': '1'}"
52,해안동 라이브와이어커피하우스,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
53,지저동 파센드,파센드,4.94,46,18,대구 동구 동촌로3길 38-6,11:00 - 20:00,0504-9920-0001,https://www.instagram.com/passend.coffee,.,공사중,"{'커피가 맛있어요': '19', '인테리어가 멋져요': '16', '친절해요': '15', '가성비가 좋아요': '12', '매장이 청결해요': '10', '사진이 잘 나와요': '9', '음료가 맛있어요': '8', '화장실이 깨끗해요': '8', '디저트가 맛있어요': '6', '뷰가 좋아요': '6', '집중하기 좋아요': '5', '좌석이 편해요': '4', '대화하기 좋아요': '4', '특별한 메뉴가 있어요': '3', '주차하기 편해요': '1'}"
54,신천4동 M2라이브카페,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
55,신천3동 대한커피숍,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
56,대신동 이병규의 커피클럽,이병규의커피클럽,4.67,14,초기값,대구 중구 남산로3길 46 커피클럽,10:00 - 22:00,010-3534-5334,https://blog.naver.com/coffeeclub-60,"드립커피 전문점입니다. 커피를 체계적으로 공부를 시작한 지 20년. 뜨거운 태양이 내리쬐는 고산지대의 커피농장 체험과 해외에서의 커피공부. 그리고 국내 커피업계에서 이방인으로 떠돌던 세월. 이젠, 그 방랑을 멈추고 대구의 남산골에 커피클럽을 열었습니다.",공사중,리뷰 수 부족
57,동촌동 인스퍼레이션디 동촌유원지점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
58,신천3동 마시그레이 동대구역점,MASIGRAY 동대구역점,4.45,227,초기값,대구 동구 동대구로 530,NO INFO,NO INFO,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '44', '가성비가 좋아요': '40', '음료가 맛있어요': '28', '친절해요': '20', '매장이 청결해요': '5', '특별한 메뉴가 있어요': '3', '디저트가 맛있어요': '2', '인테리어가 멋져요': '2', '주차하기 편해요': '2', '사진이 잘 나와요': '2', '대화하기 좋아요': '1', '뷰가 좋아요': '1'}"
59,효목2동 가로등커피,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
60,남산2동 조앤더주스 더현대대구점,조앤더주스 더현대 대구,초기값,1300,58,대구 중구 달구벌대로 2077 지하 1층,10:30 - 20:00,053-245-2824,NO INFO,"No syrup, No sugar, No water
100% 생과일로 만든 프리미엄 착즙 주스 브랜드입니다. 온두라스에서 생산된 유기농 원두로 만든 특별한 커피와 샌드위치를 함께 즐겨보세요!",공사중,"{'음료가 맛있어요': '213', '매장이 청결해요': '195', '재료가 신선해요': '166', '친절해요': '164', '특별한 메뉴가 있어요': '135', '주차하기 편해요': '111', '가성비가 좋아요': '101', '인테리어가 멋져요': '86', '좌석이 편해요': '70', '대화하기 좋아요': '64', '화장실이 깨끗해요': '54', '디저트가 맛있어요': '46', '사진이 잘 나와요': '30', '집중하기 좋아요': '12', '뷰가 좋아요': '12', '음식이 빨리 나와요': '2', '매장이 넓어요': '2', '혼밥하기 좋아요': '1', '음식이 맛있어요': '1', '양이 많아요': '1', '건강한 맛이에요': '1'}"
61,봉무동 호호슬라임 봉무점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
62,신암1동 파스쿠찌 대구신암점,파스쿠찌 대구 신암점,4.33,857,39,대구 동구 아양로 72 카페파스쿠찌,00:00 - 24:00,053-958-3738,http://www.caffe-pascucci.co.kr/,파스쿠찌 대구신암점입니다. 네이버 스마트주문에서 간편하게 주문하세요!,공사중,"{'커피가 맛있어요': '153', '주차하기 편해요': '121', '대화하기 좋아요': '80', '좌석이 편해요': '75', '음료가 맛있어요': '69', '친절해요': '60', '매장이 청결해요': '44', '디저트가 맛있어요': '43', '집중하기 좋아요': '39', '화장실이 깨끗해요': '23', '가성비가 좋아요': '19', '인테리어가 멋져요': '16', '특별한 메뉴가 있어요': '15', '뷰가 좋아요': '7', '사진이 잘 나와요': '3'}"
