,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
13,대봉1동 OTD카페,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
14,대신동 토프레소 대구서문시장점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
15,신암2동 카페소남,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
16,안심1동 에클레시아,에클레시아,초기값,83,10,대구 동구 율하동로10길 13,11:00 - 20:00,0504-2015-3695,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '45', '친절해요': '24', '음료가 맛있어요': '21', '대화하기 좋아요': '14', '디저트가 맛있어요': '12', '가성비가 좋아요': '10', '매장이 청결해요': '10', '주차하기 편해요': '9', '특별한 메뉴가 있어요': '8', '좌석이 편해요': '7', '인테리어가 멋져요': '3', '사진이 잘 나와요': '2', '집중하기 좋아요': '2', '화장실이 깨끗해요': '2'}"
17,남산3동 말그미옥상,말그미옥상,4.57,88,154,대구 남구 계명중앙1길 25 2층,12:00 - 20:00,0507-1310-3966,http://www.instagram.com/malgeumi_oksang,'맑음' 이라는 말에서 따온 순 우리말 말그미라는 단어를 사용한 '말그미옥상' 입니다.,공사중,"{'커피가 맛있어요': '34', '대화하기 좋아요': '17', '디저트가 맛있어요': '15', '음료가 맛있어요': '15', '친절해요': '12', '뷰가 좋아요': '10', '인테리어가 멋져요': '9', '매장이 청결해요': '6', '가성비가 좋아요': '4', '특별한 메뉴가 있어요': '4', '사진이 잘 나와요': '3', '선물하기 좋아요': '1', '집중하기 좋아요': '1'}"
18,성내1동 말랑블링,말랑블링 룸카페,4.47,59,117,대구 중구 국채보상로 608 덕영빌딩,11:00 - 22:50,0507-1363-0003,https://blog.naver.com/mallangbling,"프리미엄 디저트 룸카페 말랑블링

다양한 재료로 나만의 눈꽃빙수와 소프트아이스크림을 토핑하세요~
치즈 듬뿍 오븐토스트! 바삭 바삭 크로플!
말랑 레시피를 따라 직접 만들어 먹는 재미!
새로운 메뉴~ 크로플과 햄치즈토스트를 만들어 보세요.

[1인요금]
9,000원
시간 무제한(만석시에는 2시간)

[할인 이벤트]
조조할인 - 13:00 이전 입장시 1000원 할인

[영업시간]
연중무휴 11:00~22:50 (추석및 설날 당일 하루만 휴무)

[셀프바]
soft 아이스크림,눈꽃빙수,탄산음료,쥬스,커피와 차,토스트,
크로플,고급쿠키,토핑재료를 추가비용 없이 마음껏 이용

[놀거리]
유튜브,넷플릭스,디즈니플러스,보드게임, iptv, 포토존을 추가비용 없이 마음껏 이용

[인원]
2명~최대6명 다양한 이용 공간

[기타]
현금 결재시 쿠폰발행(도장 10개 1명 무료)
외부음식 반입가능

2022.04.22 기준",공사중,리뷰 수 부족
19,남산2동 캠프바이 커피명가,커피명가 캠프바이커피명가,4.51,628,128,대구 중구 서성로 20 매일신문사 사옥 1층,08:00 - 21:00,053-422-0892,http://www.myungga.com,"중요한 결정을 하는 작전 캠프처럼 또는 편안한 휴식이 있는
캠핑장의 캠프처럼
공간이 활용되기를 희망하며 만들어졌습니다.

갤러리와 함께 하는 넓은 공간과 계산 성당 방향으로 밝게 트인 전망
따뜻한 볕이 가득 드는 창 너머로 들리는 성당의 종소리가 마음을 편하게 하는 공간입니다.

평온한 시간을 준비하겠습니다.",공사중,"{'커피가 맛있어요': '222', '디저트가 맛있어요': '96', '매장이 청결해요': '86', '대화하기 좋아요': '82', '음료가 맛있어요': '79', '친절해요': '79', '뷰가 좋아요': '58', '좌석이 편해요': '50', '인테리어가 멋져요': '47', '주차하기 편해요': '43', '특별한 메뉴가 있어요': '27', '사진이 잘 나와요': '23', '화장실이 깨끗해요': '19', '집중하기 좋아요': '15', '가성비가 좋아요': '14'}"
20,신암5동 커피타임,검색결과 없음,,,,,,,,,,
21,방촌동 꿈을담다,꿈을 담다,4.5,24,초기값,대구 동구 방촌로1길 106-1 2층,NO INFO,010-8564-0979,https://www.instagram.com/,골목 안에 있고 아직 알려지지 않아 조용한 편입니다. 제과제빵기능사가 직접 만든 디저트가 있어요,공사중,"{'커피가 맛있어요': '13', '대화하기 좋아요': '12', '친절해요': '8', '음료가 맛있어요': '7', '인테리어가 멋져요': '7', '디저트가 맛있어요': '6', '매장이 청결해요': '6', '가성비가 좋아요': '4', '좌석이 편해요': '3', '특별한 메뉴가 있어요': '3', '집중하기 좋아요': '3'}"
22,불로·봉무동 아이엠커피 불로점,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
23,신암1동 해비치커피,검색결과 없음,,,,,,,,,,
24,신암3동 더벤티 동대구역점,더벤티 동대구역점,4.61,625,10,대구 동구 동대구로 530 지하1층 더벤티 동대구역점,08:00 - 22:00,NO INFO,http://theventi.co.kr/,*매장 운영 시간 및 휴무일은 매장 별로 상이합니다. *위 메뉴 금액은 Take out 구매 기준입니다.,공사중,"{'커피가 맛있어요': '200', '가성비가 좋아요': '163', '음료가 맛있어요': '153', '친절해요': '105', '특별한 메뉴가 있어요': '32', '매장이 청결해요': '26', '디저트가 맛있어요': '23', '대화하기 좋아요': '5', '인테리어가 멋져요': '4', '화장실이 깨끗해요': '2', '좌석이 편해요': '1', '집중하기 좋아요': '1', '뷰가 좋아요': '1'}"
25,대봉1동 킹콩쥬스앤커피 대백프라자점,킹콩쥬스앤커피 대백프라자점,4.42,320,초기값,대구 중구 명덕로 327 1층 킹콩쥬스,08:30 - 21:00,0507-1406-3152,http://kingkongjuice.com/,"정직한 킹사이즈 NO.1
격이 다른 과일함량의 킹콩쥬스, 월드로스팅 챔피언이 로스팅한 프리미엄 원두로 만든 커피를 선보이는 킹콩쥬스&커피 입니다!",공사중,"{'음료가 맛있어요': '107', '친절해요': '62', '가성비가 좋아요': '57', '재료가 신선해요': '24', '매장이 청결해요': '18', '디저트가 맛있어요': '13', '좌석이 편해요': '10', '특별한 메뉴가 있어요': '8', '대화하기 좋아요': '8', '인테리어가 멋져요': '4', '뷰가 좋아요': '3', '주차하기 편해요': '2', '사진이 잘 나와요': '2', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}"
26,도평동 엘레아노,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
27,공산동 예담공방카페,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
28,신암2동 메이플101커피,Maple101coffee,4.41,117,초기값,대구 북구 대현남로6길 20 상가 101호 메이플101커피,NO INFO,0507-1414-9293,http://maple101coffee.modoo.at/,저희 maple101coffee는 분위기가 좋고 질 좋은 커피를 제공합니다.,공사중,"{'커피가 맛있어요': '22', '친절해요': '13', '음료가 맛있어요': '12', '집중하기 좋아요': '11', '가성비가 좋아요': '9', '대화하기 좋아요': '9', '좌석이 편해요': '8', '디저트가 맛있어요': '3', '주차하기 편해요': '3', '특별한 메뉴가 있어요': '3', '매장이 청결해요': '3', '화장실이 깨끗해요': '3', '인테리어가 멋져요': '2', '사진이 잘 나와요': '2', '뷰가 좋아요': '1'}"
29,안심2동 카페캔버스 율하점,카페캔버스 율하점,초기값,108,5,대구 동구 율하서로 20 101호 카페캔버스 율하점,"08:00 - 21:00
20:50 라스트오더",053-962-5207,NO INFO,맛있는커피 가격이 퀄리티를 정하지 않는다.,공사중,"{'커피가 맛있어요': '65', '친절해요': '59', '음료가 맛있어요': '46', '가성비가 좋아요': '44', '매장이 청결해요': '37', '좌석이 편해요': '23', '대화하기 좋아요': '22', '인테리어가 멋져요': '11', '특별한 메뉴가 있어요': '8', '디저트가 맛있어요': '6', '주차하기 편해요': '3', '사진이 잘 나와요': '3', '집중하기 좋아요': '2', '화장실이 깨끗해요': '2', '뷰가 좋아요': '2'}"
30,대신동 연화다방,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
31,남산1동 화개제다청류다원,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
32,대봉2동 노팅힐,노팅힐,초기값,6,2,대구 중구 동덕로 54 1층 노팅힐,11:00 - 01:00,0507-1323-2127,NO INFO,"고품질의 오디오로 음악을 들으면서 커피와 제천,문경 수제맥주와 수제바베큐통삼겹살을 드실수있어요
스크린에 영화상영도 합니다",공사중,리뷰 수 부족
33,도평동 나이스커피,나이스커피,4.9,39,11,대구 동구 팔공로 242-13 1층 104호 나이스커피,11:00 - 20:00,0507-1386-0318,http://instagram.com/nice_coffeee/,"봉무동 이시아 연세병원 1층 상가에 위치하고 있는 '나이스커피'입니다.
저희는 2샷을 기본으로 하고 있고, 3가지 원두를 블렌딩한 고급원두를 사용하고 있어요
디저트 또한 완제품을 받아쓰지 않고 수제로 만든 디저트만 내어드리고 있습니다.
내 가족이 먹는다 생각하고 좋은 재료로 정성껏 만들어 한결같은 맛으로 보답하겠습니다.
매일매일 생각나는 '나이스커피'가 되도록 열심히 노력하겠습니다.
많은 이용 부탁드립니다! NICE ~ ^^",공사중,"{'커피가 맛있어요': '8', '디저트가 맛있어요': '5', '친절해요': '5', '매장이 청결해요': '5', '음료가 맛있어요': '4', '가성비가 좋아요': '3', '인테리어가 멋져요': '2', '대화하기 좋아요': '2', '좌석이 편해요': '1', '사진이 잘 나와요': '1'}"
34,해안동 언제나 내곁에,언제나 내곁에,초기값,5,38,대구 동구 화랑로 415 1층 언제나 내곁에,10:00 - 20:00,0507-1386-3542,https://smartstore.naver.com/alwithme,"안녕하세요 소중한 반려견이 늘 우리 곁에 함께 했으면 하는 마음으로 정성 담은 수제간식을 제조하는 언제나 내곁에 입니다.

저희 언제나 내곁에는 무방부제, 무첨가제, 무색소로 만들어진 100%수제간식입니다!

우리 아이가 먹는다는 생각으로 모두에게 부끄럽지 않은 건강한 간식을 만들어 판매하도록 늘 최선을 다하겠습니다

간식을 믿고 구매해주셔서 감사드리며, 언제나 내곁에 와 함께 고객님과 반려견들의 하루하루가 더 행복하고 건강한 나날들로 가득했으면 좋겠습니다! :)

스마트플레이스 https://smartstore.naver.com/alwithme 에서도 구매 가능하십니다!",공사중,리뷰 수 부족
35,신암5동 앤커피,앤커피,초기값,20,1,대구 동구 신암남로23길 58 앤커피,"10:00 - 22:00
21:30 라스트오더",0507-1490-3366,NO INFO,NO INFO,공사중,"{'친절해요': '11', '매장이 청결해요': '6', '커피가 맛있어요': '4', '가성비가 좋아요': '4', '대화하기 좋아요': '3', '좌석이 편해요': '2', '디저트가 맛있어요': '2', '주차하기 편해요': '2', '특별한 메뉴가 있어요': '2', '음료가 맛있어요': '1', '인테리어가 멋져요': '1'}"
36,신암5동 헵번(HEPBURN)1953,헵번1953,초기값,89,2,대구 동구 아양로 246-1,11:00 - 22:30,NO INFO,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '37', '친절해요': '22', '가성비가 좋아요': '14', '음료가 맛있어요': '11', '매장이 청결해요': '10', '대화하기 좋아요': '10', '디저트가 맛있어요': '8', '인테리어가 멋져요': '4', '좌석이 편해요': '1', '특별한 메뉴가 있어요': '1', '집중하기 좋아요': '1', '화장실이 깨끗해요': '1'}"
37,효목1동 궁전커피숍,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
38,성내2동 투썸플레이스 대구종로점,투썸플레이스 대구종로점,초기값,1074,23,대구 중구 종로 31,"10:00 - 23:00
22:30 라스트오더",0507-1330-0007,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '234', '디저트가 맛있어요': '146', '음료가 맛있어요': '139', '대화하기 좋아요': '137', '좌석이 편해요': '133', '친절해요': '126', '매장이 청결해요': '108', '집중하기 좋아요': '53', '인테리어가 멋져요': '50', '화장실이 깨끗해요': '47', '가성비가 좋아요': '24', '특별한 메뉴가 있어요': '22', '뷰가 좋아요': '12', '사진이 잘 나와요': '11'}"
39,해안동 보스턴커피,보스턴커피,초기값,707,413,대구 동구 방촌로 58,"10:00 - 20:00
19:30 라스트오더",0507-1410-1239,https://www.instagram.com/_cafe_boston/,"국제 원두 출품대회(ITC) 골드메달 3년 연속 수상
세계적으로 인정받는 품질의 보스턴 컴퍼니의 철학이 담긴 커피 한 잔,
그 최고의 원두가 만들어지는 과정을 보며 직접 느껴보세요 :)",공사중,"{'커피가 맛있어요': '308', '인테리어가 멋져요': '156', '디저트가 맛있어요': '114', '친절해요': '106', '음료가 맛있어요': '88', '매장이 청결해요': '88', '주차하기 편해요': '83', '좌석이 편해요': '73', '대화하기 좋아요': '52', '화장실이 깨끗해요': '51', '특별한 메뉴가 있어요': '47', '사진이 잘 나와요': '37', '뷰가 좋아요': '28', '집중하기 좋아요': '19', '가성비가 좋아요': '13', '매장이 넓어요': '3', '종류가 다양해요': '3', '오래 머무르기 좋아요': '1'}"
40,동인동 테넷,테넷,초기값,55,47,대구 중구 국채보상로151길 5,NO INFO,0507-1379-1604,https://www.instagram.com/cafe.tenet,홈메이드 디저트와 커피를 판매하는 카페,공사중,"{'커피가 맛있어요': '32', '디저트가 맛있어요': '24', '인테리어가 멋져요': '20', '친절해요': '15', '음료가 맛있어요': '12', '매장이 청결해요': '9', '대화하기 좋아요': '9', '특별한 메뉴가 있어요': '8', '사진이 잘 나와요': '7', '집중하기 좋아요': '5', '뷰가 좋아요': '3', '좌석이 편해요': '1', '주차하기 편해요': '1'}"
41,신천4동 은승다방,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
42,효목1동 커피콩,커피콩,4.41,37,초기값,대구 동구 아양로 250,NO INFO,053-955-7708,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '8', '음료가 맛있어요': '7', '친절해요': '7', '가성비가 좋아요': '4', '매장이 청결해요': '4', '집중하기 좋아요': '3', '대화하기 좋아요': '3', '인테리어가 멋져요': '1', '특별한 메뉴가 있어요': '1'}"
43,안심1동 카페달달 대구율하점,카페달달 율하점,초기값,197,73,대구 동구 율하동로15길 73 1층,10:00 - 20:00,0507-1335-9935,https://www.instagram.com/cafe_daldal_yh,"'배달의 민족'으로 주문가능한 케이크&디저트전 문점 카페달달입니다. 특별한 날, 특별한 추억을 주문하시는 케이크에 담아드립니다. 친구,...",공사중,"{'디저트가 맛있어요': '161', '친절해요': '141', '특별한 메뉴가 있어요': '113', '가성비가 좋아요': '61', '매장이 청결해요': '58', '음료가 맛있어요': '38', '인테리어가 멋져요': '30', '커피가 맛있어요': '29', '사진이 잘 나와요': '28', '주차하기 편해요': '21', '좌석이 편해요': '7', '대화하기 좋아요': '3', '포장이 깔끔해요': '2', '집중하기 좋아요': '2', '뷰가 좋아요': '2', '음식이 맛있어요': '1'}"
44,효목2동 테로부,테로부,초기값,21,32,대구 동구 화랑로 151 1층,NO INFO,0507-1381-1703,https://www.instagram.com/terobu_roasters,"테로부는 물성, 재료본연의 맛과 가치를 탐구하 는 커피로스터스입니다. 수상이력 - 2023년 GC S 로스팅챌린지컵 금상 - 2022년 글로벌 ...",공사중,"{'커피가 맛있어요': '13', '친절해요': '12', '매장이 넓어요': '11', '인테리어가 멋져요': '8', '집중하기 좋아요': '7', '주차하기 편해요': '6', '음료가 맛있어요': '5', '매장이 청결해요': '5', '디저트가 맛있어요': '4', '사진이 잘 나와요': '3'}"
45,성내1동 디캣,디캣,초기값,4,63,대구 중구 동성로2길 21-15,13:00 - 21:00,070-8885-8833,https://blog.naver.com/dcatcafe,"대구 깨끗한 고양이 카페 & 호텔 디캣 입니다.

신선한 원두로 내린 더치커피, 홍차, 주스, 유기농 허브티, 디저트 등이 무제한 무료입니다.
예쁘고 얌전한 개냥이 20 ~ 30 마리가 기다리고 있습니다 :)

디캣의 고양이들은 접종이 완료되어 있으며, 주기적으로 항체검사를 하고 추가 접종도 성실하게 진행하고 있습니다.
구충, 레볼루션은 매달 시행하고 있으며, 매주 발톱 검사를 하여 발톱을 짧게 손질해 주고 있습니다.
그 외 청결을 위해 주기적으로 목욕도 시키고 있습니다.

안심하고 디캣의 아이들과 놀아주세요 :D

입양상담 & 사육상담 해드립니다.

평일 PM 1시 오픈 - PM 9시 마감
주말 PM 12시 오픈 - PM 10시 마감
매주 화요일 휴무 (공휴일 제외)

디캣에서는 청결과 고양이 건강을 가장 중요시 여깁니다.
천연 아로마 오일로 고양이와 손님들의 행복한 시간을 더더욱 행복하게 만들어 드립니다.
2015년 2월 11일 이후로부터 12세 이하 손님의 입장을 제한하게 되었습니다. 너무나 죄송합니다.
디캣은 카드 가맹점이 아닙니다.
앞으로도 보다 나은 서비스로 대접할 수 있도록 노력을 아끼지 않겠습니다",공사중,리뷰 수 부족
46,동촌동 이디야커피 대구동촌유원지점,이디야커피 동촌유원지점,4.44,834,41,대구 동구 효동로6길 84-8,10:30 - 23:00,0507-1357-5651,http://www.ediya.com/,"Always beside you, EDIYA COFFEE
일상 속 모두에게 커피를 통한 휴식과 영감을 제공하는 이디야커피는,
대한민국의 커피 문화를 만들어가는 가장 가까운 안식처입니다.",공사중,"{'커피가 맛있어요': '136', '친절해요': '102', '음료가 맛있어요': '88', '가성비가 좋아요': '74', '매장이 청결해요': '72', '대화하기 좋아요': '72', '좌석이 편해요': '52', '디저트가 맛있어요': '50', '집중하기 좋아요': '35', '뷰가 좋아요': '25', '주차하기 편해요': '21', '인테리어가 멋져요': '18', '특별한 메뉴가 있어요': '13', '화장실이 깨끗해요': '11', '사진이 잘 나와요': '6', '차분한 분위기에요': '1'}"
47,남산3동 플라잉빵차,플라잉빵차,4.59,147,36,대구 남구 명덕로22길 5,NO INFO,053-627-4545,NO INFO,NO INFO,공사중,"{'특별한 메뉴가 있어요': '52', '친절해요': '27', '음료가 맛있어요': '17', '매장이 청결해요': '14', '가성비가 좋아요': '12', '커피가 맛있어요': '8', '인테리어가 멋져요': '7', '디저트가 맛있어요': '6', '사진이 잘 나와요': '6', '좌석이 편해요': '4', '화장실이 깨끗해요': '4', '집중하기 좋아요': '3', '대화하기 좋아요': '3', '뷰가 좋아요': '2', '주차하기 편해요': '1'}"
48,신천4동 킵온,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
49,안심2동 밀크올로지,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
50,동인동 무오커피,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값,초기값
51,동인동 홍오커피,홍오커피,초기값,24,3,대구 중구 동덕로36길 7 홍오커피,08:30 - 21:00,053-425-9385,https://www.instagram.com/hong_oh_1992/,홍오커피는 이렇습니다. ^^ 모두가 좋아하는 고 소한 커피 맛 유지하기 위해 매일 아침 TEST ^^ 매일매일 직접 제작하는 휘핑크림 ^^ 직접 ...,공사중,"{'커피가 맛있어요': '16', '친절해요': '12', '음료가 맛있어요': '11', '특별한 메뉴가 있어요': '6', '매장이 청결해요': '6', '가성비가 좋아요': '5', '디저트가 맛있어요': '4', '대화하기 좋아요': '4'}"
52,지저동 카페큐브,검색결과 없음,,,,,,,,,,
53,대봉1동 팔공티 경대병원역점,팔공티 경대병원역점,초기값,114,7,대구 중구 달구벌대로 2188 1층,NO INFO,0507-1350-8880,http://www.palgongtea.co.kr/,"차 한잔 생각날 땐, 팔공티
오늘 하루 수고한 그대에게
가슴이 따뜻해지는 차 한잔을 선물합니다.

팔공티는 고품질의 차(茶)를 합리적인 가격에 제공하며,
남녀노소 모두에게 사랑받는 티(TEA) 전문 카페 프랜차이즈입니다.",공사중,"{'음료가 맛있어요': '56', '친절해요': '47', '가성비가 좋아요': '45', '차가 맛있어요': '23', '매장이 청결해요': '18', '디저트가 맛있어요': '10', '특별한 메뉴가 있어요': '8', '대화하기 좋아요': '3', '화장실이 깨끗해요': '3', '인테리어가 멋져요': '2', '주차하기 편해요': '2', '좌석이 편해요': '1', '음식이 빨리 나와요': '1'}"
54,성내2동 러브모드,카페 러브모드,초기값,19,11,대구 중구 경상감영길 32 1층(서문로1가),"11:30 - 20:00
19:00 라스트오더",0507-1347-6156,https://www.instagram.com/cafe_lovemode_official,맛있는 커피&음료와 디저트가 있는 레트로 하이틴 스타일의 카페입니다. 하지만 저희가 덕질을 좋아하여 예약을 받은 날에는 아이돌&드라마&캐릭터 등 컵홀더 및 생일카페로 변신을 합니다:),공사중,"{'음료가 맛있어요': '11', '친절해요': '7', '컨셉이 독특해요': '6', '인테리어가 멋져요': '5', '사진이 잘 나와요': '5', '매장이 청결해요': '5', '디저트가 맛있어요': '4', '좌석이 편해요': '3', '화장실이 깨끗해요': '3', '커피가 맛있어요': '1', '음식이 맛있어요': '1'}"
55,대봉1동 리틀빅커피,리틀빅 커피,초기값,240,114,대구 중구 달구벌대로 2232-28 리틀빅커피,NO INFO,0507-1440-1985,NO INFO,"안녕하세요~! 대봉동에 위치한 비스트로 카페 리 틀빅커피 입니다. - BISTRO CAFE - 단순 커피, 디저트,베이커리에서 벗어난 새로운 카페 ...",공사중,"{'커피가 맛있어요': '129', '친절해요': '117', '인테리어가 멋져요': '106', '디저트가 맛있어요': '93', '음료가 맛있어요': '77', '특별한 메뉴가 있어요': '75', '사진이 잘 나와요': '68', '매장이 청결해요': '61', '대화하기 좋아요': '43', '뷰가 좋아요': '23', '좌석이 편해요': '18', '가성비가 좋아요': '17', '화장실이 깨끗해요': '13', '집중하기 좋아요': '5'}"
56,안심1동 마실커피 율하점,마실커피 율하점,초기값,129,60,대구 동구 안심로22길 14 1층,08:00 - 22:00,0507-1307-9406,NO INFO,"안녕하세요 :)
마실커피 율하점입니다.
고객님들께 맛있는 커피와 디저트 제공해드리겠습니다!",공사중,"{'커피가 맛있어요': '67', '가성비가 좋아요': '47', '친절해요': '40', '음료가 맛있어요': '38', '매장이 청결해요': '22', '디저트가 맛있어요': '12', '대화하기 좋아요': '6', '인테리어가 멋져요': '4', '주차하기 편해요': '4', '특별한 메뉴가 있어요': '3', '집중하기 좋아요': '2', '좌석이 편해요': '1', '사진이 잘 나와요': '1'}"
