,사업장명,카페이름,별점,방문자리뷰수,블로그리뷰수,주소,영업시간,전화번호,연결사이트,설명,메뉴,키워드
1276,산격1동 골목서재,골목서재,4.95,335,160,대구 북구 대구체육관로11길 29-1,NO INFO,0507-1383-6779,https://blog.naver.com/live_at_low,"대구 북구 산격동 어느한 골목길에 위치한 작은 북카페입니다.
커피 한잔과 책을 볼 수 있는 공간입니다.
요일별 운영시간이 다릅니다.

<운영시간 10시 ~ 22시>
*월요일 - 월요카페 운영(19시부터 무인 예약제 운영)
*화~일 - 무인 예약제 운영
*각 이용시간대 별 1인 예약과 전체대관 가능
*1인 예약은 공유서재 개념으로 타인과 함께 공간을 사용하는 것입니다
*전체 대관은 예약자분 또는 일행분들만 사용하는 것입니다
*대화가 오가는 모임/회의, 촬영이 목적인 경우, 식사 모임, 행사 등은 전체대관으로만 이용 가능합니다!
-------------------------------------------
*낮 예약 10시 ~ 18시
*낮 5시간 예약
 10 ~15시, 11 ~ 16시, 12 ~ 17시, 13 ~ 18시 중 선택
*오후&밤 예약 13시~21시
*밤 예약 19시 ~ 22시
*종일 예약 10시 ~ 22시
*다음 새벽 05시 ~ 08시

<주차안내>
골목길인지라 주차공간이 협소합니다!
인근 골목길 주차라인에 주차 가능합니다!
대구실내체육관 주차장(무료)
산격3동 공영주차장(유료)
이용을 추천 드립니다!

* 예약자 1인당 티백, 드립백 중
 1잔이 무료로 제공 됩니다.(전체 대관 제외)
* 추가 음료 및 다과는 무인 결제 시스템으로 결제 후 이용 가능힙니다.",공사중,"{'집중하기 좋아요': '144', '읽을만한 책이 많아요': '141', '인테리어가 멋져요': '121', '아늑해요': '100', '좌석이 편해요': '89'}"
1277,복현1동 옐랑옐랑,옐랑옐랑,4.79,61,34,대구 북구 대동로 56,NO INFO,053-939-0607,https://baemin.me/DfrSGC004,꾸덕촉촉바삭 다양한 디저트가 모두모여있는 아담한 수제디저트카페:),공사중,"{'디저트가 맛있어요': '25', '커피가 맛있어요': '8', '특별한 메뉴가 있어요': '7', '음료가 맛있어요': '5', '친절해요': '5', '인테리어가 멋져요': '3', '가성비가 좋아요': '3', '매장이 청결해요': '2', '비싼 만큼 가치있어요': '1', '집중하기 좋아요': '1', '대화하기 좋아요': '1', '뷰가 좋아요': '1'}"
1278,산격3동 츄러스1500 경대북문점,츄러스1500 경대북문점,초기값,111,84,대구 북구 대동로10길 16 1층,"11:00 - 22:00
21:30 라스트오더",0507-1368-1520,https://www.instagram.com/churros1500_kyungpook,NO INFO,공사중,"{'디저트가 맛있어요': '77', '가성비가 좋아요': '55', '특별한 메뉴가 있어요': '39', '친절해요': '33', '커피가 맛있어요': '29', '매장이 청결해요': '29', '음료가 맛있어요': '20', '좌석이 편해요': '4', '인테리어가 멋져요': '4', '화장실이 깨끗해요': '4', '대화하기 좋아요': '3', '주차하기 편해요': '2', '집중하기 좋아요': '2'}"
1279,복현1동 커피장인 경대북문점,커피장인경대북문점,4.78,616,175,대구 북구 대동로10길 17-2,10:30 - 23:00,0507-1448-2101,https://www.instagram.com/coffeejangin_knu/,"커피장인경대북문점,원두,핸드드립커피,로스팅카페,더치커피,더치원액,디저트",공사중,"{'커피가 맛있어요': '300', '친절해요': '173', '음료가 맛있어요': '147', '가성비가 좋아요': '125', '디저트가 맛있어요': '113'}"
1280,산격3동 봉명동내커피 대구경북대점,봉명동내커피 경북대점,초기값,23,2,대구 북구 대동로1길 75 1층,"10:00 - 24:00
23:30 라스트오더",053-957-4888,NO INFO,"안녕하세요 저희 봉명동내커피 경북대점이 4월 그랜드오픈하였습니다.
최고의 재료로 최고의커피.디저트를 고객님들께 선사해드리겠습니다^^
항상 맛있는 커피.디저트로 보답드릴게요 많이찾아주세요^^",공사중,"{'커피가 맛있어요': '10', '가성비가 좋아요': '10', '음료가 맛있어요': '6', '디저트가 맛있어요': '5'}"
1281,산격3동 카페달달 경북대점,카페달달 경북대점,초기값,138,32,대구 북구 대동로6길 38-2 1층 카페달달 경북대점,10:30 - 22:00,0504-2015-4328,https://www.instagram.com/cafe_daldal_knu,"* 1호(16*5cm), 2호(19*5cm) 케이크, 포토케이크 주문제작 예약받습니다.
5일전 디자인과 문구를 정하셔서 매장으로 연락 부탁드립니다.",공사중,"{'디저트가 맛있어요': '77', '친절해요': '68', '인테리어가 멋져요': '53', '커피가 맛있어요': '47', '특별한 메뉴가 있어요': '42', '음료가 맛있어요': '35', '매장이 청결해요': '32', '가성비가 좋아요': '25', '사진이 잘 나와요': '23', '대화하기 좋아요': '14', '화장실이 깨끗해요': '4', '뷰가 좋아요': '4', '주차하기 편해요': '2'}"
1282,산격2동 프라이스커피,프라이스커피,4.46,41,초기값,대구 북구 대불서길 2,09:00 - 23:00,0507-1385-5379,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '14', '친절해요': '12', '가성비가 좋아요': '6', '음료가 맛있어요': '5', '좌석이 편해요': '3', '매장이 청결해요': '3', '디저트가 맛있어요': '2', '인테리어가 멋져요': '1', '주차하기 편해요': '1', '대화하기 좋아요': '1'}"
1283,산격2동 롤리데이,롤리데이,초기값,26,35,대구 북구 대불서길 20 1층 (산격동) 오른쪽,NO INFO,0507-1376-0508,https://smartstore.naver.com/lolliday,"[ 롤리데이 ]

아기자기한 매장 내의 따듯한 디저트들
길거리에 부드러운 버터향이 가득
폭신폭신한 보틀케이크와 매료되는 구움과자
소박하게 정성을 담은 디저트를 판매합니다 :)

https://www.instagram.com/lolliday_dessert

-매일 다른 종류! 인스타 라인업 참고 부탁드려요",공사중,"{'디저트가 맛있어요': '24', '친절해요': '17', '포장이 깔끔해요': '13', '매장이 청결해요': '13', '종류가 다양해요': '11', '음료가 맛있어요': '7', '차분한 분위기에요': '5', '아늑해요': '5', '특별한 메뉴가 있어요': '5', '커피가 맛있어요': '4', '인테리어가 멋져요': '3', '주차하기 편해요': '2', '컨셉이 독특해요': '1', '음식이 맛있어요': '1'}"
1284,산격2동 커피를심다&포장마차,커피를심다&포장마차,4.35,28,32,대구 북구 대불서길 32-1 1층,"11:00 - 24:00
23:30 라스트오더",010-6385-6632,http://www.커피를심다.kr/,유명호텔 14년 경력의 전문 쉐프가 운영합니다. 아빠의 마음으로 만드는 모든 음식들. 정성으로 만들고 준비합니다.,공사중,"{'친절해요': '7', '가성비가 좋아요': '4', '대화하기 좋아요': '4', '특별한 메뉴가 있어요': '3', '커피가 맛있어요': '2', '음료가 맛있어요': '2', '디저트가 맛있어요': '1', '인테리어가 멋져요': '1', '매장이 청결해요': '1'}"
1285,산격2동 더블유컬렉션 산격점,W collection 산격점,4.49,138,초기값,대구 북구 대불서길 61-6,09:00 - 22:00,053-384-0365,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '34', '친절해요': '22', '가성비가 좋아요': '16', '대화하기 좋아요': '15', '음료가 맛있어요': '10', '디저트가 맛있어요': '6', '특별한 메뉴가 있어요': '6', '좌석이 편해요': '5', '인테리어가 멋져요': '5', '주차하기 편해요': '3', '집중하기 좋아요': '3', '뷰가 좋아요': '3', '매장이 청결해요': '2', '차분한 분위기에요': '1', '사진이 잘 나와요': '1'}"
1286,동천동 벌크커피 칠곡점,벌크커피 칠곡점,초기값,144,11,대구 북구 대천로 100 상가 213동 108-1호 1층 벌크커피,08:00 - 23:00,053-311-1558,NO INFO,홀 마감시간 22:00,공사중,"{'커피가 맛있어요': '64', '가성비가 좋아요': '61', '친절해요': '52', '음료가 맛있어요': '41'}"
1287,관음동 쉴만한물가,쉴만한물가,4.61,174,96,대구 북구 대천로 11,10:00 - 23:00,0507-1319-1333,NO INFO,읍내동 커피.디저트전문점 쉴만한물가 입니다,공사중,"{'디저트가 맛있어요': '37', '친절해요': '37', '커피가 맛있어요': '35', '음료가 맛있어요': '22', '가성비가 좋아요': '20'}"
1288,동천동 미미당,미미당,초기값,87,9,대구 북구 대천로 72 1층미미당,10:00 - 22:00,0507-1385-8995,http://instagram.com/mimidang_macaron,"마카롱, 쿠키, 휘낭시에, 에그타르트 등 매장에서 직접만든 다양한디저트를 원두커피와함께 판매하고있습니다!
레터링케이크는 카카오톡mimidang으로 주문가능합니다:)
*상시이벤트_마카롱 8구이상 구매시 1구증정",공사중,"{'디저트가 맛있어요': '39', '친절해요': '14', '선물하기 좋아요': '11', '매장이 청결해요': '11', '특별한 메뉴가 있어요': '10', '음료가 맛있어요': '3', '인테리어가 멋져요': '3', '가성비가 좋아요': '2'}"
1289,동천동 우유담따,우유담따,4.6,347,165,대구 북구 대천로 80 1층,NO INFO,0507-1457-5598,https://www.instagram.com/wooyu_damdda,대구 칠곡 대표 동물성100% 우유생크림 수제케이크 전문점 입니다.,공사중,"{'디저트가 맛있어요': '190', '친절해요': '106', '특별한 메뉴가 있어요': '81', '매장이 청결해요': '75', '가성비가 좋아요': '32', '인테리어가 멋져요': '27', '사진이 잘 나와요': '22', '주차하기 편해요': '12', '음료가 맛있어요': '8', '커피가 맛있어요': '4', '음식이 맛있어요': '2', '재료가 신선해요': '2', '선물하기 좋아요': '2', '특별한 날 가기 좋아요': '2', '빵이 맛있어요': '1', '아늑해요': '1', '주문제작을 잘해줘요': '1', '메뉴 구성이 알차요': '1', '집중하기 좋아요': '1', '대화하기 좋아요': '1', '뷰가 좋아요': '1'}"
1290,동천동 하삼동커피 대구 동천점,하삼동커피 대구동천점,4.65,218,13,대구 북구 대천로 85 하삼동커피,"08:00 - 22:00
21:50 라스트오더",053-321-3339,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '91', '가성비가 좋아요': '53', '음료가 맛있어요': '49', '친절해요': '38', '매장이 청결해요': '17', '주차하기 편해요': '12', '특별한 메뉴가 있어요': '11', '대화하기 좋아요': '9', '디저트가 맛있어요': '8', '좌석이 편해요': '3', '사진이 잘 나와요': '3', '화장실이 깨끗해요': '3', '인테리어가 멋져요': '2', '집중하기 좋아요': '2', '뷰가 좋아요': '2'}"
1291,동천동 커피베이 대구칠곡점,커피베이 대구칠곡점,초기값,104,1,대구 북구 대천로 90,10:00 - 24:00,0507-1301-8862,NO INFO,안녕하세요~! 디저트가 맛있는 커피베이 대구칠곡점 입니다~!,공사중,"{'커피가 맛있어요': '60', '친절해요': '45', '디저트가 맛있어요': '35', '음료가 맛있어요': '32'}"
1292,동천동 라심,La sim,4.62,600,49,대구 북구 대천로17길 3-21,11:00 - 01:00,053-325-5050,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '151', '음료가 맛있어요': '82', '친절해요': '82', '대화하기 좋아요': '53', '디저트가 맛있어요': '46'}"
1293,동천동 카페 꽃이피다 동천점,꽃이피다 동천점,4.45,160,11,대구 북구 대천로17길 6,"09:20 - 22:00
21:30 라스트오더",070-7808-0216,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '20', '음료가 맛있어요': '20', '친절해요': '12', '디저트가 맛있어요': '11', '가성비가 좋아요': '9', '특별한 메뉴가 있어요': '5', '매장이 청결해요': '3', '인테리어가 멋져요': '2', '좌석이 편해요': '1', '대화하기 좋아요': '1'}"
1294,동천동 카페보스 동천점,카페보스 동천점,4.88,58,17,대구 북구 대천로18길 14 1층,NO INFO,0507-1422-9035,NO INFO,"!!!! 카페보스 동천점 오픈 !!!!
응원과 많은 관심 부탁드립니다.

대표 메뉴인 '보스캔'은 주문 즉시 에스프레소를 추출하여, 캔에 얼음을 넣어 바로 만들어드립니다.
디저트 또한 주문과 동시에 조리되어 나가고 있으니, 안심하고 드셔도 됩니다^^

항상 한결 같은 맛과 서비스로 고객님께 다가가도록 노력하겠습니다.",공사중,"{'디저트가 맛있어요': '31', '커피가 맛있어요': '24', '음료가 맛있어요': '20', '친절해요': '15', '특별한 메뉴가 있어요': '13', '대화하기 좋아요': '10', '가성비가 좋아요': '9', '매장이 청결해요': '5', '인테리어가 멋져요': '3', '좌석이 편해요': '2', '집중하기 좋아요': '1', '뷰가 좋아요': '1'}"
1295,동천동 몬스터커피 동천점,몬스터커피 동천점,4.33,500,초기값,대구 북구 대천로18길 2 몬스터커피동천점,08:00 - 22:00,0507-1307-8590,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '146', '가성비가 좋아요': '85', '음료가 맛있어요': '78', '친절해요': '59', '매장이 청결해요': '37', '디저트가 맛있어요': '21', '특별한 메뉴가 있어요': '21', '인테리어가 멋져요': '11', '좌석이 편해요': '5', '사진이 잘 나와요': '3', '집중하기 좋아요': '2', '대화하기 좋아요': '1', '화장실이 깨끗해요': '1', '뷰가 좋아요': '1'}"
1296,읍내동 보네스트커피,보네스트커피,4.14,62,19,대구 북구 대천로7길 6,09:00 - 22:00,053-312-2293,NO INFO,"안녕하세요.
구수산 도서관아래 로스터리 카페입니다.
직접 로스팅한 신선한 커피와 야채듬뿍 샌드위치를 드실수 있는 카페 입니다.
현재 코로나 19로 인해 테이크아웃과 단체 주문,배민을 중심으로 운영하고 있습니다.",공사중,"{'커피가 맛있어요': '32', '음료가 맛있어요': '16', '디저트가 맛있어요': '11', '친절해요': '8', '가성비가 좋아요': '8'}"
1297,읍내동 온디맨드,온디맨드,초기값,130,38,대구 북구 대천로7길 6-12 1층,10:30 - 21:00,0507-1491-1561,http://instagram.com/cafe_odmd,NO INFO,공사중,"{'커피가 맛있어요': '73', '친절해요': '70', '디저트가 맛있어요': '49', '음료가 맛있어요': '43'}"
1298,읍내동 장미카페 칠곡점,장미카페 칠곡점,초기값,12,4,대구 북구 대천로7길 6-16 1층,11:00 - 23:50,0507-1426-3042,NO INFO,NO INFO,공사중,"{'커피가 맛있어요': '9', '음료가 맛있어요': '6', '디저트가 맛있어요': '4', '가성비가 좋아요': '1'}"
1299,산격3동 초이크,초이크,4.81,66,57,대구 북구 대학로 103-4 2층,11:00 - 21:00,0507-1487-7290,https://youtube.com/channel/UCrOBgx7kDhEdYImLp31mXYw,초이크(choike)는 초콜릿+케이크 의 뜻과 'choice ' (초이스) 선택의 의미를 담아 여러분의 선택에 후회 없도록 미소가 가득 퍼지는 디저트를...,공사중,"{'디저트가 맛있어요': '52', '친절해요': '31', '특별한 메뉴가 있어요': '22', '매장이 청결해요': '15', '커피가 맛있어요': '10', '인테리어가 멋져요': '9', '사진이 잘 나와요': '8', '음료가 맛있어요': '7', '가성비가 좋아요': '7', '대화하기 좋아요': '6', '집중하기 좋아요': '3', '주문제작을 잘해줘요': '1', '화장실이 깨끗해요': '1'}"
1300,복현1동 루트커피,루트커피,4.67,1069,51,대구 북구 대학로 107 1-3층,10:00 - 24:00,053-955-5999,NO INFO,NO INFO,공사중,"{'집중하기 좋아요': '344', '친절해요': '226', '커피가 맛있어요': '225', '매장이 청결해요': '216', '좌석이 편해요': '202'}"
