,사업장명,카페이름,,,,,,,,
1241,도원동 빌리웍스,빌리웍스,,,,,,,,
1242,복현1동 이디야커피 대구복현오거리점,이디야 대구복현오거리점,,,,,,,,
1243,읍내동 라이프빈,라이프빈,,,,,,,,
1244,읍내동 헤세드,헤세드,,,,,,,,
1245,관음동 정카페,정카페,,,,,,,,
1246,관음동 커피산책,커피산책,,,,,,,,
1247,국우동 화이트폭스(WHITEFOX),화이트폭스,,,,,,,,
1248,읍내동 비스킷워크숍,비스킷워크숍,,,,,,,,
1249,국우동 이프로더치커피,이프로더치커피,,,,,,,,
1250,국우동 옴브레(ombre),카페옴브레,,,,,,,,
1251,동천동 카페봄봄 운암역점,카페 봄봄 칠곡운암역점,,,,,,,,
1252,동천동 더벤티 칠곡운암역점,더벤티 칠곡운암역점,,,,,,,,
1253,구암동 갤러리커피,갤러리커피,,,,,,,,
1254,구암동 카페포인트,카페포인트,,,,,,,,
1255,읍내동 더착한커피 칠곡점,더착한커피 칠곡점,,,,,,,,
1256,읍내동 카페인헤븐,카페인헤븐,,,,,,,,
1257,읍내동 커피숲,커피숲,,,,,,,,
1258,태전2동 김군커피,김군커피,,,,,,,,
1259,태전2동 카페티그레,카페티그레,,,,,,,,
1260,구암동 포인트커피(POINTCOFFEE),포인트커피,,,,,,,,
1261,구암동 아니스커피,아니스커피,,,,,,,,
1262,구암동 플라낭,플라낭,,,,,,,,
1263,구암동 피콜로라비타,피콜로라비타,,,,,,,,
1264,구암동 위트커피 구암점,위트커피 구암점,,,,,,,,
1265,구암동 드롭탑 대구3지구점,드롭탑 대구3지구점,,,,,,,,
1266,관문동 커피홀 대구사수점,커피홀 대구 사수점,,,,,,,,
1267,관문동 카페이로,카페이로,,,,,,,,
1268,관문동 카페일상,카페일상,,,,,,,,
1269,관문동 나우커피 금호지구점,나우커피 금호지구점,,,,,,,,
1270,관문동 과일창고앤디저트커피,과일창고앤디저트커피,,,,,,,,
1271,관문동 커피쿡 대구사수점,커피쿡 사수점,,,,,,,,
1272,관문동 더리터 대구사수점,더리터 대구사수점,,,,,,,,
1273,산격4동 카페지뉴,카페지뉴,,,,,,,,
1274,산격1동 제스처커피,제스처커피,,,,,,,,
1275,산격4동 소리카페,소리카페,,,,,,,,
1276,산격1동 골목서재,골목서재,,,,,,,,
1277,복현1동 옐랑옐랑,옐랑옐랑,,,,,,,,
1278,산격3동 츄러스1500 경대북문점,츄러스1500 경대북문점,,,,,,,,
1279,복현1동 커피장인 경대북문점,커피장인경대북문점,,,,,,,,
1280,산격3동 봉명동내커피 대구경북대점,봉명동내커피 경북대점,,,,,,,,
1281,산격3동 카페달달 경북대점,카페달달 경북대점,,,,,,,,
1282,산격2동 프라이스커피,프라이스커피,,,,,,,,
1283,산격2동 롤리데이,롤리데이,,,,,,,,
1284,산격2동 커피를심다&포장마차,커피를심다&포장마차,,,,,,,,
1285,산격2동 더블유컬렉션 산격점,W collection 산격점,,,,,,,,
1286,동천동 벌크커피 칠곡점,벌크커피 칠곡점,,,,,,,,
1287,관음동 쉴만한물가,쉴만한물가,,,,,,,,
1288,동천동 미미당,미미당,,,,,,,,
1289,동천동 우유담따,우유담따,,,,,,,,
1290,동천동 하삼동커피 대구 동천점,하삼동커피 대구동천점,,,,,,,,
1291,동천동 커피베이 대구칠곡점,커피베이 대구칠곡점,,,,,,,,
1292,동천동 라심,La sim,,,,,,,,
1293,동천동 카페 꽃이피다 동천점,꽃이피다 동천점,,,,,,,,
1294,동천동 카페보스 동천점,카페보스 동천점,,,,,,,,
1295,동천동 몬스터커피 동천점,몬스터커피 동천점,,,,,,,,
1296,읍내동 보네스트커피,보네스트커피,,,,,,,,
1297,읍내동 온디맨드,온디맨드,,,,,,,,
1298,읍내동 장미카페 칠곡점,장미카페 칠곡점,,,,,,,,
1299,산격3동 초이크,초이크,,,,,,,,
1300,복현1동 루트커피,루트커피,,,,,,,,
1301,복현1동 블라인드멜론 북문점,블라인드멜론 북문점,,,,,,,,
1302,복현1동 반반다방,반반다방,,,,,,,,
1303,산격1동 투썸플레이스 대구경북대점,투썸플레이스 경북대점,,,,,,,,
1304,산격4동 아틀리에빈 경북대점,아틀리에빈 경북대점,,,,,,,,
1305,산격3동 공차 경북대점,공차 경북대점,,,,,,,,
1306,산격3동 썸카페,썸카페,,,,,,,,
1307,산격3동 망티커피 경북대북문점,망티커피 경북대북문점,,,,,,,,
1308,산격4동 매스커피 경북대점,매스커피 경북대점,,,,,,,,
1309,산격4동 스테디커피 경대북문점,스테디커피 경대북문점,,,,,,,,
1310,산격3동 그린그루브 경북대점,그린그루브 경북대점,,,,,,,,
1311,산격4동 코펜하겐커피,코펜하겐커피 본점,,,,,,,,
1312,산격1동 몰타,몰타,,,,,,,,
1313,산격4동 베르데,베르데,,,,,,,,
1314,산격1동 주비 두루향기롭다,주비 두루 향기롭다,,,,,,,,
1315,산격3동 마실커피 경북대점,마실커피 경북대점,,,,,,,,
1316,산격3동 아아수혈 경북대점,아아수혈 경북대점,,,,,,,,
1317,산격4동 할리스 경북대북문점,할리스 경북대북문점,,,,,,,,
1318,산격3동 플랜 대구경북대점,플랜 경북대점,,,,,,,,
1319,산격4동 이디야커피 경북대점,이디야커피 경북대점,,,,,,,,
1320,산격4동 더리터 경북대점,더리터 경북대점,,,,,,,,
1321,산격3동 요거트마마,요마 경북대점,,,,,,,,
1322,산격3동 컴포즈커피 경북대점,컴포즈커피 경북대점,,,,,,,,
1323,산격3동 실버라운지,실버라운지 경북대점,,,,,,,,
1324,산격3동 금커피별빙수 경북대점,금커피별빙수 경북대점,,,,,,,,
1325,산격3동 카페인중독 대구경북대점,카페인중독 대구경북대점,,,,,,,,
1326,산격4동 커피와빵,커피와빵 경대북문본점,,,,,,,,
1327,산격3동 트웬티(TWENTY),트웬티,,,,,,,,
1328,산격4동 커피명가 경대북문점,커피명가 경대북문점,,,,,,,,
1329,산격3동 데이데이,데이데이,,,,,,,,
1330,산격3동 설빙 대구경북대점,설빙 대구경북대점,,,,,,,,
1331,산격4동 아마스빈 경북대북문점,아마스빈 경북대북문점,,,,,,,,
1332,산격3동 어썸브루커피,어썸브루커피,,,,,,,,
1333,대현동 더리터 대구대현점,더리터 대구대현점,,,,,,,,
1334,신암2동 텐퍼센트커피 대구대현점,텐퍼센트커피 대구대현점,,,,,,,,
1335,칠성동 커피브레드,커피브레드,,,,,,,,
1336,신암2동 다옴커피,다옴coffee,,,,,,,,
1337,신암2동 안스커피,안스커피,,,,,,,,
1338,신암2동 메이플101커피,Maple101coffee,,,,,,,,
1339,신암2동 윈디커피,윈디커피,,,,,,,,
1340,대현동 어펙션,어펙션,,,,,,,,
1341,대현동 리터킹 대현점,리터킹 대현점,,,,,,,,
1342,대현동 미씽파파,Missing Papa,,,,,,,,
1343,대현동 ROUND COFFEE SQUARE,ROUND COFFEE SQUARE,,,,,,,,
1344,대현동 키아누,카페 키아누,,,,,,,,
1345,신암1동 더쪽,더쪽 까페,,,,,,,,
1346,신암1동 커피셀러 경대정문점,커피셀러 경대정문점,,,,,,,,
1347,대현동 커피음65,커피음65,,,,,,,,
1348,신암2동 메가MGC커피 대구대현점,메가MGC커피 대구대현점,,,,,,,,
1349,대현동 카페비탈,카페비탈,,,,,,,,
1350,침산2동 워킹커피,워킹커피 WALKING COFFEE,,,,,,,,
1351,침산2동 라포레,라포레,,,,,,,,
1352,국우동 핸썸커피 도남점,핸썸커피 도남점,,,,,,,,
1353,국우동 몬스터커피 도남점,몬스터커피 도남점,,,,,,,,
1354,국우동 노블리비아,노블리비아,,,,,,,,
1355,무태조야동 꽃다방,꽃다방,,,,,,,,
1356,무태조야동 카페리미,카페리미,,,,,,,,
1357,무태조야동 팔공티 동변점,팔공티 대구동변점,,,,,,,,
1358,무태조야동 에이엣디,에이엣디 동변점,,,,,,,,
1359,산격1동 투썸플레이스 북대구IC주유소DT점,투썸플레이스 북대구IC주유소DT점,,,,,,,,
1360,산격1동 달보드레,달보드레,,,,,,,,
1361,산격1동 달리는커피 대구산격1호점,달리는커피 대구산격1호점,,,,,,,,
1362,산격1동 이디야커피 대구산격동점,이디야커피 대구산격동점,,,,,,,,
1363,산격2동 마시그래이 산격대우점,마시그래이 산격대우점,,,,,,,,
1364,산격2동 위치커피 산격점,위치커피 대구산격점,,,,,,,,
1365,산격2동 커피에반하다 대구산격점,커피에반하다 대구산격점,,,,,,,,
1366,산격2동 하삼동커피 대구산격점,하삼동커피 산격점,,,,,,,,
1367,복현1동 몬스터커피 복현점,몬스터커피 복현점,,,,,,,,
1368,복현1동 디저트39 복현아이파크점,디저트39 복현아이파크점,,,,,,,,
1369,복현1동 메가MGC커피 대구복현아이파크점,메가MGC커피 대구복현아이파크점,,,,,,,,
1370,복현1동 팬카페,팬카페,,,,,,,,
1371,복현2동 바라보다커피,바라보다 커피,,,,,,,,
1372,복현2동 레몬,레몬,,,,,,,,
1373,복현2동 수야모커피,수야모 로스터리 커피,,,,,,,,
1374,복현1동 해리슨커피숍,해리슨커피,,,,,,,,
1375,복현1동 빽다방 대구복현네거리점,빽다방 대구복현네거리점,,,,,,,,
1376,복현1동 공차 대구복현점,공차 대구복현점,,,,,,,,
1377,신암5동 올리버브라운 대구복현점,올리버브라운 대구복현점,,,,,,,,
1378,산격1동 플랜어트립,플랜어트립,,,,,,,,
1379,산격2동 읍천리382 대구경북대점,읍천리382 경북대점,,,,,,,,
1380,산격1동 촌실빵실살롱드테,촌실빵실살롱드테,,,,,,,,
1381,복현2동 프라이스커피,프라이스커피,,,,,,,,
1382,신암5동 핸즈커피 복현점,핸즈커피 복현점,,,,,,,,
1383,복현2동 마시그래이 복현푸르지오점,마시그래이 복현푸르지오점,,,,,,,,
1384,동천동 더리터 칠곡메가박스점,더리터 칠곡메가박스점,,,,,,,,
1385,국우동 CoffeeNol,Coffee nol,,,,,,,,
1386,관음동 써드스페이스 커피,써드스페이스,,,,,,,,
1387,관음동 투썸플레이스 대구칠곡3지구점,투썸플레이스 대구칠곡3지구점,,,,,,,,
1388,읍내동 카페조안나 칠곡점,카페조안나 칠곡점,,,,,,,,
1389,동천동 로투스,로투스,,,,,,,,
1390,관음동 청솔로9 칠곡동천점,청솔로9 칠곡동천점,,,,,,,,
1391,읍내동 동네커피 칠곡점,동네커피 칠곡점,,,,,,,,
1392,구암동 그카페,그카페,,,,,,,,
1393,구암동 정스커피,정스커피,,,,,,,,
1394,구암동 카페0937,카페0937,,,,,,,,
1395,구암동 투포인트,투포인트,,,,,,,,
1396,구암동 디어라마,디어라마,,,,,,,,
1397,동천동 마실커피 칠곡점,마실커피 칠곡점,,,,,,,,
1398,동천동 커피베이 대구동천점,커피베이 대구동천점,,,,,,,,
1399,동천동 몬스터커피 칠곡3지구점,몬스터커피 칠곡3지구점,,,,,,,,
1400,동천동 미유버터,미유버터,,,,,,,,
1401,관음동 카페달달 칠곡점,카페달달 칠곡점,,,,,,,,
1402,관음동 감성커피 대구팔거역점,감성커피 팔거역점,,,,,,,,
1403,관음동 플랜 칠곡점,플랜 칠곡점,,,,,,,,
1404,관음동 제로디스턴스,제로디스턴스,,,,,,,,
1405,관음동 투데이로스팅커피 동천점,투데이로스팅커피 동천점,,,,,,,,
1406,구암동 아마스빈 대구칠곡점,아마스빈 대구칠곡점,,,,,,,,
1407,무태조야동 빽다방 대구연경점,빽다방 대구연경점,,,,,,,,
1408,태전2동 윤슬다,윤슬다,,,,,,,,
1409,관문동 쿠잉,쿠잉,,,,,,,,
1410,관문동 나의 계절 봄,나의 계절 봄,,,,,,,,
1411,태전2동 빌리브라운 태전하늘점,빌리브라운 태전하늘점,,,,,,,,
1412,관문동 커피스타972,커피스타972,,,,,,,,
1413,관문동 시에로,카페시에로,,,,,,,,
1414,관문동 청솔로9 매천점,청솔로9 매천점,,,,,,,,
1415,검단동 퍼즈X멜트베이커리,퍼즈X멜트베이커리,,,,,,,,
1416,복현2동 더드림커피 대구복현아너스점,더드림커피 대구복현아너스점,,,,,,,,
1417,복현2동 까페다움 복현점,카페다움 복현점,,,,,,,,
1418,복현2동 카페홀트,카페홀트,,,,,,,,
1419,복현2동 팔공티 영진전문대점,팔공티 영진전문대점,,,,,,,,
1420,신암5동 트리굿커피 영진전문대점,트리굿커피 영진전문대점,,,,,,,,
1421,검단동 영진도서관카페,영진도서관카페,,,,,,,,
1422,복현2동 모퉁이일곱번째이야기,모퉁이일곱번째이야기,,,,,,,,
1423,복현1동 베이크미요,베이크미요,,,,,,,,
1424,복현2동 라라카롱,라라카롱,,,,,,,,
1425,복현2동 루머팡 복현점,루머팡 복현점,,,,,,,,
1426,복현2동 위치커피 대구복현행복점,위치커피 대구복현행복점,,,,,,,,
1427,지저동 스테이블모먼트 반석점,스테이블모먼트 반석점,,,,,,,,
1428,산격1동 설렘 경북대점,설렘카페 경북대점,,,,,,,,
1429,산격1동 청솔로9 경북대점,청솔로9 경북대점,,,,,,,,
1430,산격4동 디저트39 대구경북대점,디저트39 대구경북대점,,,,,,,,
1431,산격3동 헬리빈커피 경대북문점,헬리빈커피 경대북문점,,,,,,,,
1432,산격4동 팔공티 경북대북문점,팔공티 경북대북문점,,,,,,,,
1433,산격4동 어썸주스,어썸주스 산격점,,,,,,,,
1434,무태조야동 보보스,보보스,,,,,,,,
1435,무태조야동 더벤티 대구동서변점,더벤티 대구동서변점,,,,,,,,
1436,무태조야동 링넛카페,링넛,,,,,,,,
1437,침산1동 할리스 대구침산점,할리스 대구침산점,,,,,,,,
1438,침산2동 그란디스,그란디스,,,,,,,,
1439,침산3동 도너츠윤 대구직영점,도너츠윤 대구직영점,,,,,,,,
1440,침산2동 티앤오,티앤오 T.N.O COFFEE,,,,,,,,
1441,침산1동 설래당,설래당,,,,,,,,
1442,산격1동 소응접실,소응접실,,,,,,,,
1443,침산1동 레스트온선데이,레스트온 선데이,,,,,,,,
1444,신암2동 카페봄봄 대현점,카페봄봄 대현점,,,,,,,,
1445,신암2동 이디야커피 대구신암로점,이디야커피 대구신암로점,,,,,,,,
1446,신암2동 머머커피,머머커피,,,,,,,,
1447,칠성동 카페엘림,카페엘림,,,,,,,,
1448,무태조야동 요거프레소 대구연경점,요거프레소 대구연경점,,,,,,,,
1449,무태조야동 더리터 연경지구점,더리터 연경지구점,,,,,,,,
1450,무태조야동 카페봄봄 연경점,카페봄봄 연경점,,,,,,,,
1451,무태조야동 탑리터 연경점,탑리터 연경점,,,,,,,,
1452,무태조야동 위트커피 연경점,위트커피 연경점,,,,,,,,
1453,무태조야동 수에르떼,수에르떼,,,,,,,,
1454,무태조야동 하삼동커피 연경중앙점,하삼동커피 연경중앙점,,,,,,,,
1455,무태조야동 만랩커피 연경지구점,만랩커피 연경지구점,,,,,,,,
1456,산격4동 로이노엘,로이노엘,,,,,,,,
1457,산격1동 마이온룸,마이온룸,,,,,,,,
1458,산격1동 언더더트리,언더더트리,,,,,,,,
1459,산격1동 시청별관북카페,시청별관 북카페,,,,,,,,
1460,침산2동 커피아나,쌍도커피 경북대점,,,,,,,,
1461,태전1동 공차 대구보건대점,공차 대구보건대점,,,,,,,,
1462,태전1동 몬스터커피 보건대점,몬스터커피 보건대점,,,,,,,,
1463,태전1동 베스트프레즐 대구칠곡직영점,베스트프레즐 칠곡직영점,,,,,,,,
1464,침산1동 투썸플레이스 대구원대오거리점,투썸플레이스 대구원대오거리점,,,,,,,,
1465,고성동 피쉬마운트커피 침산점,피쉬마운트커피_침산점,,,,,,,,
1466,고성동 로비아네,로비아네,,,,,,,,
1467,침산1동 카페나우,카페나우 북구청점,,,,,,,,
1468,칠성동 청솔로9 침산점,청솔로9 침산점,,,,,,,,
1469,침산1동 카페봄봄 북구청점,카페봄봄 북구청점,,,,,,,,
1470,고성동 파스쿠찌 대구침산점,파스쿠찌 침산점,,,,,,,,
1471,칠성동 레프트뱅크 화인탑점,레프트뱅크 침산화인탑점,,,,,,,,
1472,침산3동 올리브나무카페,올리브나무카페,,,,,,,,
1473,침산3동 엔제리너스 대구침산점,엔제리너스 대구침산점,,,,,,,,
1474,고성동 설빙 대구침산점,설빙 대구침산점,,,,,,,,
1475,침산1동 투썸플레이스 대구침산점,투썸플레이스 대구침산점,,,,,,,,
1476,침산1동 마시그래이 침산점,마시그래이 침산점,,,,,,,,
1477,노원동 크럼키,크럼키,,,,,,,,
1478,침산1동 테리커피로스터스,테리커피로스터스,,,,,,,,
1479,노원동 헬로우,헬로우,,,,,,,,
1480,침산1동 제이커피 침산점,제이커피 침산점,,,,,,,,
1481,침산1동 투썸플레이스 대구고성3가점,투썸플레이스 대구고성3가점,,,,,,,,
1482,침산1동 코헨커피,코헨커피,,,,,,,,
1483,고성동 감프커피,감프커피,,,,,,,,
1484,원대동 발루토커피,발루토 커피,,,,,,,,
1485,산격2동 올리브카페,올리브카페,,,,,,,,
1486,산격2동 위트커피,위트커피 유통단지점,,,,,,,,
1487,산격1동 이디야커피 대구텍스빌점,이디야커피 대구텍스빌점,,,,,,,,
1488,산격2동 카페인(IN),카페인,,,,,,,,
1489,검단동 투썸플레이스 대구엑스코점,투썸플레이스 대구엑스코점,,,,,,,,
1490,국우동 카페히스토리스탠드,카페히스토리스탠드,,,,,,,,
1491,침산2동 메가MGC커피 대구칠성동점,메가MGC커피 칠성동점,,,,,,,,
1492,칠성동 빽다방 대구칠성하늘채점,빽다방 대구칠성하늘채점,,,,,,,,
1493,침산2동 워크업커피,워크업 커피,,,,,,,,
1494,침산2동 플레브,플레브스트릿,,,,,,,,
1495,칠성동 하이다과점,하이다과점,,,,,,,,
1496,침산2동 더드림커피 대구침산1호점,더드림커피 대구침산1호점,,,,,,,,
1497,관문동 아이아이아이커피,아이아이아이 커피,,,,,,,,
1498,관문동 파스쿠찌 대구칠곡태전DT점,파스쿠찌 대구칠곡태전DT점,,,,,,,,
1499,태전2동 마이우디,마이우디,,,,,,,,
1500,태전1동 아마스빈 대구보건대점,아마스빈 대구보건대점,,,,,,,,
1501,태전1동 카페봄봄 보건대점,카페봄봄 보건대점,,,,,,,,
1502,태전2동 레프트뱅크,레프트뱅크 칠곡태전점,,,,,,,,
1503,태전2동 조이커피,조이커피,,,,,,,,
1504,읍내동 할로커피,할로커피,,,,,,,,
1505,읍내동 카페별자리,카페별자리,,,,,,,,
1506,관음동 카페봄봄 칠곡 읍내점,봄봄 칠곡읍내점,,,,,,,,
1507,관음동 요거트아이스크림의정석 대구칠곡점,요거트아이스크림의정석 대구칠곡점,,,,,,,,
1508,관음동 춘이네커피살롱,춘이네 커피살롱,,,,,,,,
1509,읍내동 레나,레나커피,,,,,,,,
1510,관음동 그라노데커피,그라노데커피,,,,,,,,
1511,관음동 빽다방 대구칠곡점,빽다방 대구칠곡점,,,,,,,,
1512,관음동 요거트월드 대구칠곡점,요거트월드 대구칠곡점,,,,,,,,
1513,관음동 히어앤나우,히어앤나우,,,,,,,,
1514,읍내동 달리는커피 대구읍내점,달리는커피 대구읍내점,,,,,,,,
1515,관음동 카페봄봄 강북프라임점,카페봄봄 강북프라임점,,,,,,,,
1516,관음동 탐앤탐스 대구강북마루점,탐앤탐스 강북마루점,,,,,,,,
1517,읍내동 카페씨씨,카페씨씨,,,,,,,,
1518,읍내동 카페트아르,카페 트아르,,,,,,,,
1519,태전2동 커피프렌즈(COFFEEFRIENDS),커피프렌즈,,,,,,,,
1520,관문동 청춘다방,청춘다방,,,,,,,,
1521,관문동 바루베이크샵,바루베이크샵,,,,,,,,
1522,태전2동 카페얼바인,카페 얼바인2016,,,,,,,,
1523,태전1동 데이세븐,데이세븐,,,,,,,,
1524,태전1동 모비딕,모비딕,,,,,,,,
1525,태전1동 메르시일공사,메르시일공사,,,,,,,,
1526,태전1동 메가MGC커피 대구보건대점,메가MGC커피 대구보건대점,,,,,,,,
1527,태전1동 카페코지(cafe kosie),카페코지,,,,,,,,
1528,태전1동 천씨씨커피 대구보건대점,천씨씨 대구보건대점,,,,,,,,
1529,태전1동 푸키쿠키,푸키쿠키,,,,,,,,
1530,태전1동 르샤흠,르샤흠,,,,,,,,
1531,태전1동 헬로파이,헬로파이,,,,,,,,
1532,태전1동 크로플덕오리아가씨 칠곡점,크로플덕오리아가씨 칠곡점,,,,,,,,
1533,관음동 소지숍,소지숍,,,,,,,,
1534,칠성동 반달커피 대구칠성침산점,반달커피 대구칠성침산점,,,,,,,,
1535,칠성동 바로닐,바로닐,,,,,,,,
1536,칠성동 루아커피,루아커피,,,,,,,,
1537,칠성동 마시그래이 칠성시장점,마시그래이 칠성시장점,,,,,,,,
1538,칠성동 레스트커피룸,레스트커피룸,,,,,,,,
1539,고성동 더하당,더하당,,,,,,,,
1540,칠성동 도와커피,도와커피,,,,,,,,
1541,칠성동 커피콩블랙빈,커피콩블랙빈,,,,,,,,
1542,칠성동 북두칠성,북두칠성,,,,,,,,
1543,원대동 세컨바닐라,세컨바닐라,,,,,,,,
1544,침산1동 별들의다방 대구침산점,별들의다방 대구침산점,,,,,,,,
1545,침산3동 할리스 대구침산네거리점,할리스 대구침산네거리점,,,,,,,,
1546,침산3동 하삼동커피 대구침산점,하삼동커피 침산점,,,,,,,,
1547,침산2동 월드 베스트베스틴커피,월드베스트베스틴커피,,,,,,,,
1548,침산1동 더리터 대구침산점,더리터 침산점,,,,,,,,
1549,침산2동 카페애하,애하,,,,,,,,
1550,원대동 신신카페,신신카페,,,,,,,,
1551,침산2동 더벤티 침산오페라점,더벤티 침산오페라점,,,,,,,,
1552,침산3동 매스커피 침산네거리점,매스커피 침산네거리점,,,,,,,,
1553,침산3동 아마스빈 대구침산점,아마스빈 대구 침산점,,,,,,,,
1554,침산2동 더벤티 대구침산점,더벤티 대구침산점,,,,,,,,
1555,침산3동 레프트뱅크,레프트뱅크,,,,,,,,
1556,침산2동 카페봄봄 침산점,카페봄봄 침산점,,,,,,,,
1557,침산2동 컴포즈커피 대구침산점,컴포즈커피 대구침산점,,,,,,,,
1558,침산1동 디저트39 대구 침산점,디저트39 대구침산점,,,,,,,,
1559,산격1동 엔제리너스 대구침산로점,엔제리너스 대구침산로점,,,,,,,,
1560,침산2동 핏어펫,핏어펫,,,,,,,,
1561,침산3동 빽다방 대구침산점,빽다방 침산점,,,,,,,,
1562,침산2동 커피볶는다락방,커피볶는다락방,,,,,,,,
1563,침산3동 하이오커피 대구침산점,하이오커피 침산점,,,,,,,,
1564,산격1동 수야커피,수야커피,,,,,,,,
1565,침산1동 핸즈커피 성북교점,핸즈커피 성북교점,,,,,,,,
1566,고성동 이디야커피 대구시민운동장점,이디야커피 대구시민운동장점,,,,,,,,
1567,칠성동 팔공티 이마트칠성점,팔공티 이마트칠성점,,,,,,,,
1568,침산3동 요거프레소 침산푸르지오점,요거프레소 침산푸르지오점,,,,,,,,
1569,침산1동 텐퍼센트커피 대구침산점,텐퍼센트커피 대구침산점,,,,,,,,
1570,칠성동 매스커피 침산점,매스커피 침산점,,,,,,,,
1571,고성동 코르코르커피,코르코르커피 침산점,,,,,,,,
1572,침산1동 플랜 침산점,플랜 침산점,,,,,,,,
1573,태전2동 베이스먼트,베이스먼트,,,,,,,,
1574,태전2동 사이섬,사이섬커피바,,,,,,,,
1575,구암동 달브로,달브로 칠곡점,,,,,,,,
1576,태전2동 토카커피,토카커피,,,,,,,,
1577,구암동 오아,오아,,,,,,,,
1578,태전2동 스프링캔 대구태전점,스프링캔 대구태전점,,,,,,,,
1579,태전2동 커피플러스,커피플러스,,,,,,,,
1580,태전2동 혜민커피,혜민카페,,,,,,,,
1581,태전2동 더하다커피,더하다커피,,,,,,,,
1582,태전1동 체리픽,체리픽,,,,,,,,
1583,태전2동 더드림커피 대구태전2호점,더드림커피 대구태전2호점,,,,,,,,
1584,칠성동 폴바셋 롯데백화점대구점,폴바셋 롯데백화점 대구점,,,,,,,,
1585,칠성동 제주 제이제이씨 커피 롯데대구점,제주제이제이씨커피 롯데대구점,,,,,,,,
1586,동천동 티타임커피 동천점,티타임커피 아이스크림스토리 동천점,,,,,,,,
1587,동천동 읍천리382 대구칠곡점,읍천리382 칠곡점,,,,,,,,
1588,관음동 몬스터커피 팔거역점,몬스터커피 팔거역점,,,,,,,,
1589,동천동 빈스크라운커피,빈스크라운커피,,,,,,,,
1590,관음동 빽다방 대구칠곡팔거역점,빽다방 대구칠곡팔거역점,,,,,,,,
1591,구암동 힉스 구암점,힉스 구암점,,,,,,,,
1592,동천동 카페마루,카페마루,,,,,,,,
1593,동천동 몰타 칠곡점,몰타 칠곡점,,,,,,,,
1594,관음동 커피바스켓,커피바스켓,,,,,,,,
1595,동천동 꽃을담다,꽃을담다,,,,,,,,
1596,동천동 미엘,미엘,,,,,,,,
1597,구암동 꼬모맨션 칠곡점,꼬모맨션 칠곡점,,,,,,,,
1598,관음동 카페발견자,카페 발견자,,,,,,,,
1599,관음동 읍내다방,읍내다방,,,,,,,,
1600,읍내동 라라빈,라라빈,,,,,,,,
1601,원대동 구공카페 팔달점,구공카페 팔달점,,,,,,,,
1602,원대동 메가MGC커피 대구팔달시장역점,메가MGC커피 대구팔달시장역점,,,,,,,,
1603,비산5동 케이클래스커피 노원점,케이클래스커피 노원점,,,,,,,,
1604,노원동 카페여기,카페여기,,,,,,,,
1605,노원동 감성커피 대구노원점,감성커피 노원점,,,,,,,,
1606,비산1동 핸즈커피 팔달시장점,핸즈커피 팔달시장점,,,,,,,,
1607,비산1동 이디야커피 대구팔달시장점,이디야커피 커피 팔달시장점,,,,,,,,
1608,비산5동 빽다방 대구팔달노원점,빽다방 대구팔달노원점,,,,,,,,
1609,국우동 린네베이크,린네 베이크,,,,,,,,
1610,국우동 그림책방여우네,그림책방 여우네,,,,,,,,
1611,국우동 카페 벤치타임,카페 벤치타임,,,,,,,,
1612,국우동 카페마실,카페마실,,,,,,,,
1613,국우동 컴포즈커피 대구학정점,컴포즈커피 대구학정점,,,,,,,,
1614,국우동 카페스로인,카페스로인,,,,,,,,
1615,관문동 공차 대구매천점,공차 대구매천점,,,,,,,,
1616,관문동 마시그래이 매천점,마시그래이 매천점,,,,,,,,
1617,동천동 매스커피 칠곡3지구점,매스커피 칠곡3지구점,,,,,,,,
1618,동천동 더벤티 대구칠곡점,더벤티 대구칠곡점,,,,,,,,
1619,동천동 컴포즈커피 대구동천점,컴포즈커피 대구동천점,,,,,,,,
1620,동천동 카페봄봄 칠곡점,카페봄봄칠곡점,,,,,,,,
1621,동천동 텐퍼센트커피 대구칠곡3지구점,텐퍼센트커피 대구칠곡3지구점,,,,,,,,
1622,동천동 공차 대구칠곡점,공차 대구칠곡점,,,,,,,,
1623,동천동 빽다방 대구칠곡타운점,빽다방 대구칠곡타운점,,,,,,,,
1624,관문동 커피파리스,커피파리스,,,,,,,,
1625,국우동 탑리터 칠곡점,탑리터 칠곡점,,,,,,,,
1626,국우동 드롭탑 대구병원점,드롭탑 대구병원점,,,,,,,,
1627,국우동 빽다방 대구칠곡학정점,빽다방 대구칠곡학정점,,,,,,,,
1628,국우동 북촌더플레이트,북촌더플레이트,,,,,,,,
1629,국우동 몬드,몬드,,,,,,,,
1630,국우동 올제커피,올제커피,,,,,,,,
1631,구암동 카페모리,카페모리,,,,,,,,
1632,관문동 마시그래이 금호점,마시그래이 금호점,,,,,,,,
1633,관문동 리코쿠키,리코쿠키 본점,,,,,,,,
1634,관문동 파스구찌 대구금호점,파스쿠찌 대구금호점,,,,,,,,
1635,무태조야동 카페에녹,카페에녹,,,,,,,,
1636,무태조야동 카페봄봄 동서변점,카페봄봄 동서변점,,,,,,,,
1637,무태조야동 더리터 동서변점,더리터 동서변점,,,,,,,,
1638,무태조야동 텐퍼센트커피 대구동서변점,텐퍼센트커피 대구동서변점,,,,,,,,
1639,무태조야동 빽다방 대구북구서변점,빽다방 대구북구서변점,,,,,,,,
